warehouse_id,orders_processed,avg_picking_time_minutes,labor_utilization_percent,efficiency_rating
64,3379,10,62,Low
59,1503,32,57,High
164,3259,20,58,High
177,6260,38,73,Low
176,7648,14,69,High
99,4248,17,62,Low
143,4452,30,81,High
54,1329,36,79,Low
115,7533,13,73,Low
124,6796,18,70,High
130,461,37,60,High
118,5001,12,75,Low
145,6403,8,69,Low
73,2996,38,54,Low
13,5590,32,91,Low
140,5303,31,55,Low
30,6465,19,55,Low
99,5174,7,75,Low
99,3482,24,84,Low
116,7372,7,85,Low
71,2262,26,82,Low
76,3028,27,91,Low
185,4280,11,87,Low
170,7181,11,92,Low
69,4236,20,96,High
38,1170,8,75,High
50,7971,10,69,High
8,4233,33,57,Low
112,4922,33,93,High
92,3238,15,59,Low
27,2356,26,89,High
42,2239,10,87,Low
168,4091,37,98,High
35,298,19,99,Low
75,5893,11,50,Low
122,6371,25,75,Low
3,4726,29,81,High
90,1980,30,99,Low
29,2071,23,76,High
150,6113,13,74,High
92,4845,36,88,Low
10,6034,32,52,Low
72,3674,26,80,High
93,3893,6,65,Low
51,6172,14,98,Low
116,2550,13,75,Low
34,597,29,77,Low
120,7416,38,73,Low
155,1965,18,92,High
187,2705,38,61,Low
5,537,22,62,High
73,2405,9,74,Low
81,5012,9,72,High
37,556,28,57,High
104,1064,18,50,Low
90,6345,21,53,High
18,394,29,50,Low
79,263,17,98,High
139,4553,30,79,High
183,5863,37,68,Low
5,6284,35,69,High
153,5834,16,89,High
115,7511,35,84,Low
31,4078,38,84,High
12,6477,22,70,Low
17,1155,24,80,High
85,5452,10,59,High
163,3245,26,75,Low
5,5884,37,82,High
112,6825,9,70,High
169,4053,26,95,High
76,5078,39,87,High
59,7372,12,77,Low
44,7097,17,95,Low
56,2777,33,57,Low
191,7028,5,95,Low
10,1292,9,62,Low
74,4180,29,80,Low
145,3572,30,70,Low
4,7394,10,77,Low
1,2078,10,71,High
80,6470,38,62,Low
170,368,7,65,Low
74,7266,21,65,Low
139,5227,9,65,High
23,4455,5,51,Low
85,5289,22,50,High
69,6549,29,51,Low
95,3719,6,67,Low
10,4396,29,82,Low
40,5762,6,81,Low
74,3695,35,66,Low
89,6475,35,98,High
199,4090,12,52,Low
187,6380,35,71,Low
166,1372,37,60,High
123,2094,14,85,Low
58,7917,13,71,Low
43,1597,34,82,Low
193,1620,21,51,Low
26,4173,8,55,High
24,2855,24,91,Low
144,1046,28,55,Low
107,7926,19,53,Low
147,2446,24,70,Low
2,7641,19,51,Low
178,1952,34,96,High
108,3353,20,59,Low
27,2114,10,72,Low
36,929,16,75,High
142,2655,21,99,High
133,3103,21,74,High
198,3255,7,89,High
10,213,31,88,Low
163,2313,30,82,Low
45,1851,23,65,Low
40,6875,15,67,Low
109,5900,31,90,High
193,7343,31,62,Low
149,1820,16,51,Low
123,1306,19,92,Low
143,7135,33,96,Low
24,5791,10,86,Low
109,6700,9,88,Low
103,5895,12,64,High
81,2438,9,55,High
182,6284,7,67,High
52,4258,32,97,High
181,1498,6,92,Low
45,7207,31,71,Low
97,2239,36,90,High
47,3941,27,51,High
129,4624,20,54,High
132,5475,12,99,High
50,3748,8,82,Low
27,5697,8,82,Low
52,3895,7,50,Low
41,7531,8,63,Low
8,4249,17,75,Low
160,6656,13,71,Low
92,6119,8,52,High
58,898,24,92,Low
150,305,34,83,Low
128,442,32,95,High
74,4502,22,90,High
47,613,13,67,Low
181,6741,22,56,Low
176,6094,8,54,Low
127,2620,12,79,Low
141,5270,34,83,Low
134,7788,33,96,High
111,5168,33,78,Low
142,6962,23,77,Low
188,2543,17,57,Low
169,2081,39,76,Low
172,1398,6,97,Low
135,3284,31,98,High
114,2780,35,57,High
57,7745,39,77,High
130,1072,23,50,Low
183,6135,9,99,High
104,7878,12,98,Low
42,6385,7,85,Low
97,3710,9,94,Low
15,1485,15,98,Low
32,1626,21,57,Low
168,3388,21,99,Low
60,2800,7,81,Low
130,5495,24,74,Low
168,2940,25,69,Low
101,2871,12,90,High
165,7390,25,84,High
60,4119,30,65,Low
118,4294,36,98,High
90,2655,19,66,Low
68,3110,15,76,Low
68,2702,25,50,Low
66,5950,29,63,Low
135,7211,36,91,Low
18,5096,28,95,High
143,4521,12,99,Low
98,7232,27,81,Low
174,2554,19,63,High
86,6109,17,52,Low
142,2490,27,96,High
116,773,10,51,High
81,2953,38,52,High
103,5725,30,94,Low
69,3405,39,80,Low
56,5595,8,84,Low
58,7969,28,97,Low
64,4440,22,88,Low
42,1759,5,50,Low
57,6422,26,76,Low
30,6380,6,78,Low
18,1780,11,63,Low
61,3446,17,99,Low
174,3079,34,86,Low
135,5285,20,98,Low
145,430,29,86,High
78,2547,28,88,Low
147,1472,8,82,High
136,2248,36,84,Low
176,1755,38,95,Low
170,6925,17,87,Low
103,4433,20,86,Low
151,7336,26,70,Low
194,5917,33,72,High
118,6696,7,56,High
37,4556,26,50,Low
56,5174,33,94,Low
36,4561,17,99,High
86,7959,13,94,Low
163,5648,26,54,Low
195,5186,11,62,High
124,1741,34,80,Low
111,3429,9,75,Low
189,2504,7,92,High
56,4367,8,91,Low
110,855,38,84,Low
27,2755,39,64,Low
54,6350,37,72,Low
101,698,35,77,Low
90,7639,25,61,Low
116,7160,16,53,Low
186,1859,25,58,Low
6,6838,29,52,Low
27,4886,15,72,High
64,3913,23,68,Low
48,3843,32,94,Low
112,1608,17,80,High
40,3980,12,96,Low
20,603,34,90,Low
22,285,22,61,Low
199,279,8,59,High
66,3470,23,70,Low
150,7314,33,65,Low
166,4168,8,76,Low
165,2157,25,55,Low
151,4761,37,87,High
80,4314,12,69,Low
193,3730,19,57,Low
40,1403,34,86,High
169,6964,36,52,High
109,5552,7,57,High
103,5257,32,59,Low
14,7963,38,61,Low
7,1761,23,66,Low
164,7109,29,73,High
80,5084,12,64,High
101,1288,12,98,High
20,3838,25,94,Low
157,3530,33,91,Low
121,3908,11,61,Low
81,1603,11,71,High
86,4091,22,65,Low
36,7088,33,95,High
119,275,16,51,Low
183,6210,15,83,High
195,7881,37,88,Low
151,5647,23,93,Low
197,4639,15,90,High
4,5281,23,79,Low
164,6865,39,82,Low
167,4873,16,63,Low
76,4749,21,92,High
37,2273,29,95,High
110,7690,31,62,High
123,7744,28,55,Low
17,2252,32,70,High
182,4438,22,91,Low
12,3363,27,52,Low
63,3931,26,77,Low
129,3814,35,51,Low
137,6448,26,62,Low
153,2911,17,86,Low
120,4268,19,62,Low
64,2511,35,92,Low
44,1053,37,88,Low
34,5437,29,57,Low
47,2067,22,56,Low
30,2015,10,80,Low
177,6943,38,88,High
4,7017,11,89,High
75,123,26,65,High
192,4040,14,76,High
169,327,16,74,Low
12,6823,19,97,High
87,151,38,74,Low
123,6340,8,93,High
61,4924,36,75,Low
127,3358,33,96,Low
21,5709,12,63,Low
109,4701,15,81,Low
23,7806,32,63,Low
11,3817,28,53,Low
169,7269,21,61,Low
93,4835,35,50,Low
58,2269,32,76,High
83,4832,37,72,Low
150,1865,34,62,Low
196,4115,35,60,Low
14,3011,33,97,Low
124,6968,31,52,Low
23,7240,32,71,Low
173,5024,30,57,High
183,333,7,91,High
7,1475,8,51,High
38,6268,26,80,Low
122,4601,25,72,High
111,5735,10,96,High
87,6589,8,82,Low
72,7918,18,61,Low
11,5797,12,98,High
128,2407,6,55,Low
94,2790,12,75,Low
168,3362,29,54,High
90,4687,25,72,Low
191,3175,31,64,Low
80,4263,19,93,Low
55,4411,38,81,Low
68,4092,32,95,Low
62,7133,34,73,Low
18,6992,25,88,High
33,2854,21,64,High
107,6561,22,73,High
192,2634,16,54,Low
183,204,39,73,Low
57,5447,39,95,High
180,3249,37,88,High
164,3957,16,56,Low
24,5658,15,54,Low
68,1131,38,96,Low
114,3221,11,60,Low
12,4677,21,81,Low
51,1974,8,75,High
1,2306,39,58,High
28,2535,6,68,Low
14,3355,31,75,Low
147,721,10,63,Low
163,3226,15,89,Low
31,1664,37,86,Low
118,1814,35,57,Low
101,5553,6,74,High
132,2007,14,50,High
183,6071,5,78,High
36,2418,38,50,High
160,1021,29,99,Low
57,1994,15,92,Low
170,2306,34,63,High
98,4336,5,84,High
189,3931,16,81,Low
55,6555,37,83,Low
124,280,19,78,Low
177,3045,12,80,High
112,1128,7,99,Low
154,3046,24,89,Low
176,5604,22,54,High
110,6458,24,80,Low
129,1770,33,57,High
157,7674,25,70,Low
57,5781,34,51,Low
192,4137,7,72,Low
33,2724,21,76,Low
98,5354,9,74,Low
161,7014,22,52,Low
30,7962,31,65,Low
62,319,10,83,Low
138,3969,37,78,High
157,1901,18,94,Low
11,3801,16,63,Low
32,6997,9,59,High
53,3476,32,69,Low
142,7518,39,97,High
151,4393,15,54,Low
161,341,34,72,Low
22,2841,25,68,Low
94,4336,35,50,High
187,1059,33,55,High
3,3224,21,76,Low
105,2363,14,94,Low
167,6033,28,63,Low
42,2704,22,87,Low
174,5259,7,83,Low
62,6964,34,64,Low
2,3823,23,63,Low
163,4078,6,78,Low
99,4399,38,66,Low
90,6481,34,50,High
2,7740,31,96,Low
169,1273,23,71,Low
100,5771,23,83,High
142,1813,32,55,Low
58,1575,35,61,Low
99,6158,34,59,Low
75,7245,37,60,Low
171,914,13,95,High
171,2537,10,76,Low
122,7477,7,67,Low
9,1041,30,71,Low
85,3207,30,57,High
197,7528,26,93,High
136,4091,30,87,Low
30,2932,10,56,Low
61,6420,5,70,Low
78,1584,13,71,High
49,2564,24,89,High
110,5707,39,58,Low
67,2384,22,95,Low
86,726,38,54,Low
156,3922,13,81,High
155,4794,26,68,Low
22,4016,35,66,High
7,7067,13,74,High
6,3723,37,60,Low
144,5363,31,74,Low
17,3301,18,90,Low
97,7930,24,54,High
20,1855,35,92,High
112,1316,8,60,High
68,4395,5,61,Low
99,3842,29,52,High
97,5300,18,84,Low
195,5229,29,73,High
177,3952,6,97,Low
15,2274,31,74,Low
177,6067,19,52,Low
179,3025,35,56,Low
162,6307,20,85,Low
150,3803,38,78,Low
50,7873,30,93,Low
74,1011,37,66,High
121,2650,17,53,Low
46,438,21,59,High
42,2983,30,63,Low
138,6880,35,86,Low
127,5992,8,62,Low
84,1603,35,80,Low
160,2922,34,52,Low
7,5174,31,73,High
58,5129,8,61,Low
93,4661,31,82,High
162,6628,30,94,High
131,6208,7,74,Low
171,2602,14,81,Low
153,3041,17,69,High
37,3531,35,72,Low
116,2826,26,91,Low
139,6581,24,58,High
121,3101,13,73,High
143,3457,32,74,Low
97,1238,5,72,High
197,6965,38,86,High
110,287,9,74,Low
97,3697,39,94,Low
49,7049,30,87,High
29,4886,10,74,Low
126,2589,16,99,Low
116,7620,24,96,Low
109,4372,5,87,High
143,1834,31,83,High
12,7093,7,63,Low
125,1278,14,69,Low
141,2931,12,91,Low
27,6370,10,95,High
16,3433,13,50,High
31,7326,15,50,High
159,6195,33,52,Low
104,6109,36,61,Low
65,4786,30,56,Low
30,7771,38,89,High
160,4326,14,95,Low
101,6333,6,59,Low
76,3898,7,97,Low
37,272,9,84,High
121,4740,5,57,High
121,6772,24,50,High
109,4529,38,78,High
15,1549,39,95,High
90,2983,14,99,Low
170,6519,25,91,High
180,6687,32,80,High
50,4038,7,60,Low
145,2916,9,96,Low
78,2145,18,89,High
84,2877,24,96,Low
4,2587,19,71,Low
53,3456,13,95,Low
122,128,24,57,Low
68,4284,17,50,High
40,4866,25,93,High
187,7790,16,76,Low
68,5994,16,67,Low
34,940,30,93,High
124,2760,20,66,High
114,3701,23,59,Low
35,4675,35,86,Low
25,3589,24,75,High
138,779,20,59,High
199,6230,17,65,Low
46,384,10,90,High
123,3628,18,77,High
57,2355,38,93,High
65,2262,33,50,High
98,7267,22,62,Low
132,4251,6,84,Low
142,6845,23,70,Low
173,6088,38,63,High
192,7407,27,94,High
58,2043,33,72,High
80,5022,27,83,Low
193,911,34,57,Low
168,7636,31,75,Low
27,7987,15,91,Low
49,6364,5,63,Low
52,3355,23,88,High
106,3794,32,80,High
88,3283,31,71,Low
100,1810,26,68,Low
79,467,11,83,Low
35,630,18,81,High
86,4917,33,72,Low
83,2967,16,94,Low
44,7131,12,56,Low
126,7671,32,66,High
108,1442,17,97,High
126,1573,36,68,High
15,7183,8,94,Low
183,3176,33,79,High
94,2460,15,94,High
64,5836,17,66,Low
98,7375,7,51,Low
25,4859,10,96,High
135,3969,23,50,High
88,6064,6,86,High
189,3209,19,99,Low
39,5379,20,56,High
188,2514,28,73,High
135,6640,12,95,High
47,2896,38,65,Low
69,4618,33,76,High
91,3082,27,73,High
165,1056,19,91,Low
39,1780,35,64,Low
50,5138,8,58,Low
24,4957,38,93,Low
22,5684,29,68,Low
4,7067,27,76,Low
14,6858,35,91,Low
15,3316,9,51,Low
183,2840,25,78,Low
117,606,34,61,Low
55,5048,31,51,High
41,5612,25,67,Low
122,5693,11,91,Low
72,6538,23,85,High
122,2807,21,55,High
42,3983,38,94,High
160,7139,10,65,High
51,7785,15,55,Low
80,1417,23,86,High
117,4419,25,93,High
116,510,14,52,High
3,6847,35,71,Low
26,7959,30,51,Low
162,6494,29,86,Low
46,2453,15,63,High
68,5401,13,84,High
89,5358,9,98,High
173,4020,34,56,Low
2,7554,16,70,Low
193,5957,7,81,High
101,393,15,96,High
39,3728,16,83,Low
44,785,26,96,High
65,2421,9,61,High
58,5592,21,65,Low
22,911,21,66,Low
187,6803,29,78,High
151,4265,17,99,Low
92,5011,28,60,Low
97,6908,32,74,High
121,955,37,81,High
133,1071,13,82,Low
118,2999,10,69,Low
43,4709,35,57,Low
72,3054,26,87,Low
56,2800,27,55,High
116,3527,28,61,High
122,756,36,73,Low
130,1503,9,58,High
27,5604,9,59,Low
181,6449,30,98,High
46,6141,37,96,Low
189,3808,35,61,Low
19,1028,19,97,Low
167,4030,21,94,Low
26,6683,13,72,High
142,717,6,95,High
166,7118,27,81,High
175,1438,12,81,Low
142,7616,24,61,High
162,304,26,59,Low
196,3045,21,96,Low
175,3294,37,85,Low
114,5381,12,51,High
111,7694,19,91,High
27,4692,24,97,High
76,1312,30,98,High
86,4509,23,63,Low
151,4701,22,57,High
25,4672,38,64,Low
40,1301,31,77,Low
26,2134,31,98,Low
79,4353,34,66,Low
64,3209,13,92,High
5,6573,24,79,Low
45,4495,28,96,High
77,7892,35,92,Low
156,1239,9,84,High
17,397,28,69,Low
141,759,25,66,High
63,1875,13,53,Low
119,6900,35,59,High
123,2048,27,55,High
89,3863,28,51,High
55,5536,24,52,Low
66,2281,7,75,High
88,6844,21,92,High
151,5585,7,85,Low
1,2468,24,96,Low
90,1130,16,75,Low
88,2221,37,64,Low
64,3724,35,69,Low
132,7959,21,94,High
38,5269,31,82,Low
135,5723,19,60,Low
74,1191,7,72,High
45,4907,30,57,High
167,1057,25,84,Low
180,462,26,72,Low
104,3923,28,70,Low
190,5820,6,57,Low
58,3577,32,88,Low
49,3823,23,97,Low
158,7964,9,80,High
156,4792,39,72,Low
131,7153,5,58,High
28,4306,10,58,High
111,6113,21,80,Low
174,984,13,86,Low
34,6059,14,67,Low
197,3184,29,85,Low
11,4565,30,90,Low
176,6620,17,59,Low
161,5178,17,59,High
168,4328,31,81,High
161,2529,10,66,Low
14,3733,19,87,Low
122,3639,11,80,Low
46,3887,37,90,Low
119,226,14,80,High
141,4567,18,64,Low
61,7142,16,86,High
181,188,7,51,Low
66,4879,25,66,High
173,2832,29,79,Low
125,4530,10,62,Low
3,5859,12,73,Low
56,1241,15,69,Low
176,4356,21,83,Low
83,7862,25,61,Low
33,6290,27,77,High
136,3063,37,98,Low
1,4580,31,89,Low
131,7500,37,56,High
43,7759,15,81,Low
179,2766,28,70,Low
32,4506,23,52,Low
5,3175,36,75,Low
125,4230,30,67,Low
15,4442,14,66,Low
144,6891,27,79,High
139,1298,37,85,High
174,2031,26,80,Low
95,3373,39,55,High
24,3509,31,66,Low
151,5404,26,80,Low
9,5547,36,79,Low
65,355,33,71,Low
78,7299,19,76,High
162,1506,20,93,Low
129,3264,20,77,Low
66,173,38,89,High
57,4984,6,61,Low
74,2119,30,58,High
98,1482,15,96,High
61,2839,27,78,High
34,4268,35,54,Low
180,3040,28,91,Low
60,3490,8,98,High
111,4617,9,57,Low
118,7983,32,73,Low
36,6843,13,78,Low
74,1372,18,90,Low
181,3056,33,59,Low
141,6302,20,81,High
143,6152,20,80,Low
190,1093,20,88,High
149,2780,22,63,Low
77,1586,28,78,High
185,7621,38,93,Low
2,7573,30,91,Low
157,6876,14,57,High
47,6133,30,76,High
159,2988,24,58,Low
58,2501,32,58,High
156,2784,36,81,High
88,2400,34,61,High
188,4477,24,61,Low
39,4307,26,86,Low
109,6560,27,80,High
199,7551,20,72,Low
7,7208,20,81,Low
140,4425,23,86,Low
102,338,10,52,Low
83,3761,35,99,Low
113,4740,27,52,High
61,3919,34,71,High
142,3886,9,79,Low
131,7367,27,69,High
21,2436,8,52,Low
80,6792,21,73,High
126,2883,18,72,Low
154,6742,33,52,Low
146,717,38,91,High
126,4885,39,51,Low
23,544,30,93,Low
144,4120,23,73,Low
194,1634,14,80,Low
166,6825,28,72,Low
105,7805,8,88,Low
180,2600,35,50,High
13,7248,26,69,High
51,836,16,62,High
196,4666,39,84,Low
148,1419,6,67,Low
176,7191,38,91,Low
65,6018,28,79,Low
81,1510,19,95,Low
34,2715,15,70,Low
22,3135,38,58,High
128,1640,30,59,Low
197,2530,39,86,Low
185,4097,26,66,High
159,7640,14,94,Low
163,5687,36,54,Low
30,4339,24,64,High
174,4405,19,88,Low
59,2010,38,66,Low
197,6476,35,72,High
53,1647,12,96,High
101,5836,19,91,High
49,5135,22,76,High
121,3112,12,96,Low
88,1528,10,91,Low
133,4685,29,72,Low
170,976,24,53,Low
50,5973,31,93,Low
192,4438,38,58,Low
129,4938,22,59,High
59,6197,32,61,Low
159,1136,33,54,Low
171,3829,15,62,Low
16,3152,27,96,Low
101,2311,15,62,Low
141,7327,16,62,High
189,6458,13,73,High
36,1225,32,52,High
42,4209,27,51,High
20,3874,20,51,High
177,3091,34,88,High
12,6669,28,79,Low
58,2744,18,82,High
107,1146,13,61,High
112,1258,33,73,Low
70,6402,12,76,High
136,4264,26,57,High
131,4469,30,67,Low
104,754,11,73,Low
168,4525,33,90,High
94,2776,38,51,High
73,145,19,88,High
84,3122,12,60,Low
9,7304,34,60,High
101,6902,12,61,Low
87,4045,30,51,Low
134,6170,19,72,Low
39,6059,39,91,High
129,1509,10,80,High
20,6021,30,88,Low
14,1826,30,69,High
62,7890,34,91,High
180,4661,13,65,High
184,4631,14,67,High
148,661,23,87,Low
76,6664,35,66,Low
107,5050,32,70,High
30,7695,16,52,Low
63,5258,32,54,Low
186,5719,8,65,Low
27,592,39,75,Low
163,4776,12,68,Low
2,1410,23,68,Low
35,7252,34,85,Low
160,6845,23,62,High
54,7328,38,62,Low
30,7691,23,95,High
160,2382,28,77,Low
100,3923,30,88,High
93,4575,7,76,Low
130,3028,7,84,High
187,3343,21,61,Low
161,4579,39,66,Low
140,2999,30,90,Low
9,5316,20,65,Low
191,6133,7,59,Low
176,1696,11,62,Low
156,606,23,76,Low
165,5249,25,94,High
158,6451,38,52,Low
16,4417,18,93,Low
64,1241,36,53,Low
94,3277,9,79,Low
57,1519,28,61,Low
146,1373,26,90,Low
57,4157,18,91,High
131,6427,26,91,Low
123,7898,17,76,Low
9,2481,24,52,Low
186,2982,33,55,High
6,5118,37,82,High
150,5759,22,62,Low
180,4261,5,94,Low
62,7314,13,90,Low
86,5055,34,99,Low
197,4823,30,74,Low
28,294,28,94,Low
124,4840,14,79,Low
138,7280,28,97,High
45,2074,14,74,Low
120,3444,28,52,High
138,4833,13,82,High
47,7227,23,87,Low
72,634,18,92,Low
59,6077,27,58,Low
101,1146,12,62,High
57,2942,6,59,High
181,6844,24,66,Low
123,3140,21,96,Low
12,424,18,75,Low
50,528,30,62,Low
122,1747,38,75,High
10,700,11,58,Low
6,6067,28,89,Low
190,401,15,53,Low
61,483,5,83,Low
115,2122,24,88,Low
12,672,39,99,Low
88,1610,8,67,Low
67,5158,5,61,High
198,6826,14,94,Low
175,3019,25,85,High
116,4473,24,86,High
14,1089,6,99,Low
169,2216,36,92,High
82,7335,23,50,Low
187,4095,8,99,Low
3,2156,35,87,High
158,1796,21,86,High
51,7430,29,71,Low
112,4400,15,78,High
164,5211,8,76,Low
68,6847,11,64,Low
191,3319,12,91,Low
42,5430,5,98,High
90,3115,30,93,High
38,3913,22,52,Low
100,6723,39,97,High
97,3191,28,79,Low
90,4791,34,74,High
33,2297,15,53,Low
38,2777,32,59,Low
53,5442,12,65,Low
125,6303,36,69,High
157,4575,23,50,Low
156,6680,34,74,Low
93,4953,37,51,Low
121,7888,15,71,High
72,1542,28,84,High
45,2667,33,73,Low
194,3436,9,68,High
21,4870,37,60,High
146,4777,39,84,High
99,7155,24,81,High
138,3449,5,97,High
175,3004,10,77,High
71,1450,11,93,High
21,653,16,69,High
53,1039,11,95,Low
58,7129,14,90,High
50,908,20,87,Low
178,5533,38,62,High
148,3114,38,78,High
77,4886,10,88,Low
25,2528,32,55,Low
142,6967,24,70,High
118,7585,9,85,Low
186,2529,28,54,High
76,6522,24,63,Low
152,4188,26,76,Low
12,3517,6,69,High
9,6905,32,82,Low
52,7641,18,50,Low
133,4109,14,78,Low
135,278,9,61,Low
87,4071,9,99,High
150,6926,33,93,High
1,6771,35,58,High
53,3059,21,57,High
17,4327,19,87,Low
52,1573,19,99,High
125,5368,11,92,Low
198,653,11,90,High
79,3101,7,71,Low
162,2975,13,99,Low
166,2760,17,69,Low
49,3114,26,67,High
111,949,24,56,High
70,7604,31,65,Low
26,4700,17,58,Low
41,326,36,62,Low
141,768,37,69,High
18,6786,24,76,High
152,126,28,56,Low
178,6197,28,96,High
97,1102,19,88,Low
36,5674,21,74,Low
129,1556,11,57,Low
170,7328,13,76,High
161,1343,6,52,Low
170,6561,32,95,High
47,6292,17,97,Low
106,7568,37,78,Low
64,2100,6,74,Low
77,2477,21,75,High
184,6887,9,64,High
106,3042,26,77,Low
157,2092,28,58,Low
199,7343,27,91,High
33,1951,27,76,Low
147,3508,32,95,High
193,7996,29,71,Low
144,958,39,65,Low
109,7004,31,56,High
30,5488,9,58,High
82,2380,13,58,High
194,3421,8,95,Low
64,5081,29,99,Low
176,6585,10,77,High
110,7401,5,74,High
144,6084,28,78,High
6,2062,28,88,Low
39,1676,30,65,Low
78,2953,22,90,High
147,2250,13,54,Low
54,2122,30,69,High
94,2425,27,64,High
11,3989,16,77,Low
115,1421,20,83,Low
118,3869,22,71,Low
48,3114,30,99,High
119,5805,8,71,Low
85,2482,30,84,High
143,5800,6,57,High
188,1268,12,66,Low
44,6420,29,68,Low
165,5508,10,91,Low
16,2848,14,81,Low
168,3909,20,66,High
160,192,37,90,High
156,6197,39,86,Low
105,6637,13,99,Low
95,5261,35,91,Low
163,1166,24,79,Low
85,4368,16,53,Low
136,1237,16,90,Low
192,2595,28,66,High
182,5467,25,53,Low
119,7189,15,59,Low
193,6178,24,55,Low
22,2236,23,70,Low
44,4565,12,70,High
10,441,6,83,Low
43,4157,37,77,High
151,7041,37,85,High
186,5580,29,85,Low
59,493,26,79,High
157,2809,19,77,Low
106,5010,25,54,High
86,5352,28,70,High
170,7490,23,79,Low
128,721,29,76,Low
126,1823,31,82,High
103,4422,38,61,Low
28,2450,27,76,Low
180,4155,6,80,Low
158,2250,35,53,High
155,5724,14,79,Low
76,2582,27,75,High
193,3367,12,80,High
54,7301,10,72,Low
98,3383,31,78,Low
178,532,19,62,Low
61,7216,14,89,Low
170,3435,5,72,High
9,4059,9,62,Low
67,3938,12,69,Low
111,3407,15,54,High
89,3951,13,75,High
28,1033,6,74,High
158,1765,34,53,Low
175,345,13,85,High
151,2284,38,87,High
57,4535,32,67,High
177,3119,8,54,High
72,986,7,64,High
156,5416,7,56,Low
10,3535,25,66,Low
171,7386,16,99,Low
147,5376,15,63,Low
94,494,23,82,Low
138,5491,29,67,High
121,7021,26,74,High
167,1512,37,92,High
57,3564,35,53,Low
169,1256,22,66,Low
114,1095,30,57,High
69,3208,18,88,Low
165,7838,6,58,Low
42,3181,15,57,Low
132,4516,9,86,High
71,2990,21,85,High
87,5945,26,98,Low
32,5430,9,81,Low
198,4505,38,55,Low
86,213,27,76,Low
121,922,9,98,High
42,6440,23,67,Low
173,1892,18,98,Low
5,5566,28,92,Low
181,4065,22,76,Low
169,5026,33,84,Low
183,6340,31,86,High
82,4925,38,87,Low
66,3768,36,59,High
6,1070,13,70,High
145,6225,30,97,Low
156,5109,13,70,Low
21,4237,35,92,High
83,1721,28,56,Low
103,1048,24,92,High
2,5832,8,64,High
50,7320,36,72,Low
170,5897,24,76,High
111,7180,27,53,Low
35,1320,32,91,Low
4,6207,37,70,Low
1,2332,25,88,Low
60,2737,17,69,Low
180,3645,25,57,Low
69,5377,10,71,Low
183,386,32,78,Low
83,3996,15,75,High
147,6386,13,73,High
28,1575,37,56,Low
5,3306,38,82,High
58,6000,16,97,Low
91,3014,7,98,High
184,2718,11,70,High
179,7502,18,87,Low
22,7554,23,72,Low
119,6570,34,69,High
97,7135,37,60,Low
7,5984,6,68,Low
93,992,35,83,Low
31,3160,24,81,Low
181,2194,6,80,Low
168,4636,35,53,Low
67,3297,22,91,High
140,687,17,56,Low
31,2383,6,69,High
62,2031,32,85,High
76,4524,35,64,Low
70,1336,35,58,Low
92,985,17,95,High
102,7962,38,82,High
104,4742,18,59,Low
172,1403,17,67,High
129,3978,14,85,High
111,7965,12,59,Low
192,5901,22,79,High
54,6942,6,75,Low
73,7542,15,64,Low
162,6870,21,61,Low
80,390,5,71,High
145,3581,33,53,High
42,1973,37,84,High
151,4256,21,76,Low
83,5463,27,70,Low
90,282,29,85,Low
11,2015,27,97,High
170,3502,31,86,High
111,6334,36,65,Low
153,5202,36,84,Low
144,4699,25,77,Low
26,1034,33,55,Low
91,1330,19,92,High
155,4668,26,90,Low
69,801,23,53,Low
82,7344,11,69,Low
171,7716,25,76,Low
180,7518,31,72,Low
124,2089,25,79,High
151,4344,32,62,Low
110,7645,21,74,High
17,503,29,99,High
34,4607,29,70,Low
107,4677,36,89,Low
153,3955,39,70,Low
151,153,35,75,Low
173,5060,26,76,Low
42,522,11,73,High
118,7612,9,63,Low
192,7640,33,80,High
34,1066,23,60,Low
16,2707,25,95,High
49,2984,33,95,Low
137,585,13,75,Low
5,4728,33,85,Low
86,4599,39,68,High
187,4276,12,59,High
55,3122,9,60,High
77,795,39,54,High
127,1039,12,95,Low
150,7479,15,80,Low
3,3549,10,90,High
96,6119,29,70,Low
53,4883,26,92,High
107,4555,35,78,High
49,482,39,87,Low
52,773,19,71,High
86,4931,13,76,Low
31,1664,9,78,High
143,3936,5,56,Low
14,4513,19,77,Low
35,6292,35,72,Low
169,3623,16,87,High
61,2102,33,69,High
116,2256,7,64,High
135,844,33,98,Low
106,890,15,94,Low
21,1408,30,59,Low
139,393,33,94,High
72,6605,15,58,Low
42,2941,31,72,High
15,2609,11,81,High
83,6431,13,86,Low
83,2706,11,67,High
179,813,33,65,High
64,3142,11,80,High
191,5994,6,65,Low
95,6295,23,98,High
96,4756,30,57,High
113,7484,13,66,High
138,7916,5,65,High
8,4011,33,65,Low
143,5171,14,90,Low
118,4784,16,78,Low
69,1315,14,57,Low
16,4293,7,76,High
61,6237,34,54,Low
112,5860,5,62,Low
27,6969,21,87,High
194,6516,20,90,Low
147,7859,18,91,Low
136,6826,36,58,Low
190,4438,9,87,High
139,7433,32,56,High
68,5783,29,87,Low
12,7175,36,87,Low
73,545,15,73,Low
30,5197,9,98,Low
138,2284,21,50,High
120,2658,12,69,High
14,5954,34,54,Low
