customer_id,monthly_revenue,customer_lifespan_months,customer_lifetime_value,segment
18695,9199,8,73592,High Value
16938,7318,7,51226,Mid Value
6770,4880,50,244000,Low Value
15946,5859,38,222642,Mid Value
643,9700,10,97000,Low Value
22233,2244,58,130152,High Value
1559,9794,44,430936,Mid Value
20723,6537,43,281091,Low Value
22043,9248,41,379168,High Value
29425,5169,10,51690,Low Value
25003,3377,40,135080,Low Value
25902,5686,51,289986,High Value
27015,8374,24,200976,High Value
15389,3944,51,201144,High Value
24210,5337,36,192132,Low Value
7609,870,34,29580,Low Value
16278,7806,59,460554,Low Value
28832,8941,3,26823,High Value
2385,2205,58,127890,Mid Value
22251,7463,53,395539,Low Value
15232,2831,42,118902,Mid Value
27781,4006,26,104156,Low Value
10295,9856,43,423808,High Value
27074,2378,45,107010,High Value
12085,920,28,25760,High Value
28541,7643,23,175789,Low Value
18640,8200,7,57400,Low Value
8761,1363,24,32712,Low Value
26018,6820,53,361460,Mid Value
20968,6053,43,260279,Low Value
28954,1444,15,21660,Low Value
14750,7692,21,161532,Mid Value
28625,546,21,11466,High Value
18932,9467,21,198807,Low Value
10500,8218,46,378028,Low Value
12083,6929,5,34645,High Value
667,4002,4,16008,Mid Value
25748,9407,30,282210,High Value
22413,5344,56,299264,Mid Value
14601,4832,36,173952,High Value
965,4711,6,28266,High Value
1143,5782,58,335356,Low Value
15456,3544,7,24808,Mid Value
20439,2027,7,14189,Mid Value
19616,1743,29,50547,High Value
5437,1786,17,30362,Mid Value
3720,4746,23,109158,Low Value
23287,4626,56,259056,Mid Value
7695,621,38,23598,High Value
6112,6693,44,294492,Low Value
8667,4747,34,161398,High Value
24461,7704,28,215712,Low Value
2707,303,40,12120,Mid Value
28696,2013,23,46299,Low Value
29839,2523,47,118581,Low Value
13603,4002,41,164082,Low Value
18857,9369,53,496557,Mid Value
8419,9058,52,471016,High Value
25133,209,48,10032,Low Value
323,9136,1,9136,Mid Value
3610,6208,15,93120,Low Value
15001,8286,30,248580,High Value
5059,4740,11,52140,High Value
18197,5383,32,172256,Low Value
17516,6998,27,188946,Mid Value
21307,6115,38,232370,Mid Value
23024,6683,6,40098,Low Value
26919,3603,32,115296,Low Value
15283,8555,26,222430,Mid Value
18841,4063,59,239717,Low Value
20704,6698,47,314806,Mid Value
28489,6475,18,116550,High Value
7728,5662,40,226480,High Value
22504,2789,39,108771,Low Value
18509,2117,40,84680,Mid Value
19571,5605,21,117705,High Value
28625,3748,50,187400,Low Value
29858,7264,18,130752,Low Value
6203,8761,8,70088,Mid Value
26856,4531,1,4531,Low Value
8504,1177,34,40018,Low Value
8279,9886,32,316352,Mid Value
15758,9594,37,354978,High Value
28255,3270,52,170040,Low Value
876,8297,8,66376,Low Value
13648,883,54,47682,Mid Value
487,4813,48,231024,High Value
26015,2440,38,92720,High Value
16492,7277,55,400235,Mid Value
9982,2746,36,98856,High Value
18735,9175,16,146800,Low Value
11174,2130,47,100110,Mid Value
4223,7891,29,228839,High Value
19797,8788,12,105456,High Value
27416,4998,27,134946,Low Value
14800,2162,40,86480,Low Value
26917,9803,44,431332,High Value
23349,4106,20,82120,Mid Value
15427,6224,28,174272,Low Value
10042,7455,19,141645,High Value
11439,1682,48,80736,High Value
15612,1508,20,30160,Low Value
542,4709,33,155397,Low Value
8098,200,19,3800,Mid Value
12252,5111,28,143108,Low Value
17484,4444,13,57772,Low Value
19438,4640,25,116000,Low Value
15553,9226,57,525882,High Value
7431,2265,31,70215,Low Value
27990,6309,25,157725,Mid Value
28217,6995,11,76945,Low Value
23810,3693,30,110790,Mid Value
24139,8268,33,272844,Mid Value
26696,3771,16,60336,Low Value
4964,5645,7,39515,Mid Value
2975,923,15,13845,Low Value
13150,1509,38,57342,Mid Value
26676,3249,52,168948,Low Value
5311,7003,11,77033,High Value
10070,5945,13,77285,Low Value
2875,3562,30,106860,High Value
24766,3640,28,101920,Mid Value
29846,6372,57,363204,Low Value
10592,4657,35,162995,Low Value
21762,6209,23,142807,Low Value
9967,2330,45,104850,High Value
8211,3839,12,46068,High Value
27880,9831,17,167127,Low Value
21024,5253,25,131325,Mid Value
14224,2791,29,80939,Low Value
3565,754,2,1508,Mid Value
20801,2244,33,74052,Low Value
4897,3973,37,147001,High Value
16944,5662,43,243466,Low Value
21244,7555,40,302200,Low Value
684,1079,39,42081,Low Value
18508,4518,19,85842,Low Value
15262,2979,59,175761,Mid Value
15118,2554,30,76620,Low Value
3671,252,35,8820,High Value
2636,1866,39,72774,High Value
1559,7894,59,465746,Low Value
20951,6664,56,373184,Low Value
9344,1392,32,44544,Low Value
4208,623,7,4361,Low Value
19329,581,39,22659,Mid Value
596,9243,1,9243,Low Value
11588,2170,57,123690,Low Value
29904,9802,59,578318,High Value
17402,9609,23,221007,Mid Value
24969,4256,9,38304,Mid Value
13602,2801,43,120443,Mid Value
19240,1943,31,60233,Mid Value
21065,1458,31,45198,Mid Value
1320,7244,49,354956,Mid Value
20679,9298,17,158066,High Value
646,3705,50,185250,High Value
17744,3786,28,106008,Mid Value
4418,3658,16,58528,Low Value
14185,3313,58,192154,High Value
16269,3328,26,86528,Low Value
1006,8257,43,355051,High Value
21922,3604,55,198220,Low Value
24958,6430,8,51440,Low Value
27204,6804,36,244944,High Value
3032,897,42,37674,Mid Value
7581,6774,4,27096,Low Value
9205,8082,31,250542,Low Value
2571,1771,7,12397,Mid Value
26370,6966,35,243810,Mid Value
24933,5792,15,86880,Low Value
27800,7781,41,319021,Mid Value
21958,9492,42,398664,High Value
14289,5334,19,101346,Low Value
9426,1847,26,48022,Low Value
23403,6438,32,206016,Low Value
28765,205,9,1845,High Value
20669,2004,20,40080,Mid Value
5110,7948,32,254336,Low Value
14938,1373,14,19222,Mid Value
5930,1014,36,36504,High Value
28936,7448,25,186200,High Value
24885,5387,3,16161,High Value
11333,3963,52,206076,Low Value
215,6201,17,105417,Mid Value
26103,885,21,18585,Low Value
23874,2969,48,142512,High Value
6938,9758,17,165886,Low Value
13368,3227,17,54859,Low Value
1272,9231,29,267699,Mid Value
27527,6414,20,128280,Mid Value
1842,221,34,7514,Low Value
15016,2808,28,78624,High Value
8487,555,41,22755,High Value
1714,7478,2,14956,High Value
27490,2624,51,133824,Mid Value
19318,5747,45,258615,High Value
5738,4429,6,26574,Mid Value
3341,4096,13,53248,High Value
19967,5528,16,88448,Mid Value
15378,4309,13,56017,Mid Value
22947,8877,21,186417,Mid Value
6003,6886,51,351186,Mid Value
14128,6694,40,267760,Mid Value
14661,1968,14,27552,Mid Value
15257,9760,24,234240,High Value
14838,4759,15,71385,Low Value
23739,8068,35,282380,High Value
21413,2897,27,78219,High Value
81,5120,16,81920,Mid Value
18882,2936,55,161480,Mid Value
28799,479,54,25866,High Value
12981,478,41,19598,High Value
5590,4471,57,254847,High Value
14137,251,59,14809,Mid Value
17458,5688,20,113760,Mid Value
1028,3571,25,89275,High Value
16852,5489,59,323851,High Value
9354,3540,3,10620,High Value
13841,6550,55,360250,Low Value
22700,2733,9,24597,Low Value
14927,4813,50,240650,High Value
23896,778,52,40456,Low Value
20913,2205,16,35280,High Value
1299,7412,46,340952,Mid Value
15465,2462,41,100942,High Value
9766,7627,17,129659,High Value
3259,7364,14,103096,High Value
7541,1913,45,86085,High Value
3227,4597,23,105731,Low Value
17464,2805,37,103785,Mid Value
1520,5185,53,274805,High Value
26273,2082,20,41640,High Value
12485,9379,35,328265,High Value
16434,9683,7,67781,Mid Value
15330,5413,32,173216,High Value
5951,6852,5,34260,Mid Value
5621,639,12,7668,Mid Value
9375,4826,57,275082,Low Value
12730,9400,42,394800,Mid Value
17140,8944,39,348816,Low Value
17788,2474,50,123700,Mid Value
6267,1999,31,61969,Low Value
17654,3650,51,186150,Mid Value
10450,2264,45,101880,Mid Value
434,6630,33,218790,Mid Value
8533,1746,41,71586,Low Value
21764,1425,26,37050,Low Value
5580,9405,46,432630,Low Value
6993,6501,53,344553,High Value
23965,267,9,2403,Low Value
13456,4420,23,101660,High Value
22570,2441,34,82994,Low Value
29306,1154,57,65778,Mid Value
17159,1216,14,17024,Low Value
29972,9936,8,79488,Low Value
20012,2464,30,73920,High Value
19209,5096,20,101920,Mid Value
12338,3275,33,108075,Mid Value
19332,2927,30,87810,Mid Value
28493,6584,27,177768,Low Value
4989,4801,52,249652,High Value
8231,2882,52,149864,Low Value
28885,7919,2,15838,Mid Value
3595,8301,45,373545,High Value
6753,7496,51,382296,Low Value
26423,3075,2,6150,High Value
16210,410,36,14760,High Value
19733,5391,22,118602,Mid Value
11755,1883,5,9415,Mid Value
14714,9772,16,156352,Mid Value
4001,3058,18,55044,Mid Value
26772,5457,20,109140,Mid Value
14185,7430,11,81730,Low Value
20959,2719,23,62537,High Value
24045,4863,44,213972,Mid Value
25091,9853,10,98530,Mid Value
10332,7438,21,156198,High Value
16848,7024,51,358224,Mid Value
23872,782,52,40664,Low Value
19668,6091,34,207094,Mid Value
26284,2662,17,45254,Low Value
18687,7680,46,353280,Low Value
4497,5588,11,61468,Mid Value
29487,7687,28,215236,High Value
24624,4784,23,110032,Low Value
825,1001,23,23023,Low Value
23920,6201,22,136422,Mid Value
3740,5945,27,160515,High Value
10055,3437,26,89362,Mid Value
28476,6217,45,279765,Mid Value
3655,8420,16,134720,High Value
20312,345,31,10695,Mid Value
13612,3690,2,7380,Low Value
19232,2092,59,123428,Mid Value
4994,9584,18,172512,High Value
23646,1538,35,53830,High Value
25127,7719,27,208413,Low Value
29360,5000,8,40000,Mid Value
25640,8984,34,305456,High Value
2812,2694,15,40410,Low Value
25186,7976,18,143568,Mid Value
2552,5813,11,63943,Mid Value
22454,2925,44,128700,Mid Value
9833,2730,30,81900,Low Value
10856,2475,47,116325,High Value
15318,9479,10,94790,Mid Value
25750,7539,22,165858,High Value
14168,8751,21,183771,High Value
3013,6100,14,85400,Mid Value
21669,9233,26,240058,Mid Value
1468,8499,53,450447,Low Value
3123,6518,52,338936,High Value
26822,546,30,16380,Mid Value
22025,1162,49,56938,Mid Value
27563,3037,20,60740,Mid Value
13925,6943,11,76373,Mid Value
15800,5859,2,11718,High Value
19383,487,34,16558,High Value
13890,8303,13,107939,Mid Value
3063,3895,46,179170,Mid Value
7357,6525,48,313200,Mid Value
3879,4957,8,39656,Mid Value
19665,8510,37,314870,Low Value
8182,7829,51,399279,High Value
514,609,16,9744,Mid Value
8900,3245,48,155760,Mid Value
25531,6914,25,172850,Low Value
29256,2417,55,132935,Mid Value
12957,8218,9,73962,Low Value
27348,5600,47,263200,High Value
8703,999,29,28971,Mid Value
6230,4265,33,140745,High Value
19774,4050,50,202500,Mid Value
2764,2606,33,85998,Low Value
29700,3533,29,102457,Mid Value
22411,6432,34,218688,Low Value
28212,9917,59,585103,Mid Value
10252,9675,39,377325,High Value
8224,5979,3,17937,Low Value
13005,2088,13,27144,Low Value
19070,2874,14,40236,Low Value
22724,5040,49,246960,Mid Value
13995,4675,22,102850,High Value
11539,6288,52,326976,Mid Value
27756,461,59,27199,Low Value
3465,1078,47,50666,Mid Value
29576,3390,54,183060,Low Value
7411,9124,22,200728,Low Value
14443,1378,54,74412,Mid Value
22405,6908,58,400664,High Value
423,8027,17,136459,Low Value
1607,8674,16,138784,Low Value
26225,6493,44,285692,Mid Value
4198,1834,17,31178,Mid Value
17416,7708,58,447064,High Value
8866,8208,35,287280,Low Value
13211,4223,59,249157,Mid Value
28027,1460,27,39420,High Value
15902,8278,23,190394,Low Value
5945,3727,14,52178,Low Value
18473,4470,26,116220,High Value
18017,9009,27,243243,High Value
11508,9244,51,471444,Mid Value
10478,1326,18,23868,Mid Value
17473,7632,9,68688,Mid Value
19046,4668,32,149376,Mid Value
4182,7588,58,440104,Mid Value
16202,8152,14,114128,Low Value
1026,8041,34,273394,Mid Value
18417,2200,18,39600,High Value
5365,4214,26,109564,High Value
28046,4232,19,80408,Mid Value
10854,660,53,34980,Mid Value
5139,6009,25,150225,Low Value
25601,2008,20,40160,High Value
20713,9768,50,488400,Mid Value
24150,3974,6,23844,High Value
10540,8939,55,491645,Mid Value
26599,8719,46,401074,Low Value
26136,4532,3,13596,Mid Value
4288,5097,18,91746,Low Value
18393,3742,42,157164,Mid Value
13065,2498,43,107414,Low Value
27900,9690,11,106590,High Value
20774,6996,43,300828,Low Value
23951,1690,2,3380,High Value
12367,6760,24,162240,High Value
21435,3675,56,205800,Low Value
3931,9085,44,399740,High Value
20363,6806,3,20418,Mid Value
25987,6038,42,253596,Mid Value
13620,4721,25,118025,High Value
2149,7939,5,39695,Low Value
16979,9532,56,533792,High Value
14019,2380,44,104720,Mid Value
6559,6879,40,275160,High Value
18242,5401,17,91817,Low Value
12975,6005,33,198165,Low Value
18266,2987,45,134415,Mid Value
10955,2047,12,24564,Mid Value
8261,5205,2,10410,High Value
3393,2359,7,16513,Low Value
1683,6992,25,174800,Mid Value
27018,8771,53,464863,High Value
1351,8124,55,446820,Low Value
19944,7384,52,383968,Low Value
7315,7580,4,30320,Mid Value
17196,4656,19,88464,Low Value
20986,4351,30,130530,Mid Value
26488,7429,52,386308,Low Value
6416,3949,59,232991,High Value
20853,8154,41,334314,Low Value
19943,3760,6,22560,Mid Value
5293,2121,44,93324,Mid Value
16149,4285,51,218535,Mid Value
16116,3999,5,19995,High Value
245,6265,40,250600,High Value
13304,770,4,3080,Low Value
13877,3602,27,97254,Mid Value
18599,5579,10,55790,Mid Value
27486,347,22,7634,Mid Value
16965,6950,3,20850,Low Value
20192,3627,15,54405,Low Value
27179,1020,41,41820,Low Value
13979,6384,21,134064,Mid Value
26104,863,48,41424,High Value
18445,5987,35,209545,Mid Value
29032,7271,57,414447,High Value
26779,5426,29,157354,High Value
19798,2558,5,12790,High Value
16123,2283,44,100452,High Value
8157,8365,28,234220,High Value
22518,7731,3,23193,Mid Value
7288,6802,28,190456,High Value
7271,3828,35,133980,High Value
21033,1204,18,21672,Low Value
12551,3355,57,191235,High Value
18611,4696,46,216016,Low Value
5371,3809,53,201877,High Value
17217,6884,2,13768,Low Value
681,5665,28,158620,Mid Value
17345,5404,28,151312,High Value
23620,3143,28,88004,High Value
20865,2415,27,65205,Low Value
8406,4644,11,51084,Mid Value
11937,4597,47,216059,Mid Value
12492,5866,39,228774,Mid Value
19690,5378,8,43024,Low Value
14798,5137,47,241439,Low Value
27094,1322,2,2644,Low Value
17987,3003,27,81081,Mid Value
26221,5073,25,126825,High Value
19439,5023,51,256173,Low Value
20810,2821,30,84630,High Value
18665,526,31,16306,High Value
18952,6941,1,6941,Mid Value
86,9839,58,570662,Low Value
9372,5552,30,166560,Low Value
7077,8663,59,511117,Low Value
6981,1596,8,12768,Low Value
21752,7071,25,176775,Mid Value
23930,5403,1,5403,Low Value
26226,9827,12,117924,Mid Value
13892,8209,11,90299,Mid Value
17083,9054,23,208242,Mid Value
5240,3873,5,19365,Mid Value
7386,8023,22,176506,Mid Value
10986,1916,32,61312,High Value
22611,2986,32,95552,Low Value
2209,7147,27,192969,Mid Value
20291,4596,18,82728,Low Value
8243,6175,26,160550,Mid Value
26575,2054,52,106808,Mid Value
27337,2716,17,46172,Mid Value
1889,6530,24,156720,High Value
1657,468,31,14508,Low Value
16080,1706,8,13648,Mid Value
15453,2943,23,67689,Mid Value
27539,6402,57,364914,Low Value
8165,2635,11,28985,Low Value
15748,3853,28,107884,Low Value
26665,9291,53,492423,High Value
9385,1025,23,23575,Low Value
12309,2235,59,131865,High Value
29220,2110,29,61190,Mid Value
21807,3434,8,27472,High Value
22150,8895,2,17790,High Value
20272,9451,16,151216,High Value
22248,4586,13,59618,High Value
5591,6580,46,302680,Mid Value
19080,8354,35,292390,Mid Value
5239,3184,37,117808,High Value
18592,4228,17,71876,Mid Value
1702,1686,8,13488,High Value
12050,8999,3,26997,Low Value
17955,9822,47,461634,High Value
9390,3009,58,174522,Low Value
17273,7061,9,63549,Mid Value
21092,9481,49,464569,Low Value
8540,9324,18,167832,Low Value
18097,7735,31,239785,High Value
5424,5666,32,181312,High Value
6352,7523,34,255782,Mid Value
7634,2780,52,144560,High Value
29320,6332,59,373588,Low Value
11480,4872,38,185136,Low Value
21013,8760,6,52560,Mid Value
22301,2495,14,34930,Low Value
25407,3621,2,7242,Mid Value
15740,4929,11,54219,High Value
13830,3366,48,161568,Low Value
6807,9532,42,400344,Mid Value
25279,4429,43,190447,High Value
28186,2441,38,92758,Low Value
28799,6073,41,248993,Low Value
4576,5243,16,83888,High Value
1418,1208,52,62816,Low Value
17044,9035,44,397540,Low Value
24952,8360,43,359480,Mid Value
10396,7736,20,154720,High Value
28232,9508,6,57048,High Value
22089,5856,9,52704,Low Value
17354,6483,7,45381,Mid Value
20334,4076,14,57064,Mid Value
23670,8700,51,443700,Low Value
8137,6791,58,393878,Low Value
10674,6806,22,149732,High Value
26050,7640,46,351440,Mid Value
22925,7898,32,252736,High Value
1359,6223,1,6223,Mid Value
2940,2497,13,32461,Mid Value
26758,8879,8,71032,Low Value
4917,9637,57,549309,High Value
26610,8004,41,328164,Mid Value
23829,4335,53,229755,Mid Value
20512,9139,30,274170,Mid Value
19926,2847,29,82563,Low Value
24505,8848,40,353920,High Value
13871,4692,29,136068,High Value
9687,5096,56,285376,High Value
1926,9772,3,29316,Low Value
17549,6141,41,251781,High Value
14304,8952,25,223800,High Value
8488,1694,49,83006,Mid Value
3356,7378,30,221340,High Value
3887,4074,10,40740,Low Value
1923,4357,29,126353,Low Value
29323,471,18,8478,High Value
3536,2500,18,45000,Mid Value
8569,253,47,11891,Mid Value
20062,8544,2,17088,Low Value
16115,9091,17,154547,Mid Value
15912,4361,6,26166,High Value
3169,6479,38,246202,High Value
20937,2871,43,123453,Low Value
13577,6683,58,387614,Low Value
26104,8394,50,419700,Low Value
21367,1799,2,3598,Low Value
12133,3930,50,196500,Low Value
10699,6545,1,6545,Low Value
20239,1846,9,16614,High Value
325,7215,57,411255,Mid Value
22054,5586,42,234612,Mid Value
18408,8630,44,379720,High Value
18243,3802,12,45624,High Value
12112,1189,40,47560,Mid Value
10846,1105,32,35360,Mid Value
15206,2459,19,46721,High Value
11812,6669,14,93366,Mid Value
14634,7071,6,42426,Mid Value
4129,9202,26,239252,Mid Value
16354,9148,33,301884,Low Value
26342,2813,2,5626,Low Value
5802,873,22,19206,Mid Value
9364,1872,46,86112,High Value
24332,2704,13,35152,Low Value
13425,1562,52,81224,High Value
7061,9520,14,133280,Low Value
28823,5444,1,5444,High Value
156,9860,42,414120,Low Value
1045,1964,3,5892,Low Value
7036,8284,31,256804,High Value
10075,3469,57,197733,Low Value
10561,8877,24,213048,High Value
29635,7600,21,159600,Low Value
7646,243,14,3402,Mid Value
25607,6045,45,272025,Low Value
28415,5124,57,292068,Low Value
16788,290,12,3480,Mid Value
22381,5721,46,263166,Mid Value
11614,6786,35,237510,Low Value
6121,6152,9,55368,Mid Value
13172,5945,55,326975,Low Value
1637,4551,35,159285,High Value
26207,831,42,34902,Low Value
23723,7281,56,407736,Mid Value
22847,4214,26,109564,Mid Value
2289,8039,10,80390,Low Value
21949,7877,17,133909,Low Value
5982,5904,3,17712,Low Value
16591,5261,1,5261,High Value
11203,8937,44,393228,Low Value
22741,7646,28,214088,Low Value
15703,4608,46,211968,Mid Value
17650,4373,3,13119,Mid Value
28453,9133,56,511448,High Value
