month,new_mrr,expansion_mrr,churned_mrr,net_mrr
2023-02,670124,478719,25951,639646
2025-03,676942,24360,310779,825898
2025-10,502167,266889,154993,82310
2022-02,698572,497815,355252,770096
2025-09,262995,366946,136533,311787
2021-09,274314,390361,329185,428008
2022-05,292274,110833,163834,746597
2025-05,99565,183717,311351,675815
2021-02,103303,97877,128283,337194
2021-02,740803,464361,214021,346443
2025-04,467078,310705,385673,134921
2021-01,676903,342868,363508,569193
2022-02,649557,195603,238407,644903
2024-10,614659,35441,75791,309987
2025-10,196951,194032,179903,558826
2025-10,748399,99326,305135,597185
2022-07,774459,446374,357223,708609
2023-09,273761,39525,296488,287005
2023-01,488217,372118,199235,310949
2025-09,367311,346836,351699,804308
2022-02,672055,281465,111877,479363
2024-02,239509,347950,15107,353611
2023-03,172465,480923,99341,512160
2022-06,369300,59005,107459,592012
2025-08,210628,276599,152418,254655
2023-03,232048,328433,150088,627989
2021-03,153929,444292,240934,814196
2024-08,670895,87230,65106,796771
2021-12,277758,157099,311577,77521
2021-10,635816,105368,248966,712139
2023-02,774083,75964,115259,232212
2025-01,496850,432686,340395,663842
2025-05,756696,360908,116329,297735
2025-07,723960,83851,23389,688761
2023-05,709446,460448,382195,102657
2024-05,180301,78817,342884,346002
2021-05,730864,480036,197247,525011
2022-05,217522,311160,220535,78476
2025-04,321320,42234,249356,237018
2022-03,95476,212731,265838,596988
2025-06,614145,387280,328116,687790
2021-11,289150,329466,81813,573972
2025-06,547411,356982,24303,197409
2025-12,766802,395244,57688,137647
2025-05,533278,346720,187958,237116
2022-05,97317,335539,101659,881911
2023-06,713886,293785,259692,523421
2025-09,662041,346792,356670,192854
2022-09,667999,102971,31758,233058
2021-01,778863,361360,44405,402506
2023-01,603112,48482,267942,267709
2024-07,692310,409682,343775,347730
2022-05,797179,225188,71524,429397
2023-05,699370,28513,156161,720924
2021-08,641639,254295,63362,816307
2025-10,695167,337845,356279,313279
2024-08,233687,311515,286571,610129
2025-10,734437,387863,287219,468892
2024-10,351246,170037,99225,542908
2023-06,475985,328211,352425,99837
2022-10,544109,410748,283676,412398
2025-09,646812,349566,59710,832388
2021-11,445195,465310,202678,737096
2023-12,106875,202098,136728,740129
2024-07,335988,149490,340919,152648
2023-10,291400,307945,334033,861890
2025-04,713586,222489,223705,441236
2023-06,534371,220388,106936,883357
2021-10,156921,100202,120940,837151
2021-10,748914,267806,285201,80469
2025-03,208338,353464,227973,316394
2023-08,605823,250526,320836,162127
2022-08,266907,463335,152788,742206
2021-09,673665,193523,101378,85016
2023-10,607746,104845,377575,353046
2023-04,199920,158046,26099,469458
2022-01,182646,26443,150560,438905
2021-07,440666,114203,189196,777511
2021-10,230298,422108,314289,713134
2023-10,342864,373383,89616,831978
2021-08,333668,468921,72844,190193
2021-12,203087,382943,306554,488170
2021-02,232680,158046,346214,826190
2023-06,421139,189025,245201,420553
2025-10,677775,455357,201050,850542
2024-01,669040,137727,168738,806836
2024-07,715114,120949,283758,615214
2024-10,765062,202062,308914,606059
2025-03,497277,494685,334914,729846
2024-01,358328,233821,119244,505104
2022-11,286035,450446,87550,890362
2022-09,594775,86454,23607,627578
2021-11,396464,441234,192066,331754
2025-01,99479,112356,18073,139667
2025-10,111341,370415,230771,353440
2024-07,656077,403894,175669,854116
2025-05,711685,102867,88428,757248
2025-01,615846,247507,343782,53748
2023-02,150687,394097,73378,883923
2025-03,67928,296602,79641,140460
2022-06,251689,359099,334509,381663
2021-04,506772,96368,385826,403458
2022-08,697145,288798,64450,584038
2022-08,733914,495765,342709,589120
2023-08,222614,353567,99767,56607
2021-07,354468,292427,30938,642763
2024-11,136457,289833,194261,430329
2022-01,54262,228939,99598,119826
2024-08,51345,480606,312498,819665
2024-05,551870,329396,286781,360967
2021-06,651119,336065,67819,601308
2022-09,680959,118823,123594,689711
2022-05,335047,82256,309684,589135
2023-02,153781,86070,108627,672238
2022-10,239502,168008,391250,540638
2024-07,123495,409206,185772,700598
2024-03,415543,228344,243850,443257
2022-04,507029,181652,264675,142739
2024-01,122975,206960,21843,138965
2022-03,460273,55965,106374,166540
2022-10,780012,68252,247149,146792
2023-11,597066,29566,166472,341030
2022-10,109914,92126,183326,287400
2021-01,476412,498173,86559,141382
2025-12,215238,127360,203325,804105
2025-05,612769,21623,118239,220685
2023-01,614396,114066,82999,318378
2024-08,52425,176978,365301,209042
2022-09,240381,139987,195988,439434
2025-12,244583,289661,122949,57154
2022-07,585299,196605,101663,609310
2022-07,450182,73689,243305,192653
2025-10,643382,277243,378992,463846
2025-10,254922,417904,99740,467110
2025-05,755887,404376,385859,166791
2022-12,180624,466931,380570,857529
2021-05,172303,241080,87796,569257
2023-12,204379,333584,98476,752488
2022-03,119210,147205,315414,646897
2023-08,125493,281079,301454,272516
2022-12,538988,462810,142151,254469
2025-10,426726,108992,29461,840557
2021-08,770974,477186,351900,529258
2024-06,195042,93593,338127,319230
2023-04,583383,111507,375652,665102
2023-11,751092,404983,307046,288519
2024-04,153317,431544,220575,134693
2024-12,684840,236787,97390,731974
2021-03,398584,89093,326681,323656
2025-06,680472,158292,382159,662784
2025-03,459085,88154,288746,352660
2021-08,508216,157544,142128,59761
2024-10,276728,150828,39339,744023
2024-05,569720,165466,106463,857162
2023-09,379720,332719,287482,133049
2025-05,360414,168469,112788,780164
2023-08,68108,481548,203106,764454
2022-10,791797,271334,227468,570614
2024-10,121887,410036,346905,334071
2024-02,776499,317354,166230,897527
2023-09,466486,116436,165940,127010
2023-08,491391,52405,395692,788434
2023-07,81249,203276,367524,263565
2021-03,629397,403791,279320,599029
2022-05,453219,248228,380812,420327
2024-11,378452,113269,233537,619862
2025-01,672173,430868,338544,579521
2023-05,354606,326232,248956,240778
2024-11,405939,180147,59448,185860
2025-04,782747,176860,80567,172854
2022-05,133541,188736,122350,603030
2025-07,688767,206943,41142,526259
2022-06,655783,317055,182048,273072
2023-03,515742,450724,35971,586448
2023-01,138101,333750,283126,200541
2022-04,239932,134317,243002,435486
2025-04,110226,243918,387646,558324
2022-07,77064,464333,320318,816529
2025-12,441564,378944,40124,809452
2024-09,448035,456987,242191,474786
2023-07,390735,63577,265904,641484
2021-06,398734,155119,270048,474891
2023-09,582678,210709,321591,393727
2023-06,599765,436449,103027,198941
2024-10,370034,275640,347212,516376
2024-03,415117,483637,120016,758448
2021-12,415852,223277,149124,435425
2024-04,277520,352067,42162,207198
2022-06,580267,148576,63773,493977
2022-06,306152,468058,347626,171281
2022-09,137924,441465,372521,281096
2025-06,433034,119644,108689,314376
2025-09,580245,257453,383331,857425
2021-11,70777,201501,233604,447772
2021-01,168254,347495,337425,574669
2025-08,219865,169005,48390,102872
2024-03,560019,424140,383516,216702
2025-10,441034,129433,104535,613902
2022-08,761532,110001,128489,692239
2023-10,404880,190728,224103,257018
2023-04,766230,369188,152016,220458
2022-11,599181,451891,382965,605262
2024-10,372554,463268,110313,614484
2022-11,196813,243874,56635,581527
2025-12,453184,135153,256233,219235
2025-02,119408,343743,137592,476291
2021-01,87447,297021,30601,141585
2023-05,546910,381810,394608,115552
2024-07,676891,40720,125341,87814
2022-04,704969,459155,133847,466607
2021-07,484849,46157,397036,709262
2022-12,348398,328003,128939,782147
2023-06,494133,344829,218046,367012
2024-01,744504,61870,113653,130575
2022-09,675017,162385,60943,224612
2021-10,636579,478754,48281,199255
2021-07,311759,157321,323488,862515
2023-03,366651,75661,257121,123011
2021-08,724958,77158,271621,71408
2024-06,191823,315106,398756,447253
2022-08,406452,236176,37772,855318
2024-06,687306,439555,10811,130558
2021-11,477337,462434,379319,785372
2023-06,570029,288062,381298,293134
2022-06,780661,253448,339561,655968
2021-08,396681,292488,82114,897052
2024-04,333416,228846,173390,474863
2025-07,463998,375254,379531,91914
2021-01,145619,193037,171433,643441
2021-01,490169,365945,296559,70922
2023-02,598564,159702,377337,602394
2022-04,780525,310915,350506,848407
2023-06,687013,97712,260849,418366
2021-09,515781,491274,22008,546343
2023-06,512929,305924,346925,777431
2021-08,345290,254754,129336,439650
2023-05,287224,311052,222773,87225
2024-11,782720,198855,337255,812402
2025-08,551546,394788,135862,675033
2025-05,718363,405946,57314,853796
2021-11,417386,432687,200548,135697
2023-04,549919,344297,206068,777706
2024-09,701331,197248,290149,339476
2025-09,734274,282403,102946,800757
2021-02,104061,470657,73975,700778
2025-01,99361,436263,13239,338673
2025-07,542890,248740,93010,750441
2023-08,498739,215303,361113,270525
2024-02,609357,206525,201682,733964
2022-10,389104,474885,151157,422902
2023-03,207404,158379,126805,595439
2024-10,589845,114318,248492,807145
2022-07,248846,435615,285734,195834
2022-05,193641,197427,225928,143445
2022-06,110158,120618,152700,169104
2024-03,242977,345329,389607,349041
2025-10,476423,241508,271095,167106
2022-06,600343,224444,80379,98683
2022-12,631958,162654,69603,771359
2022-05,528814,377616,339341,120617
2022-03,590859,384190,197778,379492
2024-07,651820,243953,333368,609707
2025-08,518533,338183,379761,693931
2024-03,753711,477660,325604,658035
2023-03,571933,267308,399193,806078
2023-09,262579,301651,162408,868557
2023-04,636602,439653,339725,749290
2023-03,367838,61806,181588,138871
2024-07,221897,436518,227459,806387
2021-06,198696,288985,194407,287218
2024-11,312203,150034,150320,487654
2021-12,354988,138010,72067,689914
2021-07,606563,350718,140047,598844
2021-08,258630,329613,178572,272466
2023-01,207744,224148,259495,180462
2025-01,555552,57501,321591,344699
2022-05,441568,70514,172089,803128
2023-07,739740,71727,353055,73911
2024-05,434142,250000,222104,817877
2022-12,244612,161525,317476,151051
2022-06,630881,449128,384484,713497
2024-07,606649,109697,244931,746300
2025-10,626550,478201,395371,585632
2025-01,631154,237051,342168,749997
2022-11,162355,98621,158546,504283
2025-05,258925,453620,264907,522190
2023-09,132685,193211,51240,168252
2023-12,50102,252283,175568,316959
2022-06,50555,39406,367320,103975
2021-05,181657,252443,296691,364888
2023-07,647772,431108,202895,263148
2023-12,181025,195268,388147,695235
2024-01,750964,33685,333495,609338
2022-06,405144,89981,139213,789657
2025-01,67124,259522,160353,605438
2023-05,330643,252317,214485,753083
2025-01,220320,249433,398533,736869
2022-09,98943,482198,139773,554034
2022-10,618278,95073,350210,239510
2023-05,159580,265221,220482,785085
2023-12,534262,127445,213019,615744
2024-02,62838,126503,134978,391246
2025-01,440863,387810,273827,512357
2022-02,317062,473564,108231,634896
2021-01,373278,392545,288633,861790
2025-03,210909,302355,97731,352639
2024-01,238285,437165,192352,774946
2025-09,363646,137669,70232,853449
2021-01,57318,416980,354018,844124
2021-04,261524,182493,239321,178039
2025-06,487973,488958,60757,518615
2021-02,639165,197263,32003,115162
2025-12,656032,490142,242755,122601
2025-06,645671,476701,252389,803190
2025-04,107404,61192,297425,753425
2021-03,641978,367584,36242,456537
2024-01,129324,258741,157061,468427
2024-03,567093,274531,100564,273869
2022-01,264734,199405,151962,750225
2024-04,593830,337336,44832,361233
2023-02,266881,358593,364844,190906
2025-11,418088,418258,193970,726931
2021-11,158696,304520,247150,180252
2023-02,270692,265730,39907,366504
2024-08,305260,434437,277445,686313
2023-10,343331,468478,210561,224972
2025-04,744543,243276,272552,655891
2022-12,590975,464293,136277,652148
2025-05,768069,181711,126462,604396
2025-05,296798,430890,11507,130650
2022-09,94362,90764,370356,549103
2025-02,476233,399518,101426,285360
2023-01,768257,122500,98975,485325
2025-08,691866,30294,385107,563791
2024-11,591071,306044,42971,678208
2025-05,241857,106361,306333,487264
2022-02,548683,107604,84081,66094
2021-07,138313,448894,315837,160509
2022-08,613516,144722,226757,851036
2024-03,201140,228272,251353,692901
2024-08,365980,114012,63177,663516
2025-06,372403,409110,203910,842787
2024-09,476352,357546,268114,665246
2021-06,590606,185136,108981,155742
2021-04,225895,88342,320996,815484
2024-05,578047,150679,107415,363101
2021-02,571341,143912,51402,233467
2024-11,142650,35524,114492,310339
2025-02,66944,148685,150947,257220
2025-12,162733,467937,340157,857298
2023-10,702004,419646,341547,242172
2024-05,649408,497708,156263,183422
2025-12,399396,338470,372884,518303
2022-10,632401,335046,125693,72911
2023-02,604158,322681,41326,400311
2022-12,612025,401892,397985,320190
2024-03,734462,467538,44709,721946
2024-06,550429,454682,260287,890602
2025-04,493462,248231,37947,529359
2021-07,235454,63394,368503,858804
2021-09,218109,126152,161203,412867
2022-03,520135,424536,170200,243928
2021-11,281838,266280,244230,317491
2022-09,653847,318226,211781,714604
2022-08,366703,357998,97863,215808
2024-04,108120,425008,159431,794420
2023-02,458082,327278,128004,225073
2021-06,260838,426412,399634,98994
2023-06,91349,69536,101700,312261
2022-10,559128,123211,361242,247139
2025-06,173634,480904,377544,774887
2023-12,556414,220088,315033,560764
2022-03,101926,308561,357310,365343
2022-03,417776,88418,388437,166790
2022-01,262273,490715,138883,465559
2022-07,393803,342923,249571,396378
2022-04,285158,51145,88686,120260
2023-07,293948,359256,376903,111277
2021-04,624286,180503,233841,411169
2021-01,222035,138479,200210,299624
2023-09,243460,84623,16324,96299
2021-11,737031,412311,391338,200711
2024-02,194152,173024,341007,729074
2023-10,178761,485036,123070,242744
2023-11,681160,418218,26582,565734
2022-10,392719,291935,376923,566225
2023-01,500793,424862,241961,495096
2025-06,88721,142163,287590,52795
2023-04,787146,333726,316876,453636
2023-01,334553,297891,345565,210276
2025-08,398803,422014,82878,544614
2025-07,67384,365684,179478,155819
2022-08,534209,122667,324689,870790
2023-10,494426,478666,17177,281440
2021-12,135089,179711,42201,638900
2025-08,518584,223953,174590,880214
2025-04,501021,200770,215300,588533
2025-03,324128,276165,148224,641944
2024-11,502750,427260,324033,760653
2023-10,753039,37664,265751,763532
2025-07,578701,187639,142395,58930
2023-09,404322,84280,302221,759571
2024-06,442874,359729,380167,544257
2023-05,659992,189251,187979,265815
2021-07,742646,83808,205534,273736
2023-02,719033,56366,298682,353792
2022-01,487783,188502,129645,813387
2022-01,722128,81441,87269,832590
2025-09,757165,429012,184265,131961
2023-05,777550,333009,160477,542117
2024-07,111604,303605,210815,210204
2023-03,528472,212615,174763,498939
2022-03,602893,439685,96141,735886
2021-09,636205,487343,276285,371909
2021-10,491512,153844,185668,836468
2022-08,694175,291808,119326,226729
2025-10,646966,260696,193651,395733
2023-09,440739,132544,168435,578578
2023-03,263754,416110,273791,447509
2023-04,97053,255004,369468,697900
2024-11,267782,151942,347694,537363
2025-08,134018,236179,97940,479782
2021-06,324492,373116,341489,197194
2022-02,165308,35915,388475,835240
2021-04,390019,314639,312451,669174
2024-11,758115,53338,30028,656659
2021-02,436531,282824,390244,736008
2022-12,367142,182615,55942,892231
2024-01,316811,257738,85488,370462
2025-12,402316,297798,100846,851981
2022-12,154107,423862,46915,205636
2021-01,260050,282491,336159,257553
2021-11,364953,95909,223443,885436
2025-03,113532,461403,151331,221172
2025-06,731985,340811,354725,745303
2025-08,779814,480301,164301,656280
2022-09,582381,62239,73031,875111
2025-01,589959,370966,91398,439651
2021-03,599699,364771,333666,846390
2024-07,647666,326687,56383,636272
2022-09,347425,123188,28310,350794
2023-10,406987,300708,42312,744868
2025-07,376079,40715,116789,639429
2024-08,584190,276349,267449,712281
2024-03,288544,55916,36531,783586
2023-05,340528,425388,314544,881003
2023-09,416590,182186,254424,572104
