month,new_users,active_users,revenue,growth_rate_percent
2023-05,2816,17878,2100741,23.66
2025-02,2923,1416,1518326,23.17
2022-03,9434,35688,301496,5.43
2025-11,1273,37224,1218376,2.02
2022-07,3000,8243,2431557,14.73
2023-11,9605,30562,1326362,5.83
2024-04,3634,39494,2286974,16.23
2023-11,9705,37251,2878355,2.82
2023-03,4277,7121,748038,10.51
2025-09,6683,3660,3454479,5.52
2024-06,7274,22534,1886463,8.2
2023-11,7672,20549,4234039,6.1
2022-09,5237,25893,4414563,24.0
2021-09,7679,29918,2054011,22.57
2023-09,8878,37347,192559,11.49
2025-10,4746,33279,1649855,8.72
2023-03,3492,49863,2819686,19.16
2023-05,3396,21052,4734122,14.03
2024-05,5142,22559,1285928,22.41
2023-02,3852,9672,4004772,23.67
2023-01,1950,12584,662452,17.07
2023-10,6163,12809,2544748,6.96
2021-01,9960,10359,1924315,16.7
2025-06,3435,5014,3581346,3.09
2023-06,8072,8751,134950,15.75
2025-05,8549,49088,4849832,8.6
2023-06,8907,3963,1254838,9.28
2022-10,8521,21080,3878204,12.19
2021-10,2628,16493,4852030,4.57
2022-06,3283,10934,1774584,7.29
2021-11,1668,35666,2550001,19.02
2023-10,6151,31980,1003722,24.62
2021-12,7069,25358,755296,11.04
2025-04,477,4032,4293909,10.39
2023-01,1563,13925,4652743,11.05
2021-08,3514,42294,2730773,21.31
2025-06,1752,26212,4918556,12.37
2023-06,6014,29104,3513710,21.18
2022-08,9288,36889,3146801,4.98
2021-12,9717,44062,4597825,4.99
2023-03,6878,10765,3574689,24.72
2024-03,3171,2270,2366631,21.83
2022-12,1868,17399,1667577,5.09
2021-04,618,18645,4342982,3.48
2024-10,8171,9580,2017459,16.08
2025-12,5783,757,1679620,13.6
2023-01,8590,6077,386394,7.0
2024-03,8048,22942,4692912,12.8
2021-09,7934,28511,1454077,3.54
2021-09,4726,916,2921174,11.42
2022-05,4211,15350,3388184,20.31
2025-06,1665,6083,1543666,7.0
2021-04,8883,27239,2339805,9.6
2023-07,2498,6883,2498860,12.93
2022-05,384,44257,2635575,12.25
2022-04,7756,38200,4158836,13.95
2022-03,1733,41591,4238983,9.88
2021-10,1374,34686,2280340,21.22
2023-10,5254,47670,3698948,17.81
2024-10,9198,34742,1333989,4.53
2022-12,7652,7822,3376525,9.77
2021-02,6285,1759,487408,7.13
2023-10,2854,23823,1990533,21.32
2022-03,7412,33150,2469459,5.02
2021-11,3079,27681,4804908,7.59
2021-10,6778,29927,2966134,3.29
2023-01,510,9716,4462841,22.73
2021-10,760,13956,3188920,8.11
2022-05,9558,26338,1115955,6.12
2024-03,8463,27666,1790428,23.2
2021-04,4423,27469,260014,20.33
2025-05,3825,28502,345583,21.64
2025-07,4419,26255,1751802,10.29
2023-10,4773,19498,604464,14.43
2022-06,1504,48070,1499470,6.27
2021-04,1151,10192,2828244,14.65
2023-04,3787,5789,4443787,18.47
2023-02,4808,16273,1053582,6.16
2021-03,8455,3759,3484438,4.03
2022-04,8071,29397,388646,6.04
2025-11,2003,37208,4466017,8.92
2021-01,7839,43086,4688657,9.72
2021-06,966,43720,3107686,16.03
2021-04,835,25819,3788449,22.17
2022-04,2381,47562,3732135,22.25
2024-02,2282,18110,1728307,18.84
2025-10,4212,23272,3630333,20.72
2023-03,468,40326,1339225,13.91
2024-03,2160,35042,4493181,19.42
2025-01,6883,31301,2126381,4.16
2022-12,1436,40698,2138324,16.39
2022-09,8808,22163,4952104,13.7
2021-10,2969,32187,1868264,23.33
2023-11,1191,36737,602797,17.0
2022-04,4904,47170,193667,6.98
2023-04,7401,9065,3305547,11.46
2025-08,1130,44292,3410650,16.01
2025-04,1596,9440,3577705,5.58
2024-08,7538,31033,1625379,20.87
2025-03,7530,8525,2439465,20.44
2023-04,8621,19347,4499763,6.94
2024-09,9289,2382,3203098,24.01
2023-11,7367,37815,1787724,5.99
2021-11,3917,16660,3159410,6.46
2022-11,3615,48963,1085599,2.03
2023-02,2457,17903,1265103,13.07
2025-05,7225,49583,1469086,23.34
2024-04,4099,11899,3950847,23.94
2024-02,1667,29548,4718282,1.13
2021-10,7844,10911,3455818,5.25
2024-10,7403,18839,1557167,23.67
2022-04,7755,11310,4467086,1.43
2025-03,312,8886,4788185,15.89
2023-03,9216,16633,4919590,22.06
2025-08,8291,37984,3440243,15.27
2022-12,1967,36077,2615487,16.56
2021-11,3590,40172,3585544,10.67
2022-04,874,42964,2423030,1.18
2024-04,1652,1545,4793491,16.84
2021-09,3650,9519,2826779,7.87
2021-11,7978,43549,2584470,2.54
2024-12,3315,32282,3068864,13.03
2023-12,3194,47362,4163731,15.79
2024-11,2984,24269,811507,19.93
2024-08,6399,19496,4997812,13.3
2022-09,9047,40354,3569496,9.52
2024-10,2311,35475,662885,15.15
2021-10,3426,6797,2212618,16.54
2021-05,9057,38897,4189224,4.93
2023-03,6033,5940,265768,19.19
2023-04,7584,17017,2549779,9.08
2021-07,2809,3578,1437319,16.12
2022-06,7341,5350,2416730,13.9
2022-08,2080,38448,2693450,12.82
2023-05,2439,36296,433707,24.97
2021-03,3328,3355,965508,2.15
2024-03,7369,26815,3869007,7.15
2022-09,8662,14750,4895143,9.5
2022-10,5495,45428,2576183,7.52
2021-12,4560,4810,4644329,12.3
2024-04,3317,14486,2705678,1.39
2022-01,2477,4512,1030606,24.96
2024-12,5907,35317,2029739,10.56
2022-09,2507,6024,1175258,15.67
2022-04,9869,31343,596640,15.62
2021-06,8854,7406,4384712,2.93
2025-04,5996,6613,1718239,17.13
2024-08,582,37364,4553273,23.86
2022-07,6239,31666,1148518,2.86
2021-05,8613,32947,4603764,24.61
2023-04,5092,17540,4346551,1.91
2024-07,2039,12422,4198988,17.17
2025-08,3520,30831,4148001,8.92
2021-12,5388,10360,2743410,7.64
2024-11,7917,11276,882987,16.93
2023-08,6668,35807,2884551,6.38
2025-09,4196,35130,1545881,22.64
2025-01,3428,47556,4803105,17.38
2022-09,770,27693,2981948,24.8
2024-08,2525,21039,1700081,23.56
2023-06,9426,17225,4082701,14.86
2025-08,8097,8814,1943436,22.17
2024-07,5730,28615,4348921,20.7
2025-10,5692,1083,4270655,7.53
2025-05,3263,22296,4096563,7.66
2023-01,8514,48072,1567898,4.09
2024-06,7714,2381,4559868,19.0
2025-12,1480,8819,3372783,24.48
2022-11,8609,37724,1085660,2.92
2024-08,2793,14563,2337098,16.0
2025-10,6911,26327,1080907,21.31
2024-10,5451,33207,2761525,24.36
2024-05,2723,39274,4773703,7.02
2025-03,6587,14971,4270399,6.02
2025-02,9123,19709,2725119,12.19
2021-05,9616,10595,2197446,17.14
2021-03,1171,46209,1300662,3.08
2024-02,5319,11193,912291,1.65
2021-10,6172,24155,2291293,21.39
2025-08,5506,47206,1281677,8.06
2022-04,6276,3615,3485806,22.67
2021-10,6010,35418,1516295,24.03
2023-11,3768,32267,3355621,5.95
2022-10,3580,45240,3632453,23.65
2021-11,6282,27492,4903810,12.54
2024-01,7988,4221,3136650,3.82
2021-10,8224,11863,240035,4.86
2023-05,9873,45650,1447964,2.16
2021-11,8107,41483,412243,21.65
2022-02,9023,40352,2195461,15.2
2024-08,7664,9525,3089987,14.87
2025-10,281,46201,3622740,3.17
2025-04,1363,16949,866542,22.4
2024-08,1089,42961,4534197,11.78
2021-04,1267,25920,2388139,16.08
2023-03,2007,10766,3611903,10.04
2022-03,2044,49150,2204432,24.97
2021-12,2277,29487,3541417,20.83
2021-12,8931,45093,661098,16.15
2024-10,7489,48119,4409389,19.13
2022-12,7931,18945,241657,24.89
2021-04,6331,25790,1685865,7.75
2024-11,6540,32169,665391,22.28
2022-12,220,46886,3446358,18.55
2023-10,3265,36266,3515481,13.36
2023-03,9920,11120,4508159,21.23
2025-09,9979,33509,3329757,11.3
2023-08,9307,11642,1704361,12.15
2023-04,6475,5579,4123409,3.21
2024-07,2584,6849,298090,10.48
2021-04,9747,1896,1356516,7.31
2023-10,2675,33938,1781601,13.08
2022-12,8859,6912,4286725,4.38
2025-01,5421,47410,3105504,15.19
2022-02,7059,45620,1920106,16.24
2021-02,6212,45113,2614678,14.72
2024-01,1099,26235,2392629,17.2
2025-02,902,26103,3293521,17.84
2023-01,8805,48729,1511902,8.51
2022-02,5272,42002,3765783,21.88
2022-09,7587,34796,582939,16.03
2024-02,4024,15202,4296074,13.26
2022-12,1625,37346,1919235,11.93
2021-04,712,35462,3744231,24.39
2025-07,1107,42109,2865458,19.39
2024-08,1901,41088,3572294,6.42
2021-12,8662,9340,3062084,9.55
2023-09,5701,43261,221345,3.07
2025-08,6387,27350,3918379,15.65
2024-10,5233,14653,4465704,14.04
2023-01,4497,33485,2769327,23.18
2024-10,7826,35388,125780,16.6
2024-12,5385,7836,609716,7.6
2021-10,1893,4581,3995951,18.23
2023-09,4225,4214,4718423,8.1
2021-07,4288,47779,4600755,13.06
2022-04,8205,25719,3058820,8.76
2024-07,1422,712,4784827,9.08
2021-10,9321,20855,4421986,24.14
2022-01,1310,38258,1344680,24.48
2023-05,9521,25003,1036224,24.9
2023-04,4342,41494,4324652,22.0
2023-07,8781,27492,378769,19.1
2021-11,3810,45585,3119531,19.26
2022-10,6891,12792,4779179,5.16
2022-01,2099,2540,959198,14.38
2022-07,803,3457,4124648,16.29
2023-01,2258,49911,3653388,16.43
2025-08,3691,22885,427309,24.52
2024-11,8020,47273,1512321,8.01
2022-07,240,6339,662816,24.61
2021-05,2964,7593,204861,24.59
2022-03,992,36995,2278981,3.39
2024-04,7150,49565,3613070,23.96
2022-09,9048,27044,4936634,2.4
2023-01,7166,34495,2318555,2.52
2025-03,1874,42916,694013,4.63
2021-06,5815,13238,1277909,13.2
2024-05,8861,20108,1785711,3.34
2025-08,1440,19436,2198516,5.2
2021-11,8474,14845,1708112,23.06
2024-02,499,8042,354437,22.67
2024-10,9185,26198,604019,15.97
2023-01,7162,32695,280500,6.02
2021-05,2567,26498,1285709,4.48
2022-10,7840,698,1384507,11.19
2025-03,1750,47072,4412684,14.35
2021-12,9256,48735,582964,18.83
2025-02,5330,15619,168452,6.87
2021-02,3199,27301,2253346,13.66
2023-11,9139,42662,4618484,18.44
2022-05,8523,48056,303368,22.04
2024-10,4655,28632,3732471,24.9
2024-11,3755,33317,1947314,16.08
2022-04,5878,7409,2194855,23.52
2023-12,4430,10625,2807734,10.8
2022-08,1234,42825,3884923,16.04
2023-02,9548,13323,1918593,20.15
2023-10,3041,27435,876212,14.62
2021-04,2625,47468,4958571,15.49
2022-06,414,38682,4743624,15.36
2022-04,5092,15227,218160,9.04
2024-02,8855,28940,3884587,8.87
2024-12,5422,18489,784644,9.53
2022-02,1632,41386,3064341,21.21
2024-03,8725,13353,2019183,7.1
2025-09,1752,1052,4303533,21.03
2022-05,6708,34405,370792,1.9
2024-03,1529,23432,3146089,20.83
2024-12,5289,20623,457583,4.09
2021-09,2683,7697,3414321,11.88
2024-02,2587,13387,1503924,5.48
2025-11,3472,9269,1211976,9.27
2023-05,9885,26505,1947015,21.48
2024-03,2304,20476,658830,24.47
2022-06,7168,38889,2189748,5.06
2023-12,6142,8103,3864925,18.16
2022-07,7884,18400,3303235,9.12
2023-10,2838,14550,4809839,23.9
2025-03,9987,14777,1353348,5.14
2024-03,9611,18833,4047528,1.37
2024-05,8462,41185,4103417,17.69
2025-08,5680,7435,3641476,1.17
2022-05,8707,46841,2670282,19.39
2021-10,8252,40160,3644525,7.47
2023-09,3980,15211,2316444,5.35
2025-09,2449,34836,3967514,4.05
2022-04,2120,1203,1672956,6.76
2022-09,5964,34666,4472008,16.94
2024-10,485,3344,2847268,20.0
2021-08,6679,513,3044607,10.76
2022-01,6317,31926,1657399,21.18
2025-10,2331,7772,3488916,24.42
2023-10,2808,43688,2993504,10.04
2021-08,8069,26898,1468585,23.64
2023-01,4418,10290,1528534,23.89
2025-08,4495,1212,2241423,18.59
2022-11,4561,17184,4167551,21.15
2023-08,141,5966,4491869,13.8
2025-06,4120,34409,4462705,10.78
2022-04,3897,40871,3481402,3.18
2023-05,4374,26462,147177,17.81
2024-11,4749,26343,1568818,8.93
2025-11,8012,8670,1646372,8.47
2025-04,5334,3133,1209329,24.29
2025-01,6837,2729,3862224,15.61
2021-07,3381,2961,2875302,9.43
2024-06,6189,41725,4156541,20.92
2021-07,3810,34465,568323,22.99
2025-02,6650,3814,1957336,20.91
2022-08,1660,618,3056512,8.0
2025-04,3166,18525,4938708,9.03
2022-03,411,12840,3574806,10.79
2022-12,5780,22022,768518,16.39
2024-11,2815,5960,2734474,18.77
2025-05,6201,35995,477734,4.23
2022-05,561,7787,2145437,23.25
2024-01,4634,2541,2672426,10.5
2024-01,7582,18740,4725885,5.73
2022-07,536,13873,2405408,15.49
2022-07,6469,23788,4140204,7.26
2025-08,9347,40484,1986575,9.6
2023-01,3028,44197,2942320,9.67
2022-06,9034,18734,2977164,16.24
2025-02,8657,46385,710120,10.39
2021-08,8481,45308,4328879,2.06
2023-09,4845,9171,2986216,16.82
2023-04,5197,26581,1980658,20.03
2023-12,9143,40585,4443757,5.31
2021-01,2330,16474,3316732,13.76
2025-12,3734,4872,1383586,24.04
2025-09,7280,42569,2717187,4.54
2025-02,3732,31945,1325888,16.06
2022-12,9314,1739,1665030,9.33
2025-11,4533,15168,2684238,2.81
2024-10,532,46677,2662164,3.61
2023-01,9397,2515,2390484,14.49
2025-11,1867,43280,1997960,22.42
2023-03,764,17069,4652862,1.32
2022-06,2458,29960,3017812,23.66
2024-05,6134,12199,4257819,9.26
2022-03,4547,29775,2060778,6.26
2022-09,4530,30582,3546164,11.56
2024-02,727,37601,1456467,20.14
2021-04,3948,5536,4579163,16.12
2022-05,1079,33813,3652882,9.88
2022-05,1446,47619,3288282,20.11
2025-06,5843,34123,4091290,7.35
2024-02,1785,44057,4208857,13.46
2024-06,9369,26087,3293133,13.67
2021-10,1635,8991,3576147,3.19
2021-10,8833,20775,655717,20.62
2021-03,938,38953,4785152,4.58
2024-05,322,14463,1093232,16.61
2022-10,1482,48884,2636553,3.75
2025-05,5726,37786,3271226,9.79
2023-03,5090,26953,1706657,12.58
2024-10,6609,21344,173015,10.17
2023-02,6641,28364,372736,7.1
2021-01,1668,43377,3190247,11.92
2024-09,9801,19547,4988759,18.0
2025-04,8979,34003,2629529,14.23
2021-02,107,38049,4619618,14.19
2024-10,6237,22027,4719544,13.66
2025-03,321,27797,992607,17.73
2022-10,9495,37177,3479695,13.37
2022-06,5042,1110,2489971,18.78
2024-01,3361,37888,4716264,15.18
2024-04,238,36652,1132792,7.55
2025-09,7575,46779,4125041,18.17
2025-06,8150,1834,2549224,4.51
2024-03,2629,32871,3851306,22.35
2022-06,6387,13791,2321286,16.22
2024-06,5140,21573,2740927,10.48
2023-03,7170,12547,2233453,3.99
2021-05,2554,11670,2185347,3.27
2025-09,7967,5293,3889853,13.36
2025-01,2380,28451,2933448,2.32
2023-08,3039,34295,2723962,23.09
2025-02,8030,19003,2332531,12.95
2025-03,9058,42614,2712552,16.62
2025-10,3330,25809,2247073,3.83
2023-05,3543,42549,3279151,7.55
2025-01,9241,14891,4751916,16.33
2022-02,9558,26930,2585352,10.94
2023-06,8956,8482,3679302,2.27
2024-09,4987,23979,3270676,11.22
2025-05,907,45246,1749165,18.25
2023-11,6928,25113,3307130,10.92
2024-07,9216,45046,134251,19.38
2025-02,6553,43874,3357209,11.59
2024-07,5890,46330,1634853,6.04
2022-11,3992,3508,583913,18.49
2025-04,3091,24142,3504310,14.56
2021-02,2138,3037,3449859,6.09
2021-06,4774,27711,1606069,16.84
2024-09,416,45895,1389275,22.79
2021-07,1083,38316,2108373,16.47
2021-08,5913,34302,3246990,2.85
2022-05,7600,47178,4930045,5.55
2025-05,5726,28286,1312112,7.3
2024-01,4027,22691,968889,11.01
2025-03,3242,42516,1639558,13.4
2023-01,4579,13669,4538308,15.07
2021-03,3984,40563,1762629,23.79
2021-10,8275,21347,2024260,11.6
2022-02,698,28887,4610783,8.82
2021-05,8423,49991,4908742,4.55
2022-07,4444,41817,2551838,13.56
2024-09,6705,43313,2419955,3.23
2023-02,4802,45718,2108419,5.06
2021-07,9197,22415,2642334,5.38
2023-06,4739,42966,580380,17.07
2024-03,3118,16375,3995341,21.22
2024-03,5695,20202,2569662,18.18
2025-05,140,22087,3896725,12.02
2024-05,3017,31798,4780238,24.3
2022-02,3619,2724,379045,1.13
2024-12,9966,38043,3247671,9.44
2025-10,4995,30094,858361,23.82
2022-01,6007,648,3764369,15.45
2024-11,4379,36389,4186912,19.7
2025-07,388,44789,3884035,19.47
2021-06,3620,30880,3029228,11.54
2023-06,2068,25423,3742331,4.09
2024-08,1888,2705,4526711,23.28
2021-10,8512,35958,4365403,23.82
2021-01,6746,33271,472734,22.75
2023-11,317,35477,1316586,4.98
2024-10,1824,32259,4730627,21.4
2024-10,5317,38416,423815,3.4
2023-07,5084,40632,3119931,5.84
2025-11,9088,40258,4899089,19.35
2021-11,1531,2776,4717027,22.62
2024-10,4653,44313,2104620,2.5
2022-08,9518,11975,779478,10.17
2023-01,8776,43441,3707976,1.64
2023-11,8905,31568,3890416,15.1
2024-04,783,7207,2341415,7.19
2025-07,7851,1939,1931968,8.25
2021-05,2485,25435,292646,10.77
2024-06,2233,30493,1663992,10.83
2024-03,629,34805,3814482,18.53
2023-11,9618,42574,3725949,14.41
2025-02,8328,37863,268880,23.4
2022-12,8553,22261,763805,6.01
2022-12,6193,15638,2130755,23.29
2025-07,901,19068,283795,20.18
2023-04,216,805,677033,7.19
2023-11,9625,36657,1077528,21.75
2021-01,7421,32059,1067632,8.99
2021-10,4118,35691,2993721,4.1
2024-02,3920,49184,4455004,24.88
2023-02,7541,8604,3613273,23.78
2024-03,5857,35035,2247112,20.27
2025-06,4542,30704,1761920,19.16
2021-07,7065,39992,953474,2.43
2022-03,286,12577,4992401,22.57
2023-08,9056,39851,3603396,9.51
2024-04,624,41194,736416,12.28
2023-11,7117,43886,853284,13.53
2021-03,2962,43268,4483528,8.95
2022-12,9517,25503,163918,8.47
2021-03,770,23144,2761908,19.65
2024-03,5744,2735,1634493,2.95
2023-11,2739,36600,2239539,24.57
2022-01,5348,5170,1991207,19.54
2023-07,5012,14025,3300479,23.48
2021-07,6437,6966,3230391,14.22
2024-01,7000,25649,2762217,16.58
2022-04,3499,29878,306071,2.77
2024-10,6952,25094,327387,19.22
2025-11,9698,26688,4765697,1.02
2024-01,1409,8533,1649576,9.53
2021-02,4024,42606,3098400,7.11
2021-05,7811,9471,2621720,10.48
2022-10,7045,49178,648568,19.51
2024-12,9108,15918,4594009,3.02
2022-10,3895,6675,437169,7.45
2023-11,2887,39651,2882716,1.98
2022-01,7222,35962,2601943,15.31
2024-03,8496,3118,2506388,14.47
2023-08,8746,29959,203201,19.12
2022-12,5812,49754,4745206,18.27
2022-06,7950,32035,3201090,1.68
2023-03,7834,13891,1144731,2.09
2024-11,4218,21988,2305659,6.69
2022-01,1010,29287,2465100,1.3
2024-04,7088,15121,1885699,18.24
2023-03,7527,24724,4769326,20.74
2023-10,4223,12962,1279641,16.24
2024-08,2403,40709,850350,6.18
2025-10,3819,22601,287664,9.19
2025-05,3269,20249,4129541,16.71
2021-09,8072,35438,4422900,1.61
2023-07,2760,43342,1364263,21.4
2024-01,534,35371,3586893,3.92
2023-01,1875,46933,283665,1.81
2025-02,890,18422,4546479,8.13
2023-08,3761,22442,1931611,3.9
2023-02,6963,37447,1230436,1.22
2024-02,3180,5916,3728713,24.86
2024-06,3185,21018,4180788,24.46
2024-08,5653,19395,1820686,22.88
2024-03,610,13148,1351512,22.88
2025-10,1483,27200,4377715,10.21
2022-08,8214,2563,1992220,23.76
2024-06,2344,46601,4668701,7.71
2021-09,223,32372,2093262,13.32
2024-02,4817,49796,3499656,10.51
2024-10,8058,48334,1132046,8.56
2021-12,222,36247,236051,22.61
2022-08,7971,34152,4774147,22.79
2021-11,7216,2228,4454544,22.57
2023-03,6654,31825,248926,15.58
2022-01,4724,21677,4404057,1.67
2021-01,1886,21411,4677505,16.48
2024-07,7839,20141,4919256,14.37
2024-05,4992,41979,4306848,16.72
2022-02,2878,27497,4112483,6.39
2021-01,4768,10814,3117053,19.81
2023-12,8152,43733,3291982,4.88
2023-07,9767,18726,1746044,22.55
2021-12,1212,41641,2699513,11.26
2025-10,1289,40109,4548620,10.34
2022-09,3507,37397,4085683,3.32
2025-03,1758,18293,2159793,3.92
2021-06,1969,15223,3731619,21.43
2021-01,8705,21244,779398,6.26
2022-07,4244,33430,2648304,11.27
2024-12,7561,27422,2468061,24.91
2022-01,9222,24174,342239,1.02
2024-02,9483,5086,4096864,7.07
2023-09,9617,17234,889261,2.52
2023-01,4050,42144,289262,10.44
2023-10,7642,47958,585643,2.07
2024-09,2659,35148,721875,8.94
2022-03,1675,41575,4624582,17.02
2023-03,5164,23440,962923,3.25
2022-04,6317,35436,3204636,24.51
2023-03,2025,40051,1455430,19.01
2021-06,8079,30510,2745877,24.11
2022-07,1328,31708,2511559,17.67
2022-08,1335,28627,4240082,1.21
2022-09,2915,40088,1567906,5.87
2024-06,594,5694,1132047,2.41
2021-03,4958,49225,4812281,22.25
2022-01,7385,9919,749936,7.92
2023-04,7497,8523,438967,9.96
2022-06,1017,29508,807602,6.57
2023-12,301,20591,746583,8.76
2024-02,9435,29725,2946326,9.72
2022-06,3607,23200,3716342,15.95
2021-12,4178,38459,3255288,7.14
2025-12,7718,16559,4588642,19.61
2021-09,114,43698,3312930,3.82
2021-04,3962,7832,2647984,4.92
2023-05,4124,44876,630106,7.38
2021-11,1849,11390,4260230,2.66
2024-11,8961,4239,1870803,10.77
2024-09,2373,5924,4804613,7.7
2022-01,944,6946,730312,24.0
2023-02,4069,13670,2108093,12.33
2021-03,7490,40243,1709262,19.05
2025-05,5756,6325,1058888,15.17
2023-10,4961,1983,2574020,3.8
2024-05,3768,15733,4706972,18.86
2021-05,9267,33930,1644273,8.8
2021-07,2666,46845,4141992,19.78
2021-02,2926,19712,4284269,19.63
2022-11,3119,30005,2685423,23.17
2023-12,1387,14763,1340760,5.27
2024-04,4669,49288,530840,14.9
2022-03,1298,29524,453164,1.82
2024-06,7440,23220,4335145,24.27
2023-08,6813,45231,3085287,3.24
2025-12,1311,27276,4102999,18.85
2022-09,5606,36862,4485429,14.69
2022-08,5517,16480,3503427,9.56
2025-06,4774,4509,4133580,4.7
2022-02,3815,10261,4592344,7.47
2021-08,2383,44116,359201,7.26
2022-01,6222,41615,1318674,23.14
2025-04,9933,16633,4240599,13.99
2022-08,1041,13112,946099,1.15
2023-04,9196,31542,4136687,1.05
2025-03,6870,43480,2653343,4.35
2024-09,4790,15257,4527765,17.67
2023-10,9880,8000,2089676,10.56
2025-12,1908,33894,3763337,2.54
2021-08,9096,18649,3464265,3.26
2022-01,3239,3752,530674,18.04
2024-06,7147,10171,3504870,18.25
2023-01,5462,4539,656936,1.37
2021-05,9139,30889,2319809,9.22
2023-04,679,15758,1451724,21.47
2023-11,4659,2949,672870,6.92
2022-08,5963,4396,4941178,6.08
2024-06,4381,38093,1628705,19.98
2023-11,6338,29097,1978816,9.58
2024-02,6065,11049,317746,2.08
2023-09,4509,36207,4920804,16.19
2023-09,213,6849,791211,23.15
2024-02,8561,24598,1490128,11.51
2024-09,7466,16450,4884143,18.11
2025-01,2906,12977,175142,5.3
2024-12,5074,27133,1227254,3.9
2024-10,7650,41861,1228988,10.14
2023-09,7572,30043,619306,10.99
2022-03,1808,30726,4764485,14.64
2025-08,1938,14191,3494399,11.19
2025-12,8686,14486,4130251,2.78
2024-10,9841,34075,1651322,8.43
2022-02,1960,24026,1837328,19.23
2025-11,6049,20902,4955831,17.57
2024-10,6256,1169,826409,6.93
2022-01,6250,31526,2167227,8.14
2021-02,476,27273,3466119,2.92
2021-05,5080,1257,4371473,24.27
2025-06,9058,18648,1100705,16.78
2022-12,7525,29349,3268483,17.53
2021-05,1627,10374,4806980,20.25
2024-11,449,21022,2460127,2.28
2024-03,4445,5469,1197649,13.59
2021-11,388,44618,2488535,9.1
2021-08,248,42818,397237,24.99
2025-10,3449,37358,1434200,12.77
2025-10,8582,36643,3094641,15.27
2022-10,8169,47764,2946400,13.34
2024-10,8648,37718,1458722,1.03
2021-02,7477,16189,2443505,13.06
2022-08,1200,43366,2986800,22.26
2025-06,7393,42055,2988145,13.55
2021-04,7775,30633,3259055,9.07
2023-07,6064,25923,257230,21.6
2025-11,1342,27542,1704733,18.11
2022-01,1674,12618,949426,19.17
2023-09,4609,31403,176463,3.49
