employee_id,training_program,training_hours,completion_status
11377,Leadership,4,Completed
43694,Leadership,30,Completed
24295,Soft Skills,31,In Progress
28151,Leadership,43,Completed
37197,Technical,80,Completed
28053,Soft Skills,72,In Progress
41005,Leadership,111,In Progress
44844,Leadership,49,In Progress
49701,Soft Skills,83,Completed
26381,Soft Skills,69,Completed
46616,Soft Skills,19,In Progress
43082,Soft Skills,8,Completed
31689,Technical,96,Completed
13154,Leadership,17,Completed
40139,Technical,79,In Progress
2900,Leadership,117,Completed
38675,Soft Skills,119,Completed
55330,Soft Skills,76,Completed
8011,Technical,88,Completed
38535,Leadership,23,Completed
49532,Compliance,106,Completed
27480,Compliance,73,Completed
43100,Compliance,26,In Progress
11572,Compliance,53,Completed
4707,Soft Skills,34,In Progress
15969,Compliance,65,Completed
6027,Compliance,59,Completed
17955,Technical,98,In Progress
12748,Leadership,7,Completed
11698,Soft Skills,13,Completed
13418,Compliance,58,Completed
51670,Technical,33,Completed
55315,Technical,37,Completed
2175,Technical,87,In Progress
18309,Soft Skills,67,Completed
19610,Technical,52,In Progress
51872,Soft Skills,10,Completed
47120,Compliance,70,In Progress
35444,Leadership,34,Completed
32499,Technical,41,Completed
5606,Leadership,23,In Progress
5536,Leadership,44,In Progress
44703,Soft Skills,45,Completed
25134,Compliance,19,In Progress
31558,Compliance,74,In Progress
4328,Technical,13,Completed
9904,Compliance,116,Completed
45399,Leadership,21,Completed
23083,Technical,45,Completed
52424,Technical,19,Completed
16037,Leadership,7,Completed
55008,Leadership,72,Completed
20525,Soft Skills,67,In Progress
19122,Technical,33,Completed
38427,Soft Skills,19,Completed
12092,Soft Skills,94,Completed
346,Technical,106,Completed
56441,Soft Skills,61,In Progress
40174,Compliance,114,Completed
2979,Leadership,118,In Progress
45640,Compliance,77,Completed
32526,Soft Skills,42,In Progress
51738,Leadership,65,Completed
13174,Compliance,119,In Progress
47128,Technical,119,Completed
58232,Compliance,63,Completed
752,Technical,107,Completed
16008,Technical,105,Completed
25357,Technical,35,Completed
7295,Leadership,69,Completed
3207,Compliance,34,Completed
18860,Leadership,84,Completed
7135,Compliance,81,Completed
37206,Leadership,75,Completed
39832,Technical,11,In Progress
24131,Soft Skills,106,Completed
8529,Technical,64,In Progress
17278,Compliance,43,Completed
42811,Soft Skills,103,Completed
32428,Technical,92,Completed
13879,Technical,33,Completed
18807,Compliance,16,Completed
17649,Leadership,92,Completed
22174,Leadership,39,Completed
41600,Technical,76,Completed
56584,Leadership,104,Completed
14480,Leadership,7,In Progress
23550,Technical,81,In Progress
47325,Leadership,114,Completed
56815,Compliance,48,In Progress
11305,Technical,75,In Progress
47357,Leadership,107,Completed
31750,Soft Skills,36,Completed
20019,Leadership,16,Completed
16299,Leadership,22,Completed
34899,Soft Skills,26,Completed
44115,Technical,15,Completed
13739,Compliance,110,Completed
40302,Technical,28,Completed
50409,Leadership,60,Completed
3065,Technical,103,Completed
28497,Leadership,13,In Progress
6195,Compliance,73,Completed
15418,Leadership,13,Completed
33700,Compliance,91,Completed
53432,Compliance,37,Completed
4773,Compliance,101,Completed
21525,Soft Skills,33,Completed
6140,Compliance,6,Completed
37135,Soft Skills,4,Completed
3472,Soft Skills,33,Completed
8974,Leadership,57,Completed
11069,Leadership,65,Completed
56079,Compliance,12,Completed
32067,Soft Skills,75,Completed
27213,Compliance,70,Completed
1278,Compliance,102,Completed
17716,Leadership,85,Completed
48512,Technical,13,Completed
26945,Compliance,33,In Progress
20505,Leadership,96,Completed
43011,Compliance,109,In Progress
10714,Compliance,81,In Progress
59194,Soft Skills,84,In Progress
57081,Compliance,112,Completed
45957,Compliance,116,In Progress
33170,Leadership,22,Completed
8153,Compliance,43,Completed
37214,Technical,97,In Progress
58156,Leadership,95,Completed
57088,Leadership,47,Completed
52496,Leadership,101,Completed
38994,Soft Skills,40,In Progress
14785,Leadership,57,In Progress
25689,Compliance,42,Completed
30975,Compliance,70,Completed
468,Compliance,59,Completed
31737,Leadership,62,Completed
50718,Technical,96,Completed
30639,Soft Skills,55,Completed
20551,Compliance,73,Completed
18002,Soft Skills,25,Completed
48586,Technical,117,Completed
56124,Soft Skills,30,Completed
49348,Compliance,114,In Progress
46892,Compliance,80,Completed
49351,Compliance,15,Completed
884,Soft Skills,35,Completed
47351,Soft Skills,112,Completed
28503,Soft Skills,112,In Progress
22149,Soft Skills,70,Completed
11419,Soft Skills,27,Completed
4965,Technical,16,In Progress
23709,Soft Skills,76,Completed
52638,Technical,57,Completed
45823,Compliance,39,In Progress
20463,Compliance,80,Completed
55280,Technical,45,Completed
11703,Leadership,116,Completed
43431,Compliance,40,Completed
22886,Compliance,20,Completed
42994,Compliance,103,In Progress
46168,Soft Skills,34,Completed
35537,Compliance,9,Completed
22679,Compliance,112,Completed
37259,Compliance,67,Completed
22171,Soft Skills,41,Completed
15114,Leadership,45,In Progress
39826,Technical,114,In Progress
3983,Leadership,113,Completed
40664,Technical,90,In Progress
40076,Compliance,45,In Progress
17081,Compliance,81,In Progress
23429,Technical,107,In Progress
3622,Technical,88,Completed
2821,Leadership,15,Completed
7171,Technical,98,Completed
39066,Leadership,63,Completed
55880,Soft Skills,54,Completed
26558,Technical,90,In Progress
3633,Technical,28,Completed
9514,Soft Skills,103,In Progress
44919,Compliance,43,Completed
4124,Soft Skills,10,Completed
21845,Compliance,58,Completed
26742,Soft Skills,115,Completed
26912,Compliance,21,Completed
31494,Leadership,4,Completed
479,Technical,117,In Progress
10354,Soft Skills,80,Completed
56219,Soft Skills,71,Completed
21959,Compliance,109,In Progress
20919,Technical,62,In Progress
6069,Soft Skills,73,Completed
47828,Technical,97,In Progress
24310,Compliance,20,In Progress
54438,Technical,67,Completed
35205,Leadership,89,Completed
26762,Leadership,119,Completed
37944,Soft Skills,42,Completed
19699,Compliance,24,Completed
53767,Compliance,106,Completed
25128,Leadership,20,Completed
29873,Technical,42,Completed
14202,Compliance,54,In Progress
27432,Soft Skills,8,In Progress
24316,Soft Skills,75,Completed
18454,Leadership,71,In Progress
57546,Technical,107,In Progress
10509,Technical,13,In Progress
15541,Soft Skills,10,Completed
59998,Compliance,101,Completed
17605,Soft Skills,27,Completed
53478,Technical,55,Completed
8514,Compliance,9,Completed
1171,Compliance,119,Completed
4487,Soft Skills,63,In Progress
49222,Technical,25,In Progress
7453,Soft Skills,78,Completed
6291,Leadership,75,Completed
54265,Soft Skills,11,Completed
9230,Compliance,9,Completed
11254,Leadership,37,Completed
54226,Leadership,27,Completed
3330,Technical,49,Completed
53532,Leadership,101,Completed
11672,Compliance,92,Completed
41942,Soft Skills,98,In Progress
108,Technical,63,Completed
39664,Compliance,51,Completed
13148,Technical,90,In Progress
12756,Leadership,21,Completed
49294,Compliance,84,Completed
58671,Compliance,41,Completed
56809,Leadership,82,Completed
33768,Leadership,110,Completed
23604,Leadership,112,In Progress
5000,Compliance,110,Completed
16716,Compliance,69,In Progress
4430,Leadership,63,In Progress
42226,Soft Skills,4,Completed
37501,Technical,94,Completed
9789,Technical,16,Completed
42412,Leadership,57,Completed
59516,Soft Skills,40,Completed
43114,Compliance,46,In Progress
39962,Soft Skills,61,Completed
19787,Compliance,107,Completed
24456,Soft Skills,80,In Progress
30062,Technical,24,In Progress
54115,Technical,19,In Progress
22814,Technical,59,In Progress
2569,Compliance,103,In Progress
52611,Compliance,30,Completed
5514,Soft Skills,79,Completed
12649,Compliance,27,Completed
56830,Technical,45,In Progress
52260,Technical,68,In Progress
4527,Soft Skills,98,Completed
17642,Leadership,97,In Progress
28618,Technical,102,Completed
7552,Technical,110,Completed
47104,Technical,17,Completed
32973,Soft Skills,83,In Progress
16076,Soft Skills,30,Completed
3197,Compliance,67,In Progress
26552,Leadership,14,Completed
30238,Technical,92,Completed
32456,Compliance,37,Completed
9946,Leadership,84,Completed
22918,Leadership,98,Completed
24118,Compliance,74,Completed
23311,Compliance,22,In Progress
16728,Soft Skills,28,Completed
20396,Technical,7,In Progress
31586,Technical,22,Completed
3879,Compliance,94,Completed
11779,Soft Skills,88,Completed
6437,Leadership,89,Completed
7149,Compliance,102,In Progress
2647,Soft Skills,85,Completed
58350,Technical,10,Completed
36126,Soft Skills,67,Completed
3199,Soft Skills,49,Completed
12333,Technical,28,Completed
21741,Leadership,81,Completed
34823,Technical,94,In Progress
39294,Compliance,63,Completed
11271,Soft Skills,59,In Progress
17609,Leadership,68,Completed
38693,Leadership,89,Completed
18865,Technical,48,Completed
35876,Technical,6,In Progress
39018,Soft Skills,42,Completed
36748,Technical,112,Completed
46463,Soft Skills,55,Completed
43652,Compliance,97,In Progress
40862,Soft Skills,83,Completed
34427,Technical,64,Completed
33791,Technical,28,Completed
37288,Soft Skills,70,Completed
44609,Leadership,49,Completed
56971,Leadership,102,Completed
26203,Compliance,84,Completed
9972,Leadership,84,Completed
27788,Leadership,14,Completed
44264,Soft Skills,96,Completed
21033,Soft Skills,90,Completed
6327,Leadership,93,Completed
22337,Technical,98,In Progress
4377,Technical,43,Completed
1408,Compliance,49,Completed
8261,Leadership,14,Completed
42279,Leadership,64,Completed
13250,Leadership,54,Completed
24304,Compliance,102,In Progress
2606,Compliance,17,Completed
54159,Soft Skills,66,Completed
23042,Leadership,77,Completed
466,Soft Skills,62,Completed
2558,Technical,45,Completed
481,Technical,14,Completed
26815,Soft Skills,103,Completed
40311,Compliance,39,Completed
20185,Technical,88,In Progress
7259,Leadership,97,Completed
269,Technical,85,Completed
22119,Leadership,25,Completed
15396,Leadership,39,Completed
18224,Leadership,118,Completed
24470,Soft Skills,28,In Progress
35609,Technical,90,In Progress
54793,Leadership,59,Completed
41392,Technical,81,In Progress
13486,Technical,70,Completed
46609,Technical,116,Completed
27275,Soft Skills,45,Completed
4336,Soft Skills,52,In Progress
6055,Leadership,96,Completed
34258,Leadership,14,Completed
30701,Soft Skills,68,Completed
35996,Technical,14,In Progress
55268,Compliance,34,Completed
57150,Soft Skills,59,Completed
31786,Leadership,9,Completed
24709,Soft Skills,99,In Progress
161,Technical,87,Completed
50519,Soft Skills,41,Completed
58346,Soft Skills,100,Completed
39517,Soft Skills,37,Completed
42957,Technical,61,In Progress
6199,Technical,59,Completed
15045,Compliance,39,Completed
41083,Leadership,23,In Progress
16956,Compliance,52,Completed
52569,Technical,16,Completed
1070,Soft Skills,46,Completed
34607,Leadership,37,Completed
46561,Compliance,116,In Progress
28655,Soft Skills,12,Completed
35193,Compliance,57,Completed
35151,Leadership,94,Completed
24992,Compliance,109,Completed
25954,Soft Skills,98,In Progress
12556,Leadership,85,Completed
52812,Soft Skills,98,In Progress
38592,Compliance,39,Completed
47045,Soft Skills,90,Completed
21139,Technical,119,Completed
35011,Technical,22,Completed
14858,Leadership,108,Completed
38482,Compliance,13,In Progress
15686,Technical,11,In Progress
830,Leadership,6,Completed
58611,Leadership,83,Completed
56732,Compliance,95,Completed
4380,Compliance,77,In Progress
40670,Soft Skills,115,In Progress
51944,Leadership,53,Completed
49602,Leadership,52,In Progress
7933,Compliance,10,Completed
2562,Leadership,109,Completed
44225,Soft Skills,46,Completed
1235,Soft Skills,31,Completed
7035,Compliance,30,Completed
14780,Technical,11,Completed
36251,Leadership,104,Completed
9308,Compliance,49,Completed
5449,Leadership,10,Completed
13288,Leadership,114,Completed
5744,Technical,75,Completed
14869,Leadership,81,Completed
50947,Soft Skills,50,Completed
58960,Leadership,77,Completed
1073,Compliance,108,In Progress
32050,Soft Skills,111,In Progress
6484,Leadership,115,Completed
19937,Soft Skills,91,Completed
25003,Soft Skills,94,In Progress
7771,Leadership,12,In Progress
7151,Technical,9,Completed
35889,Leadership,19,Completed
48935,Soft Skills,95,In Progress
15147,Compliance,43,Completed
13807,Soft Skills,98,Completed
1212,Technical,29,Completed
10838,Soft Skills,78,Completed
59629,Technical,17,Completed
55070,Leadership,27,Completed
28760,Soft Skills,42,Completed
53089,Compliance,70,Completed
20549,Leadership,100,Completed
5555,Leadership,47,Completed
30097,Compliance,106,In Progress
48857,Soft Skills,37,In Progress
29588,Compliance,23,Completed
22806,Soft Skills,81,Completed
11064,Technical,88,Completed
5614,Compliance,79,Completed
41312,Leadership,74,In Progress
45563,Technical,25,Completed
13081,Leadership,33,Completed
14329,Soft Skills,41,Completed
58120,Leadership,84,Completed
36212,Technical,66,In Progress
34609,Technical,21,In Progress
29512,Compliance,113,Completed
56935,Compliance,31,Completed
15851,Leadership,102,Completed
58664,Leadership,72,Completed
54656,Leadership,48,In Progress
26096,Compliance,84,Completed
18820,Leadership,107,In Progress
22695,Technical,58,In Progress
46507,Compliance,88,In Progress
59137,Soft Skills,17,Completed
1297,Soft Skills,74,Completed
4374,Leadership,117,Completed
48128,Soft Skills,112,Completed
43118,Technical,72,Completed
22898,Technical,53,Completed
24563,Soft Skills,22,Completed
30914,Technical,30,In Progress
5421,Compliance,104,Completed
33172,Leadership,75,In Progress
59389,Soft Skills,55,In Progress
25357,Compliance,100,Completed
6710,Compliance,117,Completed
12175,Compliance,54,In Progress
49465,Compliance,88,Completed
19089,Leadership,9,In Progress
34177,Technical,99,Completed
24588,Leadership,18,Completed
14099,Soft Skills,117,Completed
1670,Leadership,41,Completed
42136,Leadership,72,Completed
57194,Compliance,21,Completed
12613,Leadership,50,In Progress
2763,Soft Skills,71,In Progress
32521,Technical,84,Completed
31662,Technical,50,Completed
56160,Compliance,82,Completed
5937,Compliance,69,Completed
3407,Leadership,58,In Progress
2630,Technical,53,In Progress
48014,Compliance,98,Completed
48961,Leadership,105,Completed
21617,Compliance,108,Completed
47816,Leadership,46,Completed
9847,Technical,66,Completed
12365,Technical,57,In Progress
53086,Technical,110,In Progress
2218,Technical,32,In Progress
59310,Leadership,66,Completed
4656,Leadership,49,In Progress
18911,Soft Skills,11,Completed
58831,Leadership,55,Completed
39505,Technical,28,In Progress
27065,Compliance,70,In Progress
53973,Soft Skills,70,Completed
25224,Soft Skills,44,Completed
14512,Leadership,53,Completed
54271,Leadership,8,In Progress
4467,Leadership,19,Completed
47302,Soft Skills,101,Completed
47382,Technical,64,In Progress
36206,Leadership,59,Completed
45090,Soft Skills,117,Completed
40775,Leadership,41,Completed
21351,Soft Skills,101,Completed
21278,Soft Skills,115,Completed
43077,Technical,64,In Progress
38131,Leadership,93,Completed
33815,Compliance,58,Completed
50894,Compliance,7,Completed
53142,Compliance,103,In Progress
41087,Compliance,94,In Progress
51158,Technical,117,In Progress
32229,Technical,32,Completed
43359,Compliance,63,Completed
44027,Leadership,34,Completed
38603,Leadership,65,In Progress
31322,Leadership,15,Completed
17971,Soft Skills,74,Completed
12599,Leadership,16,Completed
2231,Technical,7,In Progress
32499,Soft Skills,108,Completed
3773,Compliance,32,In Progress
4466,Leadership,43,Completed
59079,Leadership,69,In Progress
21591,Soft Skills,13,Completed
4177,Leadership,15,Completed
39274,Compliance,107,In Progress
14272,Leadership,27,Completed
3210,Technical,118,Completed
