employee_id,current_level,years_in_current_role,promotion_eligible
2591,Junior,3,Yes
11201,Lead,1,Yes
15647,Junior,2,No
53308,Senior,7,Yes
24458,Senior,4,No
23560,Lead,3,Yes
9258,Mid,2,No
9863,Senior,5,No
44697,Senior,3,No
11553,Lead,3,No
32892,Junior,5,No
46560,Mid,7,No
20742,Junior,3,No
16127,Senior,3,No
32221,Junior,5,No
27389,Junior,0,Yes
15727,Senior,1,No
32102,Junior,4,No
54533,Mid,7,No
59264,Junior,2,Yes
40224,Mid,1,No
40013,Lead,0,No
35514,Junior,7,No
13990,Junior,3,No
56225,Junior,0,No
11541,Lead,1,Yes
51281,Mid,4,Yes
8218,Lead,3,No
40920,Senior,4,No
32367,Senior,0,No
28409,Junior,4,Yes
21052,Junior,1,Yes
42689,Lead,1,No
34992,Lead,2,Yes
8511,Lead,1,Yes
12341,Senior,7,No
55769,Senior,5,Yes
24895,Senior,5,No
54087,Lead,3,No
11044,Mid,6,No
59593,Junior,3,Yes
26552,Junior,6,Yes
53283,Junior,2,No
36317,Senior,6,No
17362,Junior,0,No
14323,Junior,0,No
7952,Mid,0,Yes
31834,Senior,3,Yes
59561,Lead,7,No
11170,Mid,0,Yes
52514,Senior,2,No
23265,Junior,0,Yes
48754,Lead,7,No
40903,Lead,1,Yes
27666,Senior,7,No
46346,Lead,3,No
22503,Mid,3,No
10314,Senior,5,No
48453,Senior,1,No
36682,Lead,4,Yes
10234,Mid,5,No
59249,Mid,6,Yes
1072,Senior,2,No
31185,Mid,0,Yes
32210,Senior,0,No
46035,Senior,1,Yes
16124,Lead,3,No
27146,Mid,6,No
57679,Lead,4,No
13024,Lead,6,No
32590,Lead,1,No
55658,Junior,7,No
27210,Lead,6,Yes
18303,Mid,2,Yes
54656,Senior,7,No
11417,Senior,7,Yes
52363,Senior,2,Yes
24677,Junior,3,Yes
29136,Senior,5,No
9815,Lead,5,No
844,Lead,5,No
32120,Senior,0,No
32347,Mid,1,Yes
26069,Senior,3,Yes
55760,Senior,0,No
47067,Lead,5,No
33867,Lead,4,No
56544,Lead,4,No
9277,Junior,3,Yes
17621,Mid,2,Yes
50432,Lead,3,Yes
31880,Mid,6,No
47101,Senior,4,Yes
22051,Lead,7,Yes
56989,Lead,0,No
34912,Junior,2,No
54003,Lead,3,No
49881,Junior,1,Yes
16687,Lead,2,Yes
29076,Mid,6,No
35726,Junior,4,Yes
40952,Junior,0,Yes
36402,Senior,7,Yes
43718,Junior,0,Yes
2814,Junior,2,Yes
58479,Lead,3,No
37472,Junior,4,No
23858,Mid,6,No
10737,Lead,1,No
5241,Junior,5,No
3353,Mid,0,Yes
17334,Mid,0,Yes
17156,Senior,3,No
5573,Lead,2,Yes
47686,Mid,0,No
30844,Lead,1,No
10926,Senior,0,No
7520,Senior,5,No
284,Junior,0,No
23075,Mid,7,No
6459,Lead,6,No
32544,Junior,2,No
22172,Senior,2,No
16396,Lead,1,Yes
5526,Junior,5,No
49944,Mid,5,No
27692,Senior,5,No
47771,Mid,4,No
39092,Lead,7,Yes
48535,Senior,5,Yes
48422,Mid,0,No
34103,Mid,4,No
59213,Senior,7,No
14654,Senior,5,Yes
22557,Lead,4,Yes
59048,Lead,2,No
32880,Junior,1,No
39794,Junior,3,Yes
40356,Junior,2,No
55732,Senior,3,No
28265,Mid,5,No
42832,Senior,6,Yes
33932,Junior,2,No
33993,Lead,7,No
57779,Senior,1,No
3574,Lead,7,No
11065,Senior,7,No
30491,Senior,4,No
13398,Junior,3,No
19366,Lead,5,No
1518,Mid,7,Yes
847,Mid,3,No
36748,Mid,7,Yes
4441,Lead,0,No
48691,Lead,1,No
38439,Senior,6,No
46823,Junior,2,No
16438,Lead,6,No
58986,Senior,6,No
57448,Mid,4,No
7600,Senior,1,Yes
24837,Lead,2,No
48877,Senior,1,No
35972,Lead,0,Yes
52630,Mid,6,No
59601,Senior,1,Yes
8154,Lead,5,No
18997,Junior,3,Yes
47794,Junior,5,No
47700,Senior,5,No
38686,Senior,1,Yes
40684,Junior,2,No
20455,Lead,3,No
6248,Junior,6,No
16150,Mid,4,No
46435,Junior,3,Yes
38959,Senior,3,Yes
45982,Lead,7,No
35566,Junior,6,Yes
43298,Senior,2,No
56814,Senior,2,No
54401,Mid,2,Yes
56004,Senior,5,No
45954,Senior,4,Yes
39,Mid,3,No
14313,Mid,1,Yes
46788,Mid,7,Yes
55450,Lead,6,No
7840,Mid,3,No
3744,Lead,5,No
32015,Lead,5,Yes
5811,Junior,3,No
13564,Mid,5,No
41723,Mid,2,No
16805,Lead,2,No
27471,Junior,4,Yes
13926,Mid,5,No
47237,Lead,2,No
17169,Mid,6,Yes
17399,Lead,5,Yes
15992,Lead,2,Yes
29835,Lead,5,No
19725,Mid,2,No
42236,Junior,1,Yes
52227,Junior,3,Yes
20765,Senior,1,No
53198,Junior,1,Yes
51494,Mid,4,No
34751,Mid,2,Yes
41948,Mid,6,No
19581,Lead,6,Yes
54577,Lead,3,Yes
14340,Junior,7,No
35699,Senior,0,No
4595,Mid,2,No
59580,Lead,0,No
38968,Mid,5,Yes
43212,Lead,6,No
8825,Junior,5,No
33421,Senior,7,No
17168,Mid,6,Yes
56890,Mid,1,No
27744,Senior,1,Yes
7269,Senior,4,Yes
33679,Lead,3,Yes
40354,Senior,5,Yes
43857,Senior,1,No
43750,Mid,3,No
52908,Lead,2,Yes
10961,Senior,1,Yes
7659,Junior,7,Yes
56515,Senior,2,No
51711,Lead,0,Yes
40207,Mid,6,No
50025,Junior,6,Yes
41294,Senior,1,Yes
41114,Mid,0,Yes
6564,Mid,1,Yes
18455,Lead,3,No
11617,Junior,6,Yes
45196,Junior,1,Yes
15791,Senior,0,No
19263,Junior,5,No
9620,Junior,2,No
14836,Mid,6,No
33290,Mid,3,Yes
51518,Lead,3,Yes
45026,Junior,3,No
59828,Junior,3,No
35507,Mid,6,No
37842,Senior,0,Yes
12921,Lead,4,Yes
44536,Mid,5,No
53558,Junior,6,No
43584,Lead,7,No
27229,Junior,7,No
35163,Senior,7,Yes
34873,Senior,5,No
51745,Lead,1,No
43773,Junior,0,Yes
21723,Senior,3,Yes
29906,Junior,6,No
59642,Senior,3,No
37366,Senior,1,No
14198,Mid,2,No
34917,Mid,4,No
40012,Senior,2,No
14568,Mid,1,No
57816,Mid,2,No
17546,Senior,4,No
32154,Lead,5,No
16026,Mid,3,Yes
16052,Mid,3,Yes
47262,Junior,0,Yes
53144,Mid,7,No
43902,Senior,6,No
6960,Lead,0,No
27565,Mid,4,Yes
49655,Lead,7,No
16407,Junior,2,No
1768,Lead,5,Yes
14463,Lead,6,No
6685,Senior,7,No
6026,Junior,4,Yes
16709,Senior,4,No
42484,Senior,1,Yes
39753,Lead,1,No
43313,Junior,0,No
14791,Junior,0,No
57848,Mid,7,No
29444,Lead,3,No
29119,Mid,3,No
12632,Senior,6,No
36811,Junior,4,No
22540,Lead,6,No
28713,Senior,6,No
36824,Senior,2,Yes
2482,Junior,5,No
48858,Lead,1,Yes
1429,Mid,7,No
17602,Junior,3,No
3490,Lead,1,No
22795,Junior,1,Yes
12866,Lead,7,Yes
59971,Mid,6,No
25501,Senior,6,No
9713,Mid,2,No
27131,Senior,6,No
10920,Senior,1,No
12949,Lead,3,No
26349,Senior,1,No
59085,Lead,3,No
15722,Lead,7,Yes
58400,Junior,3,Yes
20058,Lead,2,Yes
34388,Senior,0,No
45710,Mid,1,Yes
7753,Lead,0,Yes
13435,Lead,5,No
20736,Senior,3,No
53110,Mid,6,Yes
46387,Senior,7,Yes
19747,Mid,7,No
15563,Senior,1,No
36142,Junior,2,No
59813,Senior,4,No
25563,Junior,6,Yes
53812,Mid,6,No
15835,Junior,3,Yes
6053,Senior,6,No
56598,Junior,4,No
36619,Mid,6,No
46492,Lead,1,No
46215,Lead,2,No
46260,Junior,4,No
16425,Lead,7,No
52317,Junior,0,No
4702,Lead,2,No
25931,Junior,7,Yes
41815,Senior,2,No
14565,Lead,6,Yes
30018,Lead,0,Yes
18098,Mid,0,Yes
44315,Junior,5,No
7203,Junior,5,No
19662,Lead,7,No
4601,Junior,3,Yes
50476,Senior,5,No
57645,Lead,3,No
10383,Mid,5,No
3582,Junior,0,No
47749,Senior,1,No
22824,Mid,0,Yes
8296,Junior,1,No
11692,Mid,7,Yes
33979,Senior,7,No
31038,Lead,7,No
23484,Junior,7,No
8850,Junior,1,Yes
17373,Junior,7,No
51670,Senior,0,No
8011,Lead,4,No
8568,Junior,0,No
42268,Mid,0,Yes
9669,Senior,2,No
19027,Junior,5,No
49577,Mid,5,No
2867,Lead,4,Yes
3416,Lead,0,Yes
54248,Lead,2,No
16776,Mid,3,No
41131,Lead,5,Yes
21841,Junior,6,Yes
7723,Junior,0,Yes
36534,Mid,5,No
42977,Lead,7,Yes
35266,Senior,0,No
405,Senior,6,No
54727,Lead,1,No
28419,Mid,6,No
41113,Mid,4,No
19924,Lead,4,Yes
8775,Lead,0,Yes
20788,Mid,6,Yes
31045,Junior,4,No
27078,Lead,7,Yes
16374,Mid,4,Yes
5729,Mid,5,No
54761,Lead,5,Yes
19800,Mid,3,No
49023,Senior,0,No
33046,Senior,4,No
33773,Mid,5,Yes
23756,Mid,7,No
41453,Mid,3,Yes
26552,Junior,1,Yes
14137,Lead,7,No
1365,Lead,4,No
15148,Lead,5,Yes
46837,Lead,4,No
7013,Junior,2,Yes
7034,Mid,4,No
29408,Mid,0,Yes
24273,Junior,6,Yes
51744,Lead,5,No
42578,Senior,5,No
41577,Junior,1,No
25636,Junior,6,No
48407,Mid,4,No
10357,Junior,3,No
42816,Senior,2,Yes
37073,Mid,5,No
46345,Mid,4,No
37797,Senior,6,No
38249,Mid,7,Yes
6643,Lead,2,No
27102,Mid,6,No
49235,Mid,6,No
52032,Mid,3,Yes
26918,Senior,2,Yes
35199,Lead,7,No
30909,Mid,4,Yes
40140,Senior,7,Yes
20557,Mid,2,No
42252,Mid,1,Yes
34975,Junior,7,Yes
27351,Junior,3,No
33210,Lead,1,No
9759,Senior,5,No
43538,Lead,7,No
2005,Junior,4,No
2880,Lead,7,Yes
24779,Junior,6,No
1081,Junior,0,Yes
52185,Mid,4,No
12325,Lead,3,No
30640,Senior,4,No
22415,Mid,3,Yes
25850,Mid,7,No
31274,Mid,3,No
2642,Junior,1,Yes
27735,Senior,0,No
58004,Mid,3,Yes
16352,Senior,4,No
26265,Mid,2,No
15783,Mid,7,No
50850,Senior,6,Yes
20680,Junior,3,Yes
9012,Junior,4,Yes
55073,Mid,2,Yes
50517,Lead,4,No
27952,Lead,3,No
19466,Senior,3,Yes
786,Lead,0,Yes
21604,Junior,7,No
40594,Junior,4,Yes
32858,Lead,6,No
43136,Lead,2,Yes
5605,Junior,7,Yes
13610,Junior,2,No
19098,Lead,6,No
27662,Junior,6,No
25856,Junior,4,Yes
9756,Senior,3,No
32805,Junior,5,No
18123,Junior,0,No
4625,Lead,6,No
59141,Senior,5,No
54327,Lead,1,No
30602,Senior,5,No
35927,Mid,2,Yes
55656,Mid,4,No
15451,Lead,7,Yes
59138,Mid,1,Yes
42536,Junior,6,No
25649,Lead,0,No
16296,Lead,1,No
13552,Mid,2,Yes
57315,Mid,1,Yes
39814,Senior,2,No
50955,Junior,4,No
42065,Senior,7,Yes
32566,Senior,1,No
48723,Mid,2,No
48666,Lead,6,No
12379,Lead,1,Yes
21875,Lead,7,No
53469,Senior,0,No
770,Mid,7,No
45694,Senior,3,Yes
17225,Senior,4,No
10175,Senior,1,No
39004,Mid,6,Yes
9998,Junior,7,Yes
57405,Mid,7,Yes
17,Mid,2,Yes
37035,Senior,1,Yes
22061,Junior,6,No
50791,Mid,6,No
5812,Lead,1,Yes
20646,Mid,3,No
7647,Senior,0,No
22927,Junior,5,No
31522,Mid,6,Yes
27701,Senior,1,No
29063,Senior,3,No
43941,Junior,6,Yes
3172,Senior,3,No
35184,Senior,2,No
13410,Junior,3,Yes
59068,Lead,4,Yes
46406,Senior,5,No
9800,Mid,1,No
45529,Mid,3,Yes
12552,Junior,3,No
58781,Junior,3,No
46642,Lead,1,No
1087,Junior,3,No
57653,Mid,5,Yes
17804,Mid,0,No
41787,Junior,1,Yes
57698,Senior,3,No
43146,Junior,0,Yes
38726,Lead,5,No
55106,Junior,6,No
25558,Junior,1,No
22647,Senior,0,Yes
12479,Junior,4,No
35108,Lead,3,No
41715,Mid,1,Yes
2122,Junior,4,No
20236,Junior,1,Yes
54684,Junior,1,No
49154,Mid,3,Yes
12294,Senior,1,Yes
56415,Junior,4,No
23124,Senior,5,Yes
50639,Junior,5,Yes
57479,Junior,0,No
26128,Senior,3,Yes
56577,Mid,4,No
19721,Mid,2,No
18062,Junior,3,No
10351,Junior,4,No
23273,Mid,5,No
5587,Junior,4,No
28736,Senior,4,No
57455,Lead,7,No
40872,Lead,5,No
24484,Mid,4,Yes
19535,Lead,1,No
15926,Lead,2,Yes
3179,Mid,7,Yes
40839,Senior,0,No
37746,Mid,7,Yes
3479,Mid,3,No
26832,Senior,3,No
30326,Senior,5,No
36375,Senior,7,No
41683,Junior,2,Yes
36139,Junior,2,No
14422,Lead,3,No
20173,Senior,5,No
51874,Senior,6,Yes
57008,Senior,2,Yes
44818,Mid,4,No
49188,Lead,5,No
22695,Senior,0,No
47036,Junior,3,Yes
25302,Mid,6,No
40213,Lead,3,Yes
15325,Junior,3,No
49310,Mid,0,No
58349,Lead,7,Yes
38919,Lead,3,No
47199,Lead,0,No
46710,Senior,5,No
41868,Lead,2,Yes
56728,Lead,3,Yes
51280,Senior,7,No
34257,Lead,4,Yes
51759,Senior,2,Yes
2030,Senior,2,Yes
26431,Senior,5,No
4022,Lead,4,No
14049,Senior,3,Yes
9287,Mid,2,No
16313,Junior,5,Yes
24571,Lead,6,No
59863,Junior,6,Yes
44650,Mid,2,No
356,Lead,6,Yes
5891,Junior,6,Yes
53471,Junior,4,No
31813,Senior,1,No
43076,Lead,2,No
20943,Lead,1,No
57736,Junior,4,No
27338,Senior,4,No
8146,Lead,7,No
20526,Junior,2,No
391,Junior,4,No
17140,Junior,3,No
32413,Junior,6,Yes
59818,Senior,5,Yes
50616,Senior,7,Yes
13591,Junior,2,Yes
30168,Junior,3,No
20274,Mid,3,Yes
25666,Mid,2,Yes
32460,Senior,2,Yes
17849,Mid,0,Yes
31117,Mid,6,No
53862,Junior,3,No
7802,Mid,2,No
16370,Junior,3,No
46079,Senior,0,No
39180,Junior,6,No
15568,Mid,3,Yes
45647,Senior,5,No
40637,Junior,0,No
43827,Senior,4,Yes
20222,Junior,0,No
2791,Mid,1,No
54792,Junior,4,No
19460,Lead,0,Yes
12104,Mid,0,No
59714,Mid,1,No
12849,Lead,5,No
56596,Mid,0,No
56827,Mid,5,No
29413,Senior,2,No
56331,Lead,3,No
15444,Junior,7,No
18862,Junior,5,No
39180,Lead,7,No
51841,Lead,2,No
45156,Junior,6,No
18964,Mid,7,No
8091,Junior,3,Yes
46714,Senior,1,Yes
11243,Lead,2,No
13728,Mid,3,No
49316,Mid,5,No
48649,Senior,0,No
1444,Senior,3,No
54568,Lead,2,No
27371,Lead,2,No
17665,Senior,6,No
51289,Senior,3,No
48418,Mid,3,Yes
58319,Junior,6,Yes
24415,Lead,2,No
46327,Junior,7,Yes
7298,Junior,2,Yes
43492,Junior,4,No
29767,Junior,3,No
35458,Mid,6,No
27811,Junior,5,No
56864,Senior,2,Yes
44844,Lead,0,Yes
32644,Mid,7,No
22301,Senior,3,No
23908,Senior,7,No
35619,Senior,7,No
26528,Mid,0,No
55578,Lead,5,No
36947,Lead,4,Yes
4355,Lead,1,Yes
28748,Mid,6,Yes
20136,Lead,3,No
5450,Lead,3,No
15396,Senior,4,No
43582,Lead,4,Yes
13120,Mid,5,Yes
39365,Senior,5,Yes
38360,Junior,4,No
44568,Mid,5,Yes
15891,Lead,0,Yes
56981,Mid,0,Yes
45587,Lead,5,No
19803,Junior,2,Yes
45114,Senior,1,No
22074,Mid,2,No
13514,Junior,7,No
55749,Senior,1,No
58096,Lead,2,No
28388,Mid,3,Yes
47897,Mid,3,Yes
43236,Mid,1,Yes
26425,Senior,2,Yes
52035,Lead,3,Yes
24425,Lead,0,No
3842,Lead,6,No
10646,Junior,2,No
49617,Mid,1,No
50427,Junior,2,No
26875,Mid,7,No
41743,Lead,5,Yes
30821,Mid,6,Yes
57874,Junior,7,No
47582,Mid,7,Yes
50138,Junior,7,No
35883,Senior,1,Yes
56769,Mid,6,No
22628,Lead,7,No
43403,Lead,2,No
45508,Lead,6,No
22128,Lead,7,No
52507,Mid,5,Yes
45158,Mid,3,No
18145,Mid,7,No
19375,Lead,7,No
29249,Junior,4,No
46091,Mid,2,No
44360,Mid,0,Yes
5221,Senior,4,No
7430,Lead,6,No
29763,Mid,0,No
44596,Junior,1,No
17985,Mid,7,Yes
59388,Junior,3,No
28436,Senior,5,Yes
8743,Junior,5,No
25406,Senior,1,No
57339,Senior,3,Yes
39985,Senior,2,No
9168,Lead,3,No
38594,Mid,3,Yes
56947,Mid,3,No
10532,Junior,3,Yes
41694,Senior,7,Yes
39733,Mid,5,No
55991,Lead,0,Yes
20370,Mid,1,Yes
58492,Junior,5,No
19515,Senior,3,Yes
15366,Mid,6,Yes
14147,Junior,2,Yes
28888,Junior,2,No
48280,Lead,6,No
9321,Senior,5,No
1771,Junior,2,No
8164,Mid,0,No
50312,Mid,7,No
58439,Mid,2,No
47862,Lead,2,No
31629,Senior,7,No
52264,Lead,2,Yes
40514,Senior,2,Yes
49165,Junior,5,Yes
39178,Junior,1,No
28785,Senior,6,No
54056,Mid,6,No
53790,Mid,4,No
2778,Mid,4,No
18967,Mid,2,Yes
30090,Junior,2,Yes
19498,Junior,1,No
25089,Senior,1,No
3940,Junior,7,No
35633,Lead,0,No
56151,Junior,7,No
55539,Lead,3,No
4354,Senior,1,No
8766,Junior,7,Yes
39196,Junior,5,No
2556,Junior,6,Yes
57311,Mid,3,Yes
16896,Senior,3,No
39166,Junior,5,No
27512,Junior,6,No
16066,Senior,7,Yes
29764,Mid,4,No
26747,Lead,6,Yes
38911,Senior,1,No
21384,Mid,7,No
37758,Senior,3,Yes
50313,Senior,4,No
35176,Junior,7,No
24957,Mid,4,No
59834,Lead,6,No
23901,Senior,0,Yes
32039,Mid,1,No
39875,Senior,4,No
39121,Lead,7,No
19396,Junior,5,Yes
28830,Lead,7,Yes
52053,Senior,1,Yes
42178,Senior,1,No
13697,Senior,5,Yes
34064,Lead,2,Yes
36218,Senior,0,Yes
3447,Junior,6,No
10909,Lead,4,Yes
35824,Lead,2,Yes
13207,Lead,5,No
39994,Senior,1,Yes
23689,Junior,5,No
15442,Mid,4,No
41906,Mid,1,No
11264,Senior,5,No
6955,Senior,1,No
30365,Senior,0,No
18655,Senior,1,No
33718,Lead,3,No
369,Senior,5,Yes
6236,Senior,0,No
43128,Junior,4,Yes
8346,Junior,5,No
17888,Junior,3,No
56775,Junior,0,No
2209,Senior,2,No
37079,Junior,1,Yes
12025,Junior,3,No
34512,Lead,3,No
6958,Lead,6,Yes
31143,Senior,7,Yes
59600,Senior,7,No
33117,Mid,2,No
58781,Mid,4,No
35851,Lead,3,No
44144,Lead,2,Yes
25681,Senior,7,No
34740,Junior,2,Yes
42752,Junior,6,Yes
10358,Junior,5,Yes
55174,Mid,2,Yes
48403,Mid,0,No
56782,Mid,0,No
32003,Mid,2,No
22336,Mid,7,Yes
30454,Mid,3,No
17831,Senior,1,No
3793,Lead,2,No
12504,Lead,3,No
13813,Senior,4,No
53982,Lead,5,Yes
34019,Lead,4,No
8706,Lead,5,No
53464,Junior,6,Yes
10002,Lead,3,No
50720,Junior,7,No
22378,Senior,5,Yes
53315,Mid,1,Yes
43110,Mid,2,No
29567,Senior,1,Yes
38876,Lead,0,No
34574,Junior,7,Yes
48855,Junior,5,No
9016,Senior,7,No
26359,Senior,7,No
6928,Mid,4,Yes
13668,Senior,5,No
30928,Mid,0,No
32663,Mid,6,Yes
21804,Senior,5,No
840,Mid,2,Yes
18320,Senior,6,No
9803,Mid,5,Yes
16668,Senior,2,No
17299,Mid,0,No
15232,Junior,5,Yes
56984,Senior,0,No
54832,Senior,4,Yes
16639,Mid,6,Yes
52993,Lead,3,No
33691,Mid,4,No
53450,Senior,5,Yes
4913,Mid,7,Yes
39066,Mid,6,No
12581,Lead,3,Yes
29033,Junior,5,No
36870,Lead,7,No
57733,Junior,3,Yes
42298,Lead,1,Yes
20718,Mid,3,No
14268,Mid,4,No
37563,Senior,3,No
41355,Junior,4,No
42439,Lead,7,No
40703,Mid,1,Yes
38437,Senior,4,No
25621,Mid,3,No
24241,Senior,5,Yes
51579,Senior,4,No
9086,Junior,2,No
3061,Junior,4,No
27840,Lead,0,No
47141,Senior,6,Yes
32670,Lead,4,No
13056,Lead,3,Yes
57062,Lead,2,No
2755,Junior,1,No
50607,Lead,6,No
23788,Lead,7,No
5695,Lead,3,No
6151,Lead,1,No
16901,Senior,4,Yes
26768,Junior,0,No
49484,Lead,7,Yes
2270,Junior,7,Yes
7126,Junior,6,No
25276,Senior,7,No
2449,Junior,4,No
27310,Mid,7,Yes
3452,Mid,2,Yes
20937,Junior,1,No
53270,Lead,4,Yes
47991,Mid,0,Yes
1260,Lead,3,Yes
3301,Senior,0,Yes
6129,Mid,2,No
29869,Senior,1,No
36429,Senior,4,No
49955,Junior,3,No
437,Mid,1,Yes
24146,Senior,0,Yes
35289,Mid,0,No
24809,Junior,3,No
12477,Senior,3,Yes
49771,Lead,2,No
38725,Lead,6,No
13835,Junior,6,No
46974,Junior,6,No
52284,Senior,4,Yes
16300,Mid,5,Yes
53014,Lead,2,No
17232,Senior,2,No
15607,Mid,3,Yes
9699,Mid,1,Yes
8435,Lead,5,No
7084,Junior,5,No
43478,Junior,1,No
45507,Junior,5,No
31486,Mid,7,No
33113,Senior,3,Yes
6432,Mid,1,No
9763,Mid,2,No
4765,Senior,7,Yes
6747,Junior,1,No
19442,Senior,0,No
46340,Mid,7,No
12819,Mid,5,Yes
34337,Junior,4,Yes
26841,Senior,3,No
59801,Junior,3,Yes
17236,Junior,7,Yes
58282,Mid,7,Yes
44083,Senior,6,Yes
13800,Senior,0,No
50515,Senior,6,No
41956,Senior,0,Yes
777,Mid,4,No
4164,Mid,7,Yes
4139,Junior,6,No
22001,Senior,0,No
3389,Senior,7,Yes
12156,Junior,6,No
7715,Junior,0,Yes
59654,Junior,3,Yes
23470,Senior,7,Yes
15368,Mid,5,No
1006,Senior,3,No
52984,Junior,6,Yes
21886,Lead,4,Yes
43819,Lead,2,No
15479,Mid,2,Yes
52406,Lead,7,No
49401,Junior,2,No
619,Mid,6,No
47329,Senior,6,No
37506,Mid,2,No
46560,Mid,5,No
36494,Junior,3,Yes
36767,Junior,2,No
20019,Lead,0,No
25271,Junior,6,Yes
45952,Senior,7,Yes
5432,Mid,0,No
45517,Mid,0,Yes
20582,Lead,2,No
50858,Mid,3,No
18078,Mid,5,No
26250,Lead,7,No
19264,Senior,1,No
3932,Junior,7,No
4244,Junior,5,Yes
43809,Senior,0,No
25144,Mid,2,Yes
18170,Mid,4,No
51067,Junior,3,No
11590,Mid,4,Yes
10746,Senior,3,No
11535,Junior,2,Yes
10656,Mid,7,Yes
26405,Senior,6,No
47764,Lead,0,Yes
13670,Senior,5,No
45052,Mid,2,No
40720,Senior,6,No
10600,Lead,2,Yes
17928,Mid,7,No
8810,Junior,6,No
37509,Senior,5,Yes
17785,Senior,4,Yes
56930,Senior,1,No
7433,Senior,5,No
54087,Mid,0,No
27321,Senior,7,Yes
22118,Junior,0,No
29162,Mid,5,Yes
22712,Mid,7,No
7188,Junior,3,Yes
27525,Mid,4,Yes
53004,Lead,3,No
12500,Mid,0,No
13478,Lead,3,Yes
6253,Mid,1,No
54068,Junior,4,No
55958,Mid,1,No
53490,Junior,2,No
9894,Junior,3,Yes
49771,Junior,5,No
57549,Lead,1,No
56591,Junior,1,No
17451,Senior,5,No
55400,Mid,0,No
49199,Junior,1,No
56596,Mid,2,No
8779,Senior,0,Yes
4231,Junior,6,Yes
54313,Mid,2,Yes
20579,Junior,2,No
13651,Mid,6,No
51197,Lead,7,No
56762,Mid,1,No
11765,Lead,3,Yes
9225,Senior,3,No
15151,Mid,6,No
22373,Junior,4,No
43121,Senior,0,No
38658,Mid,5,No
35583,Mid,2,No
53788,Mid,2,No
6440,Senior,0,Yes
22615,Lead,6,No
6331,Lead,1,Yes
28852,Mid,7,No
22404,Mid,4,No
21711,Mid,1,Yes
780,Senior,1,No
53409,Junior,0,No
40043,Junior,2,No
15776,Junior,2,No
35531,Lead,4,Yes
53842,Lead,3,Yes
21982,Mid,4,No
168,Lead,6,No
37582,Junior,3,No
25391,Mid,7,Yes
6427,Lead,6,Yes
8647,Lead,7,Yes
34208,Mid,2,No
31635,Lead,2,No
9686,Lead,0,No
30516,Junior,2,No
775,Lead,7,No
33197,Senior,1,Yes
34926,Senior,5,Yes
59633,Lead,1,Yes
6924,Mid,4,No
16601,Junior,1,Yes
47427,Senior,5,No
25810,Senior,1,Yes
6946,Junior,2,No
14622,Mid,4,No
12514,Lead,6,Yes
51530,Junior,2,No
28579,Junior,5,No
37057,Senior,3,Yes
35646,Mid,3,Yes
30737,Senior,1,No
45207,Mid,4,No
51107,Senior,4,No
57436,Lead,2,No
13276,Junior,1,Yes
24347,Senior,1,No
34712,Lead,7,Yes
4622,Senior,7,No
46796,Junior,6,Yes
13144,Mid,5,No
36311,Junior,4,No
52352,Mid,3,No
31259,Lead,0,Yes
59587,Lead,7,Yes
52695,Lead,5,Yes
25206,Lead,6,Yes
275,Lead,7,Yes
18478,Senior,1,Yes
56359,Junior,7,Yes
58774,Junior,4,No
16815,Senior,4,No
35361,Senior,0,Yes
27450,Senior,1,Yes
47110,Senior,4,No
32461,Senior,3,Yes
26329,Mid,2,No
51119,Mid,0,No
46108,Senior,2,Yes
26556,Junior,7,No
4039,Mid,4,No
52917,Lead,5,No
8656,Junior,6,Yes
27164,Junior,2,No
22611,Lead,4,No
4472,Junior,5,No
54247,Mid,2,No
24569,Senior,3,No
31401,Lead,5,No
47666,Senior,1,No
3704,Lead,3,No
2832,Junior,4,No
43599,Lead,0,No
46706,Lead,3,No
40380,Lead,0,Yes
50120,Lead,3,No
19058,Lead,3,No
36974,Mid,4,No
47206,Lead,0,No
29008,Senior,7,No
10459,Senior,0,No
50975,Lead,7,No
683,Lead,6,No
58273,Senior,3,No
776,Senior,1,No
35611,Lead,3,No
46946,Lead,2,No
18164,Mid,6,No
4265,Junior,1,Yes
32883,Senior,4,No
42812,Lead,7,Yes
39196,Junior,4,Yes
57839,Lead,0,No
35193,Mid,0,No
15602,Lead,3,Yes
42749,Mid,5,Yes
48510,Junior,3,No
27817,Junior,3,No
15144,Lead,2,Yes
13604,Lead,7,No
19611,Lead,2,Yes
20457,Lead,1,No
23274,Junior,1,Yes
56210,Junior,5,No
37385,Lead,7,No
25708,Senior,5,No
45807,Lead,0,No
30447,Lead,0,No
50630,Senior,4,Yes
23529,Lead,4,No
59986,Mid,0,No
54897,Lead,4,No
36273,Mid,3,No
31039,Junior,1,No
55817,Senior,3,Yes
54648,Lead,6,No
22298,Mid,3,Yes
22159,Junior,1,No
10874,Mid,4,Yes
2338,Senior,5,Yes
37343,Junior,1,Yes
38588,Lead,7,No
33343,Junior,5,No
55009,Junior,3,No
13163,Lead,6,Yes
14145,Senior,6,No
25573,Mid,1,No
9778,Senior,0,Yes
21479,Junior,3,Yes
8744,Mid,6,Yes
1109,Senior,7,No
24766,Senior,2,Yes
32170,Senior,2,No
33978,Mid,5,No
49731,Junior,2,No
11463,Junior,6,No
52271,Mid,5,No
16192,Senior,3,Yes
10179,Mid,5,No
28245,Lead,6,Yes
59713,Lead,6,No
38790,Junior,3,No
