department,current_headcount,projected_growth_pct,future_headcount
Sales,119,19.25,142.0
Tech,219,0.02,219.0
Finance,177,4.61,185.0
Sales,241,-7.4,223.0
HR,212,21.49,258.0
Finance,244,10.13,269.0
Finance,274,4.17,285.0
HR,217,22.15,265.0
Tech,248,-6.41,232.0
Tech,199,-9.71,180.0
HR,260,-0.95,258.0
Tech,188,-2.68,183.0
Sales,52,-4.34,50.0
Tech,233,20.64,281.0
HR,56,23.61,69.0
Sales,56,6.15,59.0
Sales,40,5.27,42.0
Tech,20,15.73,23.0
Sales,183,4.39,191.0
Tech,120,19.37,143.0
Tech,119,21.64,145.0
Sales,296,-0.89,293.0
Finance,10,15.74,12.0
Tech,147,4.7,154.0
HR,16,8.28,17.0
Tech,23,-4.61,22.0
HR,202,-9.32,183.0
HR,273,10.65,302.0
Sales,29,14.13,33.0
Sales,239,2.38,245.0
Tech,24,1.73,24.0
HR,52,5.03,55.0
HR,299,8.66,325.0
Tech,154,9.06,168.0
Sales,23,19.8,28.0
HR,145,18.86,172.0
HR,156,2.36,160.0
HR,299,-3.53,288.0
Finance,35,15.4,40.0
Sales,212,24.0,263.0
Finance,77,0.01,77.0
Tech,196,18.03,231.0
HR,201,-5.04,191.0
Tech,269,12.35,302.0
Sales,118,-4.87,112.0
HR,100,-8.37,92.0
Sales,158,6.82,169.0
Finance,76,-1.5,75.0
Tech,84,-3.77,81.0
Sales,168,-2.8,163.0
Finance,13,6.65,14.0
Tech,17,23.21,21.0
Sales,271,-3.67,261.0
Finance,121,-3.02,117.0
Finance,115,-2.03,113.0
Sales,123,22.86,151.0
Sales,155,19.1,185.0
Tech,78,9.09,85.0
HR,120,13.87,137.0
HR,262,-6.13,246.0
HR,134,17.76,158.0
Tech,192,15.29,221.0
Sales,133,23.44,164.0
Finance,123,1.95,125.0
HR,251,5.35,264.0
Finance,27,19.15,32.0
Sales,6,9.25,7.0
Sales,58,-0.5,58.0
Finance,285,23.63,352.0
HR,243,13.55,276.0
Finance,80,6.55,85.0
Finance,57,13.88,65.0
Finance,220,11.04,244.0
Sales,135,11.63,151.0
Finance,5,23.02,6.0
Sales,67,13.82,76.0
Finance,251,0.26,252.0
Tech,106,23.95,131.0
Tech,153,-9.89,138.0
HR,270,-8.44,247.0
HR,141,13.71,160.0
Finance,80,-2.77,78.0
Sales,272,8.7,296.0
HR,207,23.91,256.0
Tech,67,-8.14,62.0
Finance,65,2.23,66.0
HR,64,9.69,70.0
HR,121,-3.43,117.0
Sales,64,8.04,69.0
Finance,169,11.39,188.0
HR,296,8.12,320.0
Sales,296,22.1,361.0
Sales,94,-8.16,86.0
HR,66,7.0,71.0
Sales,32,-7.32,30.0
Finance,261,3.23,269.0
Finance,258,2.02,263.0
Sales,31,19.33,37.0
HR,83,0.36,83.0
Sales,259,-2.3,253.0
HR,120,-9.82,108.0
Sales,173,17.41,203.0
Tech,5,2.47,5.0
Finance,9,4.33,9.0
Finance,247,-9.9,223.0
Tech,213,15.25,245.0
HR,227,-2.27,222.0
HR,248,-7.08,230.0
HR,68,16.4,79.0
Sales,182,-3.01,177.0
Tech,154,-9.18,140.0
HR,5,-2.28,5.0
Sales,175,10.7,194.0
Sales,51,16.94,60.0
Sales,103,-4.71,98.0
Tech,16,-9.89,14.0
Finance,215,10.42,237.0
Sales,282,18.26,333.0
HR,292,7.97,315.0
Tech,32,13.16,36.0
Tech,19,-2.63,19.0
Finance,233,-8.01,214.0
HR,125,-6.34,117.0
Sales,176,-7.24,163.0
Finance,60,21.26,73.0
HR,18,13.2,20.0
Sales,150,17.13,176.0
Finance,170,0.55,171.0
Finance,82,4.68,86.0
HR,77,2.65,79.0
Finance,61,12.75,69.0
Sales,244,14.01,278.0
Tech,246,10.85,273.0
Finance,152,-8.74,139.0
HR,35,-1.77,34.0
Sales,258,18.95,307.0
HR,46,5.83,49.0
Finance,108,10.47,119.0
Tech,258,-0.94,256.0
Tech,175,4.38,183.0
Finance,175,15.4,202.0
Tech,20,3.76,21.0
Finance,83,3.94,86.0
Tech,21,7.39,23.0
Tech,251,6.87,268.0
Finance,193,24.42,240.0
Sales,109,10.51,120.0
Tech,215,-2.52,210.0
Sales,240,-7.86,221.0
HR,216,-8.94,197.0
Finance,62,2.5,64.0
Tech,15,8.78,16.0
Finance,123,-7.54,114.0
Tech,235,4.46,245.0
Finance,223,20.69,269.0
Finance,268,4.11,279.0
Sales,96,23.47,119.0
Sales,72,13.44,82.0
HR,285,24.59,355.0
Finance,159,8.18,172.0
HR,157,19.15,187.0
HR,71,18.75,84.0
Tech,296,1.54,301.0
Sales,229,17.97,270.0
Tech,278,-2.72,270.0
Sales,75,16.85,88.0
HR,57,18.78,68.0
HR,168,18.34,199.0
Finance,31,-1.84,30.0
Sales,85,15.31,98.0
Sales,39,-7.81,36.0
Finance,60,-3.46,58.0
Sales,105,18.43,124.0
HR,161,11.75,180.0
HR,134,20.05,161.0
Sales,287,16.27,334.0
Tech,267,24.05,331.0
Finance,46,10.62,51.0
Sales,243,3.25,251.0
HR,236,-0.55,235.0
Finance,134,3.01,138.0
Tech,119,22.4,146.0
Tech,36,-4.9,34.0
Sales,93,6.0,99.0
Sales,213,9.36,233.0
Tech,90,-6.96,84.0
HR,219,15.9,254.0
Tech,180,20.28,217.0
Finance,19,0.12,19.0
Tech,106,14.24,121.0
HR,152,11.92,170.0
Sales,223,-6.55,208.0
HR,299,14.46,342.0
Finance,165,-5.07,157.0
Tech,168,9.87,185.0
Tech,246,3.75,255.0
Tech,9,20.75,11.0
Sales,64,11.44,71.0
Finance,175,-6.74,163.0
Tech,159,-1.61,156.0
Finance,233,3.08,240.0
Sales,194,23.15,239.0
Sales,80,21.09,97.0
Sales,101,-2.69,98.0
Sales,109,17.31,128.0
Sales,81,22.23,99.0
Finance,172,21.35,209.0
HR,155,8.93,169.0
HR,229,13.82,261.0
Finance,281,3.47,291.0
Finance,98,24.26,122.0
Sales,206,15.7,238.0
HR,96,19.82,115.0
Finance,137,7.72,148.0
Sales,149,4.72,156.0
Sales,83,-3.46,80.0
Finance,86,-0.61,85.0
Finance,72,24.62,90.0
HR,281,7.34,302.0
Tech,287,-0.02,287.0
Tech,191,4.81,200.0
HR,58,23.29,72.0
Finance,202,2.51,207.0
Finance,90,18.5,107.0
HR,37,-0.91,37.0
Tech,280,-5.57,264.0
Tech,252,-6.83,235.0
HR,166,-8.08,153.0
HR,295,20.3,355.0
Finance,153,-1.55,151.0
HR,61,-3.45,59.0
Finance,213,20.2,256.0
Tech,168,3.8,174.0
Tech,224,-6.27,210.0
Sales,225,4.97,236.0
Tech,28,13.74,32.0
Sales,97,19.23,116.0
Sales,230,6.39,245.0
Tech,142,22.56,174.0
Finance,224,-7.74,207.0
HR,249,0.84,251.0
HR,220,19.69,263.0
HR,95,5.18,100.0
Sales,42,17.9,50.0
Tech,59,14.99,68.0
Finance,284,10.78,315.0
Finance,144,-1.63,142.0
Finance,231,10.15,254.0
Sales,143,7.81,154.0
HR,84,18.37,99.0
Finance,123,22.29,150.0
Finance,77,12.71,87.0
HR,227,-2.27,222.0
Sales,215,13.61,244.0
Sales,186,16.72,217.0
Finance,148,18.66,176.0
Tech,198,23.9,245.0
Finance,67,11.84,75.0
HR,146,1.66,148.0
HR,126,-3.09,122.0
Sales,63,-9.99,57.0
Sales,219,3.54,227.0
Finance,130,15.22,150.0
HR,63,2.47,65.0
Finance,178,-7.59,164.0
Tech,84,24.91,105.0
Finance,232,0.39,233.0
Sales,106,-2.45,103.0
Sales,84,7.27,90.0
Tech,263,-1.71,259.0
Sales,218,-1.71,214.0
Sales,57,7.57,61.0
Finance,119,13.22,135.0
HR,236,15.22,272.0
Sales,137,17.47,161.0
Sales,238,6.3,253.0
HR,6,10.51,7.0
Sales,92,21.34,112.0
Finance,289,12.38,325.0
HR,13,-3.74,13.0
HR,90,-6.07,85.0
Tech,49,13.51,56.0
Tech,237,7.56,255.0
Sales,84,16.8,98.0
Finance,225,3.34,233.0
Sales,35,21.93,43.0
Finance,128,14.39,146.0
HR,299,13.29,339.0
HR,285,14.0,325.0
Sales,228,8.97,248.0
Finance,260,10.35,287.0
HR,171,22.89,210.0
Sales,232,9.54,254.0
Finance,154,12.96,174.0
HR,92,-7.67,85.0
HR,67,12.1,75.0
Sales,297,11.25,330.0
Tech,96,4.34,100.0
Tech,114,1.9,116.0
Tech,143,21.56,174.0
Tech,212,-7.27,197.0
HR,36,-4.25,34.0
Sales,96,4.2,100.0
Tech,40,12.99,45.0
HR,198,19.18,236.0
Tech,77,-9.35,70.0
HR,54,-0.23,54.0
Sales,241,15.34,278.0
Finance,188,4.65,197.0
Sales,174,12.45,196.0
Finance,156,5.09,164.0
HR,50,-7.46,46.0
HR,204,18.6,242.0
HR,207,17.42,243.0
Sales,256,18.22,303.0
Tech,190,21.73,231.0
Tech,205,15.58,237.0
HR,252,15.11,290.0
HR,211,-2.45,206.0
HR,292,4.85,306.0
Sales,282,4.17,294.0
HR,117,4.17,122.0
Finance,133,21.74,162.0
HR,194,0.34,195.0
HR,103,16.52,120.0
HR,291,23.57,360.0
Tech,261,15.56,302.0
Tech,11,4.94,12.0
Sales,90,6.61,96.0
Finance,193,-3.15,187.0
Tech,157,8.57,170.0
Finance,97,21.83,118.0
Finance,166,1.52,169.0
Tech,67,-2.46,65.0
HR,194,12.53,218.0
Finance,93,20.31,112.0
Tech,297,-0.66,295.0
Finance,52,9.95,57.0
HR,258,22.82,317.0
Finance,199,17.8,234.0
Finance,13,-9.82,12.0
Tech,71,-0.7,71.0
Tech,155,7.23,166.0
HR,290,20.27,349.0
Tech,218,1.01,220.0
Sales,241,5.81,255.0
HR,25,2.27,26.0
Tech,187,-3.38,181.0
Tech,123,17.52,145.0
Sales,84,9.38,92.0
HR,38,-2.2,37.0
Tech,72,24.35,90.0
Sales,290,12.28,326.0
Tech,24,10.61,27.0
Tech,217,-1.56,214.0
Sales,109,5.82,115.0
Finance,83,-2.49,81.0
Finance,162,-0.23,162.0
Tech,152,18.47,180.0
Sales,135,18.29,160.0
Tech,100,-2.02,98.0
Sales,206,7.41,221.0
Finance,147,15.36,170.0
Sales,60,11.58,67.0
Tech,282,18.22,333.0
Finance,166,14.39,190.0
Finance,230,1.1,233.0
Finance,10,-0.95,10.0
Finance,107,20.77,129.0
Tech,216,20.32,260.0
Tech,277,-1.06,274.0
HR,274,15.01,315.0
HR,225,20.03,270.0
Sales,5,16.58,6.0
Sales,163,3.02,168.0
HR,151,-7.05,140.0
Sales,95,19.13,113.0
Tech,253,21.07,306.0
Tech,77,-7.6,71.0
HR,70,-3.7,67.0
Tech,202,2.1,206.0
HR,234,-3.14,227.0
Sales,85,-6.98,79.0
HR,123,8.93,134.0
Finance,217,-4.16,208.0
Tech,58,8.87,63.0
Finance,56,5.57,59.0
Sales,30,6.65,32.0
Sales,131,15.91,152.0
Tech,163,1.27,165.0
HR,291,-6.35,273.0
HR,100,7.37,107.0
HR,279,-2.02,273.0
Sales,143,20.88,173.0
Tech,116,21.77,141.0
HR,142,12.16,159.0
Tech,270,14.31,309.0
Tech,225,-4.48,215.0
Finance,221,-4.86,210.0
Tech,75,20.83,91.0
HR,274,2.38,281.0
HR,75,2.0,76.0
HR,30,15.12,35.0
Sales,73,5.51,77.0
HR,227,12.39,255.0
Sales,132,-3.05,128.0
HR,152,-3.0,147.0
HR,121,14.17,138.0
HR,214,-5.13,203.0
HR,256,7.39,275.0
HR,153,5.72,162.0
HR,204,13.71,232.0
Tech,258,-2.75,251.0
Finance,192,-3.56,185.0
Tech,28,15.78,32.0
Tech,40,16.22,46.0
Sales,102,-9.84,92.0
Tech,168,18.18,199.0
Finance,207,21.83,252.0
Tech,58,-4.04,56.0
Finance,6,14.85,7.0
Finance,19,-8.04,17.0
Finance,221,17.52,260.0
Tech,85,18.08,100.0
Sales,278,24.85,347.0
Tech,228,13.49,259.0
Sales,34,-9.18,31.0
Sales,66,23.12,81.0
Sales,166,4.42,173.0
Sales,212,8.83,231.0
Finance,273,5.43,288.0
Finance,210,19.37,251.0
Sales,128,-6.52,120.0
HR,85,-9.54,77.0
Finance,76,22.26,93.0
HR,273,8.08,295.0
Tech,257,13.13,291.0
Tech,112,19.73,134.0
Tech,137,-6.34,128.0
HR,13,-2.8,13.0
Finance,140,-2.55,136.0
Sales,83,11.12,92.0
HR,52,-4.01,50.0
HR,258,-3.94,248.0
HR,112,-2.05,110.0
Sales,120,-0.67,119.0
Sales,298,12.23,334.0
Sales,203,12.58,229.0
HR,132,10.58,146.0
Tech,100,2.63,103.0
Sales,256,5.04,269.0
Sales,298,6.77,318.0
Tech,202,17.69,238.0
Sales,250,10.22,276.0
Tech,262,6.05,278.0
Sales,161,3.16,166.0
Finance,169,0.67,170.0
HR,27,2.44,28.0
HR,213,23.37,263.0
Tech,60,1.38,61.0
Sales,230,24.71,287.0
Tech,291,-7.93,268.0
Sales,17,-7.37,16.0
Finance,243,1.69,247.0
Sales,280,1.85,285.0
Tech,206,5.36,217.0
Finance,289,-5.0,275.0
Tech,174,10.92,193.0
Tech,134,13.82,153.0
Finance,70,4.11,73.0
Tech,17,-8.56,16.0
HR,163,11.34,181.0
Tech,122,6.31,130.0
HR,70,8.12,76.0
HR,206,7.87,222.0
Tech,145,16.44,169.0
Tech,111,21.05,134.0
HR,68,13.92,77.0
Finance,191,20.18,230.0
Sales,135,17.39,158.0
Finance,173,5.86,183.0
Tech,34,10.32,38.0
HR,149,-3.5,144.0
Tech,117,3.99,122.0
Tech,104,3.06,107.0
Tech,53,24.15,66.0
Sales,258,-1.73,254.0
Tech,138,-3.56,133.0
Sales,25,17.46,29.0
Finance,283,15.47,327.0
Tech,189,21.1,229.0
Tech,73,18.06,86.0
Tech,224,21.51,272.0
HR,47,6.35,50.0
Finance,38,-7.53,35.0
Finance,219,16.27,255.0
HR,104,20.06,125.0
Finance,223,11.31,248.0
Sales,298,-3.52,288.0
Finance,73,14.28,83.0
Tech,185,6.06,196.0
Sales,142,20.2,171.0
Sales,123,10.91,136.0
HR,155,-7.95,143.0
Tech,27,-5.58,25.0
Sales,73,4.42,76.0
Finance,166,2.16,170.0
Sales,226,-5.36,214.0
Tech,49,2.52,50.0
Tech,114,7.67,123.0
Sales,168,12.27,189.0
HR,35,-0.88,35.0
Finance,121,18.98,144.0
Finance,258,5.79,273.0
Tech,241,-1.45,238.0
Finance,86,-3.3,83.0
Sales,232,20.9,280.0
Sales,146,18.45,173.0
HR,234,23.2,288.0
Tech,88,1.9,90.0
Sales,67,3.42,69.0
Finance,191,-3.83,184.0
Tech,178,21.91,217.0
Tech,198,10.98,220.0
Finance,234,-8.81,213.0
Sales,283,13.42,321.0
Finance,33,-7.38,31.0
HR,121,21.24,147.0
Finance,279,14.94,321.0
Sales,86,-7.18,80.0
Finance,99,14.7,114.0
Sales,291,14.51,333.0
Sales,244,17.96,288.0
Tech,286,14.18,327.0
Tech,30,3.6,31.0
Sales,225,-8.61,206.0
Sales,118,-5.75,111.0
Tech,204,-2.67,199.0
Finance,14,-0.13,14.0
Finance,191,6.45,203.0
Sales,67,1.08,68.0
Finance,152,16.72,177.0
Sales,259,8.74,282.0
HR,241,14.73,276.0
Finance,287,24.68,358.0
Tech,136,-0.3,136.0
Tech,72,8.21,78.0
Finance,147,14.5,168.0
HR,102,23.39,126.0
Sales,5,-7.96,5.0
Finance,99,5.92,105.0
HR,282,1.5,286.0
Sales,200,13.84,228.0
Finance,52,13.5,59.0
Tech,201,-0.39,200.0
Finance,140,19.4,167.0
Finance,286,16.48,333.0
Tech,142,19.07,169.0
Tech,128,-2.25,125.0
Sales,265,21.27,321.0
HR,191,11.82,214.0
Tech,252,-9.41,228.0
Sales,229,8.79,249.0
Tech,169,6.16,179.0
HR,214,1.76,218.0
Sales,111,5.05,117.0
HR,272,15.12,313.0
Sales,101,8.17,109.0
Sales,278,-2.19,272.0
Finance,239,16.53,279.0
Finance,145,3.76,150.0
Sales,72,-9.08,65.0
Finance,113,-3.62,109.0
Sales,279,12.9,315.0
Finance,5,1.69,5.0
HR,157,-2.77,153.0
Tech,109,-1.21,108.0
Finance,114,8.41,124.0
HR,123,2.26,126.0
Finance,287,5.34,302.0
HR,105,19.77,126.0
Tech,41,-1.91,40.0
Sales,247,11.97,277.0
Finance,83,22.65,102.0
Tech,267,21.05,323.0
Finance,134,10.34,148.0
Tech,273,-3.39,264.0
Sales,180,1.77,183.0
Finance,128,24.8,160.0
Sales,237,-9.31,215.0
Finance,107,17.36,126.0
Tech,103,13.78,117.0
Sales,200,24.29,249.0
Finance,142,19.94,170.0
HR,156,-5.93,147.0
Tech,93,15.09,107.0
Tech,285,12.67,321.0
Tech,197,-4.22,189.0
HR,178,6.31,189.0
Sales,250,2.38,256.0
Tech,169,17.43,198.0
HR,215,1.52,218.0
Finance,24,-8.59,22.0
Finance,123,-2.76,120.0
Tech,293,9.94,322.0
Tech,142,8.87,155.0
Finance,270,21.11,327.0
Finance,226,13.82,257.0
Finance,283,1.13,286.0
Sales,54,-0.14,54.0
Tech,53,10.63,59.0
Finance,272,18.3,322.0
Tech,238,-3.59,229.0
Sales,88,-4.31,84.0
Sales,132,14.52,151.0
Sales,43,10.71,48.0
Finance,222,4.65,232.0
Sales,196,15.25,226.0
Sales,12,16.86,14.0
HR,287,24.7,358.0
Sales,86,-2.63,84.0
HR,34,-5.35,32.0
Tech,281,15.71,325.0
HR,111,1.53,113.0
HR,32,-6.93,30.0
Sales,147,10.49,162.0
HR,211,9.53,231.0
Tech,22,21.07,27.0
HR,273,19.35,326.0
Sales,229,19.25,273.0
HR,53,16.74,62.0
HR,44,16.59,51.0
Sales,250,23.78,309.0
HR,164,-5.51,155.0
Tech,255,7.79,275.0
Sales,168,2.65,172.0
Finance,298,8.68,324.0
HR,115,9.31,126.0
Finance,279,6.6,297.0
HR,277,16.44,323.0
Tech,183,14.26,209.0
Sales,162,4.03,169.0
HR,216,1.07,218.0
Finance,185,0.29,186.0
HR,123,-4.3,118.0
Sales,83,3.61,86.0
Finance,149,7.09,160.0
Finance,244,13.91,278.0
Tech,209,-5.22,198.0
Tech,9,16.87,11.0
Tech,227,-9.51,205.0
HR,113,11.02,125.0
HR,184,21.05,223.0
Tech,226,14.57,259.0
Finance,185,-3.7,178.0
Finance,52,18.04,61.0
HR,225,21.39,273.0
Sales,118,-8.9,107.0
Finance,241,24.19,299.0
Sales,131,19.41,156.0
Tech,262,7.27,281.0
HR,282,13.67,321.0
Tech,55,11.05,61.0
Sales,175,10.78,194.0
Sales,188,18.29,222.0
Tech,175,13.19,198.0
Finance,175,8.32,190.0
HR,124,8.23,134.0
HR,190,4.48,199.0
HR,295,21.81,359.0
Tech,100,12.86,113.0
HR,58,16.66,68.0
Finance,273,4.43,285.0
Tech,17,19.35,20.0
Tech,203,-4.37,194.0
Sales,146,-1.05,144.0
Sales,114,12.55,128.0
HR,288,9.79,316.0
Tech,160,14.1,183.0
Sales,232,8.87,253.0
HR,83,5.17,87.0
Tech,247,4.42,258.0
Tech,65,5.48,69.0
Finance,56,10.14,62.0
Sales,214,-4.91,203.0
Finance,171,11.31,190.0
HR,238,5.54,251.0
Finance,145,-2.26,142.0
Tech,219,1.92,223.0
HR,103,-1.56,101.0
Finance,241,22.74,296.0
HR,108,24.99,135.0
Tech,130,-8.09,119.0
Tech,130,-9.12,118.0
Tech,80,17.85,94.0
Sales,281,21.76,342.0
Tech,297,-0.88,294.0
HR,121,-6.83,113.0
Finance,98,13.35,111.0
HR,239,-7.87,220.0
Sales,226,6.15,240.0
Finance,224,-1.6,220.0
Tech,292,3.95,304.0
Sales,243,-1.43,240.0
Sales,113,1.96,115.0
Sales,290,15.22,334.0
Tech,15,-5.35,14.0
HR,23,10.49,25.0
Sales,246,-4.31,235.0
Sales,98,7.12,105.0
HR,184,9.02,201.0
Tech,175,18.68,208.0
HR,69,-0.88,68.0
Tech,166,11.83,186.0
HR,213,9.37,233.0
HR,258,-1.61,254.0
Tech,93,2.32,95.0
Finance,280,4.4,292.0
HR,218,6.42,232.0
Finance,246,8.45,267.0
Tech,271,16.86,317.0
Tech,226,8.91,246.0
Tech,150,11.47,167.0
Tech,262,-1.96,257.0
HR,154,5.85,163.0
Finance,255,8.28,276.0
Sales,91,21.5,111.0
HR,186,3.81,193.0
Sales,90,-2.04,88.0
HR,120,-9.55,109.0
Finance,89,19.4,106.0
Finance,147,7.03,157.0
Tech,128,-3.03,124.0
Finance,78,-9.85,70.0
Sales,12,10.6,13.0
Finance,225,-8.03,207.0
Tech,19,7.34,20.0
Sales,201,1.46,204.0
Sales,122,12.59,137.0
Finance,137,13.06,155.0
HR,242,10.03,266.0
HR,293,-2.44,286.0
Tech,70,20.49,84.0
Finance,110,-6.26,103.0
Sales,133,16.35,155.0
HR,225,24.59,280.0
Sales,88,-1.46,87.0
Sales,279,7.46,300.0
Sales,11,20.44,13.0
Finance,244,22.08,298.0
Sales,123,13.8,140.0
Tech,198,-5.44,187.0
Tech,35,6.03,37.0
HR,126,15.33,145.0
Tech,114,3.18,118.0
Tech,178,8.67,193.0
Sales,52,9.54,57.0
Tech,73,-7.93,67.0
HR,188,17.9,222.0
Finance,265,4.99,278.0
Sales,286,-3.14,277.0
Finance,121,12.09,136.0
Tech,137,10.09,151.0
Tech,226,23.1,278.0
HR,241,8.12,261.0
HR,273,-9.51,247.0
Finance,84,12.37,94.0
Tech,203,-0.32,202.0
HR,224,21.54,272.0
Finance,157,5.07,165.0
HR,101,-2.56,98.0
Sales,242,-1.97,237.0
HR,76,-4.89,72.0
Tech,69,12.57,78.0
Sales,271,13.21,307.0
Sales,109,-3.95,105.0
Sales,91,1.49,92.0
Tech,23,16.77,27.0
HR,161,24.38,200.0
Finance,113,22.63,139.0
HR,22,4.58,23.0
Tech,177,3.95,184.0
Finance,171,23.89,212.0
Finance,191,2.98,197.0
Sales,38,4.64,40.0
HR,270,-7.54,250.0
Tech,146,4.2,152.0
Finance,66,9.28,72.0
Tech,205,1.18,207.0
Finance,10,1.02,10.0
Sales,172,-2.93,167.0
Finance,104,-0.72,103.0
HR,161,7.94,174.0
Sales,37,-2.86,36.0
HR,248,2.72,255.0
Sales,286,19.44,342.0
Tech,167,19.59,200.0
Sales,197,16.18,229.0
Tech,252,-5.47,238.0
Sales,212,-0.53,211.0
HR,133,21.42,161.0
Sales,193,0.77,194.0
Tech,232,-6.31,217.0
HR,88,0.39,88.0
Finance,29,18.45,34.0
Sales,262,4.17,273.0
Finance,167,19.27,199.0
Finance,47,22.86,58.0
Sales,66,4.79,69.0
Sales,281,1.64,286.0
Sales,36,0.8,36.0
Sales,31,-7.61,29.0
Finance,198,10.45,219.0
Finance,39,8.88,42.0
Sales,290,-7.39,269.0
HR,45,-0.19,45.0
Sales,118,6.53,126.0
Tech,264,9.43,289.0
Sales,86,-0.71,85.0
HR,173,12.8,195.0
Sales,200,3.85,208.0
Tech,243,9.58,266.0
Sales,75,0.13,75.0
HR,62,4.3,65.0
Finance,159,21.42,193.0
HR,6,-9.19,5.0
Sales,194,19.4,232.0
Finance,59,-0.32,59.0
Tech,292,-1.97,286.0
Tech,14,21.73,17.0
Finance,28,7.44,30.0
Finance,23,12.23,26.0
Sales,172,-0.94,170.0
HR,148,-1.56,146.0
Sales,107,17.78,126.0
Sales,85,15.27,98.0
Sales,214,9.7,235.0
HR,176,14.45,201.0
Tech,49,16.41,57.0
Finance,257,-9.24,233.0
Tech,264,24.74,329.0
Tech,88,9.88,97.0
Finance,144,0.71,145.0
Sales,55,-5.9,52.0
Tech,203,24.97,254.0
Sales,70,3.34,72.0
Sales,19,12.49,21.0
HR,258,1.37,262.0
Finance,206,18.76,245.0
Sales,91,0.75,92.0
Sales,100,9.25,109.0
Finance,217,8.71,236.0
HR,117,-0.03,117.0
HR,147,14.33,168.0
Tech,224,8.55,243.0
HR,62,5.52,65.0
Tech,132,1.73,134.0
Sales,268,0.93,270.0
Finance,76,9.23,83.0
Finance,170,-4.05,163.0
Tech,155,13.05,175.0
Tech,59,4.08,61.0
Tech,247,14.63,283.0
Tech,238,5.92,252.0
Sales,281,18.12,332.0
HR,95,10.21,105.0
Finance,123,17.24,144.0
HR,289,13.46,328.0
Finance,70,8.25,76.0
HR,67,23.02,82.0
HR,36,-3.57,35.0
Finance,276,22.02,337.0
HR,46,-9.13,42.0
Tech,210,1.92,214.0
HR,260,20.17,312.0
Finance,127,9.81,139.0
Tech,227,22.53,278.0
Finance,105,-2.1,103.0
Sales,297,11.94,332.0
Finance,266,8.81,289.0
Finance,207,-3.55,200.0
Finance,42,19.08,50.0
HR,265,-7.56,245.0
Tech,297,11.33,331.0
Tech,175,-7.45,162.0
Tech,294,5.12,309.0
Sales,139,8.04,150.0
Finance,286,-1.99,280.0
HR,54,22.24,66.0
HR,38,9.36,42.0
Tech,103,7.78,111.0
Sales,292,-4.08,280.0
Sales,26,-0.15,26.0
Tech,91,3.82,94.0
HR,91,21.35,110.0
HR,135,-7.77,125.0
Finance,100,8.92,109.0
Finance,262,-5.07,249.0
Finance,59,-1.94,58.0
HR,224,8.68,243.0
Tech,284,10.69,314.0
Sales,111,11.15,123.0
Tech,275,-0.43,274.0
Finance,172,20.68,208.0
Finance,117,14.93,134.0
Tech,90,12.87,102.0
Finance,73,8.85,79.0
Sales,79,22.98,97.0
Finance,34,5.03,36.0
Sales,23,0.93,23.0
Tech,231,20.43,278.0
HR,48,6.32,51.0
HR,89,2.45,91.0
HR,239,21.11,289.0
HR,292,20.15,351.0
Sales,236,16.52,275.0
Sales,279,21.96,340.0
Finance,246,14.73,282.0
Finance,121,-2.09,118.0
Sales,158,17.07,185.0
HR,55,0.64,55.0
Sales,186,24.06,231.0
Tech,290,1.39,294.0
Sales,168,-4.74,160.0
Tech,279,9.4,305.0
HR,147,17.06,172.0
Tech,254,16.76,297.0
Sales,226,-1.92,222.0
HR,60,9.52,66.0
HR,289,18.52,343.0
Finance,258,-0.98,255.0
Finance,194,-6.0,182.0
Sales,262,4.65,274.0
Finance,68,2.35,70.0
HR,299,13.83,340.0
Tech,184,20.5,222.0
HR,212,17.5,249.0
Tech,165,4.24,172.0
Finance,184,-6.72,172.0
Finance,42,-1.18,42.0
HR,214,10.52,237.0
Tech,132,14.91,152.0
Finance,272,9.57,298.0
Tech,197,0.5,198.0
HR,14,18.58,17.0
HR,131,17.57,154.0
Finance,247,4.03,257.0
Tech,127,-2.03,124.0
Tech,181,6.23,192.0
Finance,98,2.86,101.0
Sales,24,7.84,26.0
Sales,212,13.21,240.0
HR,102,17.7,120.0
Finance,23,17.94,27.0
HR,255,-9.39,231.0
Sales,56,18.33,66.0
Tech,77,5.96,82.0
HR,200,6.35,213.0
Sales,136,5.41,143.0
Tech,26,-2.14,25.0
Sales,88,13.17,100.0
Sales,160,-0.57,159.0
Tech,229,13.23,259.0
Tech,110,13.07,124.0
HR,291,14.02,332.0
Tech,256,-4.41,245.0
HR,31,15.15,36.0
Finance,235,3.21,243.0
Tech,14,13.69,16.0
Finance,18,-2.84,17.0
Tech,52,1.91,53.0
HR,217,22.98,267.0
Tech,77,-6.78,72.0
Finance,244,23.15,300.0
Tech,250,18.87,297.0
Tech,279,24.04,346.0
Sales,181,20.74,219.0
Sales,137,-2.64,133.0
Tech,183,11.25,204.0
Finance,102,8.81,111.0
Tech,190,23.51,235.0
HR,107,-4.38,102.0
Sales,139,-8.77,127.0
Sales,137,4.39,143.0
Finance,296,-2.12,290.0
HR,29,12.16,33.0
HR,119,-7.33,110.0
Tech,48,-8.99,44.0
HR,162,21.77,197.0
Sales,49,20.53,59.0
HR,223,-2.57,217.0
HR,75,-4.64,72.0
Tech,86,-0.6,85.0
HR,163,11.39,182.0
Tech,91,20.61,110.0
HR,46,19.93,55.0
