department,current_headcount,projected_hiring,projected_attrition,planning_year
Finance,174,16,48,2024
Operations,321,68,46,2025
Operations,202,78,40,2026
Operations,200,62,57,2026
Finance,299,93,67,2026
IT,305,60,18,2024
Sales,159,20,63,2025
HR,152,37,12,2026
Finance,112,35,46,2025
Marketing,254,31,37,2026
Sales,30,50,38,2024
Sales,218,81,28,2025
Finance,399,42,47,2025
Operations,126,37,73,2026
IT,93,45,34,2024
IT,226,88,69,2026
HR,444,28,61,2024
Marketing,459,37,33,2025
Sales,239,39,37,2024
Operations,279,28,1,2025
Finance,335,46,26,2024
Operations,255,3,0,2025
Finance,367,51,78,2025
Sales,477,97,24,2025
IT,386,70,1,2025
Sales,332,9,66,2024
HR,206,91,43,2024
Operations,195,38,46,2026
Operations,175,3,78,2026
Finance,220,1,4,2026
HR,268,40,60,2024
Finance,162,62,66,2025
Finance,114,29,27,2024
IT,408,25,10,2026
Sales,44,8,4,2026
Marketing,188,48,60,2025
HR,188,26,44,2025
Sales,496,32,66,2026
IT,222,95,44,2024
IT,63,80,0,2025
Operations,239,5,10,2026
Sales,21,86,11,2024
Sales,168,70,23,2024
Finance,107,0,58,2025
IT,363,20,61,2024
Marketing,192,80,75,2026
Sales,447,58,61,2024
HR,480,16,21,2025
Finance,297,76,17,2024
Marketing,240,89,15,2026
HR,153,9,21,2025
Operations,242,16,45,2026
HR,179,25,9,2026
IT,47,44,3,2024
Marketing,258,63,77,2026
Finance,381,66,67,2024
Sales,88,35,58,2026
Finance,431,44,46,2025
HR,314,91,51,2024
Marketing,253,51,62,2026
HR,330,60,47,2026
Operations,230,1,34,2025
Operations,127,56,28,2026
HR,186,71,51,2026
Sales,316,31,49,2025
Marketing,95,62,36,2025
HR,396,81,65,2025
Sales,100,17,36,2024
Finance,39,1,78,2024
HR,483,61,76,2026
Marketing,223,89,7,2024
Sales,308,57,13,2024
Marketing,294,61,27,2024
Operations,473,56,67,2026
Sales,214,58,78,2026
IT,376,72,3,2025
Marketing,443,38,60,2026
Operations,238,21,55,2026
HR,171,40,67,2025
Finance,491,56,73,2024
Operations,235,73,76,2024
HR,83,38,29,2025
Marketing,399,70,35,2024
IT,475,2,42,2025
HR,412,64,5,2025
Marketing,41,99,66,2026
Operations,365,55,70,2025
Marketing,163,21,72,2026
Finance,145,44,57,2025
Sales,428,31,70,2024
Marketing,451,63,7,2024
Sales,378,55,3,2024
HR,353,44,30,2025
HR,342,98,41,2024
IT,166,27,19,2024
HR,240,3,76,2024
Finance,89,51,45,2026
Finance,401,37,38,2024
Marketing,415,9,50,2025
HR,304,70,72,2025
Operations,54,93,38,2026
Marketing,315,83,9,2024
Marketing,111,52,31,2025
Finance,429,46,60,2025
IT,389,6,2,2024
IT,344,8,11,2026
Finance,426,24,60,2025
IT,200,1,60,2025
Finance,251,71,72,2026
IT,117,98,59,2025
IT,94,31,1,2026
HR,384,14,38,2026
Marketing,281,62,79,2024
Marketing,58,42,33,2026
HR,360,85,79,2025
Sales,162,39,53,2025
Sales,247,53,14,2024
IT,251,77,43,2024
IT,219,41,42,2024
IT,52,71,46,2026
Sales,350,63,26,2024
Marketing,360,5,36,2024
Operations,266,20,40,2026
Operations,189,9,54,2025
IT,381,23,70,2024
Finance,369,60,45,2026
HR,282,22,2,2026
Finance,131,18,20,2024
Sales,31,80,4,2026
Operations,48,22,36,2025
IT,456,9,55,2026
Sales,96,8,15,2024
Operations,228,10,29,2026
IT,52,68,77,2026
Finance,200,75,26,2025
HR,429,41,50,2025
Marketing,86,96,54,2024
Sales,154,69,12,2025
HR,460,45,0,2026
Operations,83,58,38,2025
Sales,235,92,65,2024
HR,293,47,3,2024
Operations,32,98,33,2025
HR,117,16,69,2026
Sales,461,87,18,2026
Finance,64,9,76,2026
HR,231,12,62,2026
Marketing,257,86,54,2025
IT,165,81,2,2026
Sales,487,36,31,2024
Operations,308,87,0,2026
Finance,159,12,39,2026
Sales,172,88,27,2025
Sales,454,63,10,2026
Sales,237,12,56,2025
Finance,488,95,3,2025
HR,497,97,2,2024
HR,265,18,70,2024
Finance,184,87,54,2025
Finance,480,84,16,2025
Operations,115,54,76,2024
Finance,346,63,33,2026
Operations,441,78,38,2026
Operations,411,13,75,2026
Finance,351,28,64,2026
IT,220,25,35,2024
Finance,102,83,20,2024
Marketing,300,30,28,2024
IT,445,42,14,2024
Sales,447,63,30,2026
IT,197,64,20,2024
Sales,119,87,46,2024
Sales,167,86,35,2024
Operations,114,97,70,2025
IT,431,50,40,2026
IT,340,9,1,2024
Finance,466,78,9,2026
Operations,437,87,64,2025
HR,288,38,36,2026
Finance,122,43,63,2026
HR,124,20,52,2024
IT,359,98,14,2025
HR,303,27,57,2024
HR,240,22,58,2025
Finance,373,35,45,2024
HR,430,14,22,2026
Marketing,226,57,7,2024
HR,83,92,44,2026
IT,359,81,25,2025
Sales,255,86,13,2025
Marketing,149,80,36,2026
Sales,259,24,17,2026
Marketing,292,23,44,2024
Sales,242,72,37,2026
Marketing,65,26,13,2024
Sales,495,34,25,2024
HR,89,43,0,2025
Marketing,296,73,38,2024
Finance,114,8,2,2024
Marketing,117,88,5,2026
Finance,381,57,43,2024
IT,480,10,24,2025
Operations,82,49,78,2024
HR,141,61,4,2024
IT,304,87,51,2024
HR,240,37,23,2025
Marketing,228,79,31,2025
Finance,403,25,5,2026
Operations,489,88,53,2026
HR,262,37,25,2024
Sales,477,87,0,2025
Sales,123,19,7,2024
Operations,275,29,41,2024
Operations,328,85,22,2026
Sales,252,16,33,2026
IT,391,53,73,2026
Sales,418,85,31,2026
Finance,491,58,72,2025
IT,262,49,22,2024
Finance,453,62,22,2025
Finance,217,49,71,2025
IT,276,65,43,2024
Sales,169,77,16,2026
IT,365,7,27,2025
Sales,27,90,46,2026
Operations,209,31,12,2026
Marketing,377,45,66,2025
IT,40,26,22,2024
HR,229,0,43,2024
Finance,208,75,41,2024
IT,427,97,15,2025
Marketing,460,40,79,2026
Sales,426,30,20,2025
Operations,206,25,45,2026
Finance,170,23,3,2025
IT,155,41,62,2024
Finance,24,86,1,2024
Marketing,43,44,6,2026
Marketing,453,84,67,2024
Operations,278,23,3,2024
Marketing,166,2,31,2025
Sales,381,70,44,2024
Operations,184,21,17,2024
Marketing,342,11,72,2026
Operations,165,83,20,2024
Operations,309,81,50,2025
Finance,192,39,77,2025
HR,386,27,47,2024
Operations,381,36,31,2025
IT,443,92,73,2026
HR,357,7,11,2026
Finance,465,33,25,2026
Finance,348,58,31,2025
Sales,471,2,76,2025
Finance,454,77,3,2026
Finance,92,44,27,2025
Finance,86,46,13,2024
Finance,160,4,43,2026
HR,263,39,52,2024
IT,383,16,14,2025
Finance,313,17,31,2024
HR,488,39,78,2025
Finance,312,39,57,2025
IT,318,56,22,2025
Marketing,233,26,61,2024
HR,37,80,62,2024
Marketing,63,33,16,2026
HR,233,19,20,2025
Finance,488,82,15,2025
Finance,342,64,70,2024
Sales,213,82,71,2024
Sales,491,34,29,2026
HR,274,87,51,2025
Operations,448,2,26,2024
IT,137,17,17,2024
Marketing,236,48,15,2025
Finance,288,72,61,2026
Finance,60,7,43,2024
Sales,179,13,24,2026
Marketing,322,86,9,2025
Finance,34,99,62,2026
Sales,287,27,57,2026
HR,78,0,63,2024
HR,79,52,74,2026
HR,131,98,67,2026
Operations,455,73,58,2026
Sales,180,98,21,2025
Sales,62,26,41,2024
IT,88,53,8,2024
Finance,150,16,52,2024
HR,493,33,15,2024
IT,411,74,52,2025
IT,74,22,63,2026
Marketing,250,53,39,2025
Sales,349,21,61,2026
IT,373,28,37,2025
Finance,330,3,48,2024
Operations,235,76,78,2024
Finance,331,86,34,2025
IT,90,81,49,2026
Marketing,486,73,79,2024
Operations,435,19,70,2026
IT,364,52,63,2025
Finance,52,23,19,2024
Operations,251,19,1,2024
Marketing,473,13,41,2024
HR,39,95,69,2026
Marketing,106,57,60,2024
Finance,432,73,42,2026
HR,343,51,38,2026
IT,407,38,52,2024
Marketing,148,28,22,2024
Finance,98,27,55,2025
Finance,112,45,29,2024
Finance,315,85,40,2026
Marketing,420,6,22,2024
Marketing,107,14,56,2025
HR,284,47,13,2026
Finance,290,54,50,2026
IT,291,91,11,2024
Operations,21,69,51,2025
Operations,368,34,78,2026
Marketing,218,12,54,2024
IT,239,7,57,2024
Finance,196,44,4,2024
Finance,268,56,0,2025
Operations,453,39,37,2026
Marketing,84,71,73,2025
HR,144,59,56,2026
Marketing,116,63,60,2025
Finance,444,10,60,2024
Marketing,288,4,15,2024
Operations,452,13,15,2024
Finance,315,9,8,2026
Operations,336,61,75,2024
Marketing,393,49,4,2024
Marketing,108,84,48,2024
Sales,168,44,28,2025
Finance,260,90,10,2024
IT,127,69,58,2026
HR,288,76,2,2024
HR,232,94,55,2025
Finance,293,76,25,2025
Finance,328,98,59,2025
HR,325,99,56,2025
Operations,327,27,61,2025
Finance,314,77,55,2025
IT,164,8,32,2025
Finance,121,92,33,2025
HR,138,54,68,2024
Finance,299,32,0,2024
HR,94,62,9,2025
HR,415,48,44,2025
Operations,374,9,37,2026
Finance,261,24,29,2026
HR,86,17,7,2026
Marketing,384,88,9,2025
IT,348,98,43,2025
Operations,418,72,0,2026
Operations,308,33,25,2026
Finance,36,37,24,2025
HR,136,55,49,2025
IT,53,62,22,2025
Operations,472,0,72,2026
Finance,432,26,13,2024
Finance,406,41,39,2025
Sales,456,59,18,2026
Finance,356,47,71,2025
Operations,99,27,5,2025
Finance,497,63,34,2026
Sales,46,8,25,2026
Marketing,303,93,57,2025
Operations,189,4,8,2025
Marketing,119,29,62,2025
Finance,155,78,67,2026
Sales,83,89,24,2025
HR,79,0,33,2025
IT,430,51,79,2024
Marketing,305,34,47,2025
Marketing,164,37,57,2025
IT,136,68,52,2025
HR,447,70,1,2025
Marketing,290,95,78,2025
Operations,182,92,15,2025
Sales,471,94,27,2025
Finance,108,70,44,2026
Operations,276,14,63,2024
Finance,50,81,72,2024
Operations,409,71,32,2025
Finance,423,10,23,2025
Marketing,251,86,16,2026
Marketing,108,42,69,2025
Sales,263,57,55,2024
Marketing,291,23,76,2024
Operations,93,97,13,2026
Sales,282,88,70,2024
Finance,158,87,17,2026
Sales,160,86,4,2025
Operations,332,34,30,2025
IT,414,10,66,2024
Operations,125,68,32,2026
Sales,197,0,42,2024
Operations,398,3,38,2026
IT,379,87,38,2024
Operations,429,96,63,2026
Operations,475,81,39,2026
Sales,96,88,33,2025
IT,105,17,57,2025
Finance,129,25,64,2024
IT,472,88,22,2024
Sales,112,78,58,2024
Operations,327,76,45,2026
Operations,84,2,57,2024
Operations,395,46,69,2026
Operations,71,99,18,2026
Finance,133,95,28,2024
HR,44,94,53,2024
Sales,441,29,12,2026
HR,261,51,31,2026
Operations,103,62,19,2026
IT,26,87,17,2025
Marketing,343,46,42,2026
HR,184,50,23,2025
Marketing,460,40,42,2024
Sales,275,89,28,2025
HR,427,19,19,2025
Sales,473,94,24,2024
Sales,489,92,75,2026
Marketing,215,3,33,2024
Finance,58,78,7,2024
Marketing,112,49,15,2024
HR,125,23,77,2026
Finance,230,67,12,2026
Sales,307,63,66,2024
Operations,369,47,78,2026
Marketing,71,19,46,2026
HR,267,73,4,2026
Finance,228,53,60,2026
Finance,310,43,77,2025
IT,52,10,15,2024
Marketing,358,88,37,2025
Sales,214,71,76,2026
Operations,356,76,57,2025
HR,411,45,18,2024
Finance,182,99,22,2025
IT,452,28,25,2025
IT,134,17,11,2025
Finance,227,31,8,2024
Finance,474,61,28,2025
Marketing,74,5,70,2024
IT,289,59,50,2026
IT,496,4,55,2024
Marketing,443,84,6,2025
Finance,498,84,55,2026
HR,428,16,34,2026
Sales,456,49,45,2024
Operations,105,80,42,2025
IT,301,76,73,2024
Marketing,49,47,48,2026
IT,31,53,76,2026
IT,91,8,59,2026
Operations,165,40,38,2025
Operations,311,88,5,2025
IT,348,38,38,2026
Marketing,155,97,53,2025
Sales,417,10,54,2026
Sales,434,58,75,2025
IT,238,4,43,2025
Finance,51,48,73,2025
HR,160,82,25,2026
Marketing,137,2,60,2025
Finance,419,98,17,2026
Finance,142,18,47,2026
Marketing,341,17,48,2026
IT,215,61,60,2025
IT,113,87,15,2025
Finance,493,1,39,2026
Operations,143,21,44,2025
Sales,412,1,7,2026
Operations,153,65,63,2025
Operations,294,97,1,2026
IT,355,34,49,2026
Finance,62,78,23,2025
Operations,211,77,44,2026
Marketing,388,40,26,2025
IT,319,46,54,2025
Finance,315,57,69,2025
Sales,146,62,67,2026
Operations,414,89,20,2024
Finance,136,53,44,2024
IT,259,10,26,2024
Sales,426,54,62,2025
Finance,402,4,31,2025
Finance,325,90,28,2024
HR,46,10,57,2024
IT,364,41,10,2026
Operations,456,87,39,2025
HR,43,20,2,2025
IT,84,21,77,2025
Sales,492,84,61,2026
Finance,137,27,48,2024
HR,40,43,67,2025
Marketing,335,4,3,2024
IT,353,92,18,2025
Sales,479,31,59,2024
Finance,282,90,28,2026
Operations,195,3,63,2026
HR,289,8,50,2026
HR,384,57,5,2024
Sales,256,65,22,2026
Sales,440,15,70,2026
Sales,91,66,42,2024
Finance,189,62,66,2024
Marketing,332,54,56,2025
Finance,397,77,45,2024
HR,361,95,44,2026
Marketing,130,16,31,2024
Operations,149,26,64,2026
Finance,412,26,76,2025
HR,495,13,44,2026
Finance,87,80,19,2026
Marketing,314,52,43,2025
Operations,417,65,76,2025
Sales,314,76,28,2026
HR,361,96,3,2025
HR,52,30,52,2024
Marketing,424,2,30,2025
Sales,59,73,21,2024
Operations,132,98,0,2024
Sales,254,30,2,2024
IT,201,69,73,2024
Marketing,435,16,1,2024
Operations,34,13,35,2025
Marketing,496,91,20,2024
Marketing,241,20,40,2024
Marketing,315,34,64,2024
IT,442,32,26,2026
HR,269,75,46,2026
HR,447,7,24,2025
Finance,368,89,21,2025
IT,365,6,41,2025
Sales,49,9,51,2024
Sales,225,46,49,2025
Marketing,465,65,31,2026
Finance,428,97,57,2026
HR,221,12,44,2024
IT,87,11,51,2026
Operations,431,29,62,2025
Finance,120,19,45,2025
Sales,32,89,60,2024
Finance,230,84,13,2026
Sales,360,81,43,2024
IT,152,5,30,2025
IT,201,38,3,2025
Sales,133,64,17,2026
Sales,481,3,5,2024
Marketing,221,92,59,2025
Operations,267,60,17,2025
HR,80,11,75,2024
HR,143,46,0,2024
HR,412,38,78,2024
Sales,196,44,0,2024
Operations,44,3,19,2025
Finance,310,18,74,2025
IT,48,28,62,2025
IT,487,30,49,2024
Operations,275,59,70,2024
Finance,28,23,63,2025
Marketing,293,43,70,2026
Finance,433,59,5,2025
Finance,341,43,53,2026
HR,90,24,44,2026
Operations,231,98,13,2025
Sales,60,5,29,2025
Marketing,308,99,47,2026
IT,212,79,64,2024
HR,118,1,5,2024
Finance,211,94,38,2026
HR,33,48,63,2026
Marketing,247,6,16,2024
HR,452,63,23,2024
Operations,36,97,47,2025
Operations,349,34,25,2026
Sales,225,93,8,2026
HR,241,18,59,2024
Marketing,466,30,73,2025
Operations,480,71,67,2024
Operations,346,99,66,2024
IT,153,27,39,2025
HR,44,6,63,2024
Operations,264,42,30,2025
HR,404,94,77,2024
IT,311,21,57,2024
IT,368,67,60,2024
Finance,304,29,3,2024
Marketing,495,15,65,2025
HR,179,31,29,2025
HR,460,31,12,2026
IT,410,30,60,2024
Operations,194,41,32,2024
Finance,149,88,11,2025
IT,296,84,72,2024
Sales,363,43,11,2026
Finance,251,19,62,2026
HR,80,80,35,2024
Finance,483,50,38,2025
HR,36,94,65,2026
Operations,270,87,74,2025
IT,247,84,33,2025
HR,420,88,53,2024
Operations,70,10,38,2025
IT,175,39,50,2024
Sales,165,60,26,2026
Finance,51,0,70,2025
Marketing,115,33,45,2026
HR,273,21,79,2025
IT,323,1,45,2024
Sales,340,9,16,2025
HR,490,34,69,2024
IT,468,12,68,2026
Finance,334,77,70,2026
Finance,129,72,52,2024
IT,423,33,30,2026
HR,360,42,0,2026
Sales,22,41,3,2026
IT,221,97,70,2025
HR,269,98,24,2025
HR,94,96,58,2026
Operations,261,61,54,2026
Marketing,278,18,55,2025
Operations,284,40,17,2026
Finance,235,14,25,2024
Marketing,412,59,20,2024
Marketing,44,57,10,2026
IT,439,4,24,2026
Marketing,451,59,10,2026
Sales,143,78,56,2026
Operations,188,22,7,2025
Finance,303,19,74,2024
Marketing,75,48,52,2026
Sales,194,97,45,2024
Marketing,215,66,49,2026
Finance,123,95,62,2025
Sales,451,46,10,2026
Sales,138,29,50,2026
Sales,73,21,0,2024
Sales,427,97,40,2024
IT,363,10,16,2025
Sales,97,45,27,2024
Finance,166,38,48,2025
IT,415,41,43,2024
Sales,30,28,10,2025
Finance,331,27,20,2026
Operations,332,41,75,2026
HR,50,30,40,2024
HR,188,73,27,2024
HR,473,67,33,2024
HR,316,99,70,2026
IT,439,91,5,2025
Finance,138,19,29,2026
Finance,179,66,42,2025
Marketing,80,52,19,2024
Finance,445,62,60,2024
IT,58,92,1,2024
IT,249,87,58,2025
Operations,47,4,72,2024
Operations,140,66,25,2024
IT,471,11,32,2026
Sales,400,9,41,2025
Operations,364,96,41,2026
IT,107,45,75,2026
Operations,395,10,40,2025
Sales,237,97,23,2025
Marketing,333,52,8,2025
Operations,196,8,37,2025
Finance,216,95,17,2024
Sales,182,14,60,2024
HR,179,68,22,2024
IT,189,16,56,2026
Finance,371,78,29,2024
Sales,287,70,4,2024
IT,342,91,71,2024
Operations,51,79,64,2025
HR,187,40,26,2025
IT,157,9,46,2024
Operations,410,72,67,2024
HR,172,13,68,2026
IT,81,37,37,2024
Finance,142,28,67,2025
Marketing,313,96,72,2024
HR,264,58,12,2024
Finance,453,93,33,2025
IT,120,46,35,2026
Operations,271,86,78,2026
Sales,148,4,26,2024
Sales,281,92,11,2024
Finance,368,49,44,2024
Marketing,205,85,19,2024
Operations,476,17,24,2026
Operations,136,69,66,2026
IT,267,45,26,2024
Sales,172,23,53,2024
Operations,363,15,26,2025
Sales,457,58,1,2025
HR,214,49,73,2024
IT,389,91,45,2024
IT,290,96,57,2025
Sales,164,90,54,2024
Finance,50,9,78,2026
Operations,280,85,71,2026
Marketing,47,31,28,2024
Finance,57,34,54,2026
Marketing,393,7,48,2026
Operations,143,82,63,2025
Operations,140,97,72,2026
IT,39,14,57,2025
Operations,89,36,79,2024
Marketing,492,5,71,2024
Finance,484,18,33,2026
IT,394,78,34,2026
Marketing,143,65,0,2024
HR,193,49,64,2024
Sales,391,80,39,2026
Finance,224,98,75,2026
IT,300,57,76,2024
Sales,252,41,56,2025
Sales,459,61,33,2025
Operations,220,96,61,2024
IT,181,0,12,2024
Operations,338,78,56,2024
HR,191,81,75,2026
Marketing,440,14,44,2024
Operations,369,99,0,2025
Finance,347,5,23,2025
Sales,257,7,28,2026
Operations,432,39,5,2024
Sales,197,86,40,2025
HR,419,92,67,2025
Finance,133,77,34,2026
Finance,377,54,27,2026
IT,101,71,22,2026
Finance,416,98,31,2024
Operations,323,4,45,2024
Operations,180,0,8,2026
HR,37,62,11,2026
HR,88,67,5,2026
Finance,415,29,26,2026
IT,472,13,40,2024
Sales,43,15,32,2025
Operations,80,61,30,2024
IT,163,46,50,2025
Operations,189,99,48,2024
HR,75,60,6,2026
Finance,449,24,63,2025
Operations,379,99,4,2025
HR,309,36,62,2024
Marketing,47,7,71,2025
Finance,421,28,73,2025
Marketing,95,64,53,2025
HR,390,87,25,2026
Sales,128,86,57,2026
Operations,277,25,47,2024
IT,126,46,4,2025
Finance,82,25,78,2026
Operations,292,22,25,2025
Marketing,35,31,54,2026
Marketing,49,20,25,2025
Sales,288,82,2,2024
IT,123,60,5,2024
Sales,153,99,27,2026
Sales,165,39,33,2026
Operations,169,83,58,2025
HR,347,28,66,2025
Sales,310,33,20,2024
HR,33,78,24,2025
HR,230,10,52,2026
IT,248,43,62,2024
Operations,432,76,28,2024
Finance,75,62,13,2024
HR,290,95,10,2026
IT,484,68,27,2024
Finance,472,19,51,2025
Sales,269,10,2,2026
HR,332,76,24,2026
IT,69,15,17,2026
Marketing,206,69,5,2025
HR,117,42,9,2024
Marketing,77,74,23,2026
HR,415,44,22,2025
HR,309,25,1,2025
Marketing,71,70,40,2026
HR,215,2,49,2024
IT,120,65,71,2026
IT,88,55,50,2026
Finance,234,32,15,2024
Marketing,87,75,25,2024
Finance,94,21,44,2026
Finance,244,56,17,2025
HR,133,99,76,2025
Operations,237,82,72,2026
Operations,183,23,33,2025
HR,372,60,49,2024
HR,109,78,42,2024
IT,496,8,34,2026
Operations,42,66,24,2026
IT,316,3,36,2025
IT,179,47,58,2026
Operations,425,12,54,2025
Finance,103,65,79,2024
Finance,254,5,0,2025
Sales,458,9,55,2026
Sales,128,9,58,2025
HR,42,69,0,2026
IT,265,97,47,2025
IT,280,54,65,2024
HR,377,89,39,2024
IT,234,7,41,2026
Finance,431,43,2,2025
Finance,362,88,77,2026
Operations,411,93,10,2024
HR,89,6,73,2025
IT,473,9,56,2026
Operations,313,83,3,2026
Marketing,338,94,43,2025
Marketing,287,29,56,2025
IT,49,4,37,2024
Sales,197,18,65,2026
Operations,139,40,78,2024
HR,319,27,26,2025
HR,398,24,57,2024
Sales,263,80,56,2025
Operations,152,70,1,2026
Finance,273,34,18,2025
Sales,404,8,4,2024
HR,304,34,59,2024
IT,416,81,29,2025
Operations,400,49,32,2025
Marketing,142,33,58,2026
IT,263,17,16,2024
Sales,159,55,16,2026
Marketing,382,43,25,2025
Marketing,264,14,63,2026
IT,328,78,20,2024
Sales,337,94,52,2024
HR,57,65,64,2026
Finance,227,20,35,2024
HR,194,17,3,2025
Finance,366,16,4,2024
Finance,276,52,78,2024
Marketing,325,91,74,2026
IT,60,44,58,2024
Finance,256,96,31,2025
Marketing,140,20,29,2024
Finance,138,55,18,2026
Sales,202,15,76,2026
Sales,290,47,72,2026
Marketing,426,12,73,2026
Marketing,142,42,64,2026
Finance,188,82,20,2026
Marketing,336,60,71,2026
HR,301,39,9,2025
Sales,413,70,20,2025
Operations,99,90,1,2026
Operations,471,4,50,2026
Sales,272,73,6,2024
Marketing,271,21,15,2026
Finance,140,60,16,2024
HR,347,20,48,2025
IT,283,31,8,2025
HR,44,47,30,2024
Marketing,273,79,48,2026
HR,255,69,70,2024
HR,93,21,18,2025
IT,369,89,76,2024
Finance,40,65,30,2025
IT,101,24,64,2026
Marketing,449,55,6,2025
HR,467,66,64,2026
HR,359,35,11,2024
Sales,405,54,58,2025
IT,285,32,26,2026
Finance,163,17,62,2025
Operations,391,32,62,2024
Operations,90,79,26,2026
Sales,374,62,44,2025
Marketing,437,29,53,2025
Sales,417,34,33,2026
IT,390,83,14,2025
Finance,273,95,1,2026
Finance,377,69,32,2025
IT,22,34,41,2024
Sales,258,38,41,2025
Marketing,315,94,73,2026
Marketing,285,11,77,2024
Finance,396,1,61,2026
IT,112,67,19,2026
HR,497,9,61,2026
HR,435,84,10,2026
HR,231,4,45,2026
Operations,460,4,60,2026
IT,142,82,17,2024
HR,182,81,59,2025
HR,483,34,31,2024
HR,304,28,4,2024
Marketing,354,91,36,2026
Finance,148,93,57,2026
Marketing,475,80,35,2025
IT,377,78,2,2025
Sales,143,21,52,2026
IT,86,75,32,2024
Marketing,233,15,34,2024
HR,75,56,0,2025
IT,27,70,53,2024
HR,464,16,55,2024
IT,343,2,54,2024
Operations,93,92,6,2024
Sales,255,95,32,2024
Marketing,338,62,79,2024
Sales,208,79,79,2026
Operations,97,60,9,2024
Sales,68,81,56,2026
Finance,278,61,30,2025
HR,382,84,44,2024
HR,227,32,45,2025
HR,107,66,35,2025
Operations,437,82,79,2024
Finance,57,68,34,2024
Sales,149,41,23,2026
Finance,403,6,72,2024
IT,110,25,64,2024
Finance,221,5,34,2026
IT,316,73,9,2026
IT,323,4,32,2025
HR,439,50,1,2025
Marketing,309,91,0,2025
HR,277,58,39,2025
Operations,208,46,42,2026
Finance,175,39,45,2026
Operations,482,41,47,2025
Sales,341,16,70,2025
HR,98,85,66,2024
Operations,309,83,70,2025
Sales,148,37,41,2025
Marketing,24,98,55,2026
Finance,189,37,59,2026
Operations,405,1,31,2025
Marketing,266,99,6,2025
IT,69,53,41,2024
IT,33,63,3,2025
Sales,105,70,39,2024
Operations,120,20,4,2024
Operations,72,25,21,2025
IT,182,44,65,2025
Operations,182,99,51,2025
IT,28,79,21,2026
HR,69,20,9,2026
Sales,60,20,63,2024
Operations,310,35,41,2025
Sales,441,25,42,2026
Operations,41,68,51,2025
Sales,242,14,55,2026
Marketing,222,66,4,2025
Operations,210,45,16,2024
Marketing,231,85,47,2026
IT,269,99,5,2026
Sales,327,14,55,2026
Finance,317,21,69,2026
IT,307,29,34,2026
Operations,207,32,11,2024
IT,101,78,46,2025
HR,397,95,34,2024
HR,192,35,27,2025
Marketing,307,0,47,2026
IT,452,98,47,2026
IT,421,89,37,2025
Finance,310,35,63,2024
Sales,376,12,27,2025
IT,232,35,39,2026
Operations,160,49,23,2025
IT,95,51,18,2024
Sales,59,48,66,2025
HR,260,32,14,2025
Marketing,255,64,27,2024
Finance,79,77,29,2025
HR,49,14,36,2024
IT,233,97,75,2026
Finance,352,67,45,2025
HR,414,45,4,2024
Marketing,49,74,57,2025
Sales,281,98,47,2025
HR,127,29,8,2024
Operations,495,19,76,2025
HR,357,99,74,2025
Finance,237,32,3,2024
IT,98,91,33,2025
HR,360,7,24,2026
Sales,366,91,55,2024
HR,482,7,19,2025
Marketing,277,51,79,2024
Finance,259,38,48,2026
IT,77,45,76,2024
HR,266,27,2,2026
Sales,40,85,17,2024
Finance,95,65,15,2024
Operations,402,2,18,2025
HR,44,13,49,2025
IT,384,54,15,2026
Marketing,78,55,69,2026
HR,490,92,60,2025
Marketing,102,6,67,2024
Marketing,42,79,2,2025
IT,275,24,40,2024
IT,262,68,37,2024
