employee_id,remote_days_per_month,performance_score,work_life_balance_score,remote_suitability
24210,3,64,3,Low
5380,2,99,3,Low
70443,12,52,4,Low
79259,15,88,3,Low
22676,18,91,2,Low
6166,4,50,5,Low
29442,17,60,2,Low
19691,1,83,1,Low
15561,21,66,3,Low
68433,18,90,2,Low
67905,20,94,4,High
57017,21,91,1,Low
70068,7,55,2,Low
81982,7,95,4,High
422,9,94,4,High
35255,7,64,2,Low
75913,0,56,2,Low
89628,10,98,3,Low
2546,0,64,4,Low
45060,18,67,2,Low
52528,8,95,2,Low
69715,13,55,4,Low
81064,6,61,4,Low
17523,8,94,4,High
4793,3,86,1,Low
4783,12,75,5,High
48847,15,81,1,Low
43318,6,58,2,Low
80272,5,63,3,Low
48941,20,72,1,Low
36620,0,60,1,Low
84726,21,72,4,High
54332,5,54,1,Low
27185,2,72,2,Low
10122,8,72,4,High
67142,0,61,2,Low
32003,1,80,5,High
75055,15,97,1,Low
54275,12,60,1,Low
2437,6,89,4,High
81123,20,62,1,Low
48196,9,89,5,High
86370,5,93,5,High
38650,15,55,1,Low
35420,0,73,2,Low
85361,9,88,5,High
59289,2,55,1,Low
64735,6,99,3,Low
10841,9,97,5,High
59144,17,70,5,Low
7236,15,68,4,Low
27596,9,52,4,Low
41272,14,63,3,Low
36903,12,67,4,Low
27587,5,87,5,High
4929,2,99,3,Low
35528,3,78,4,High
13078,12,84,4,High
10452,10,88,4,High
35186,16,60,4,Low
18944,15,53,5,Low
74675,7,62,4,Low
80027,19,50,4,Low
35776,9,81,2,Low
30200,3,77,5,High
68023,14,51,1,Low
65582,14,85,3,Low
43448,9,51,3,Low
46597,8,63,1,Low
10510,11,75,1,Low
70130,17,81,3,Low
84494,17,73,3,Low
85495,12,77,2,Low
5733,3,85,3,Low
51912,6,88,2,Low
48314,11,73,5,High
25070,12,69,1,Low
63801,5,95,5,High
31278,20,82,2,Low
1527,16,88,2,Low
54625,7,57,3,Low
89978,4,95,2,Low
24125,14,75,5,High
35360,16,89,2,Low
72201,9,90,1,Low
7949,12,94,1,Low
31528,0,58,1,Low
71700,16,67,1,Low
12900,0,53,5,Low
12258,3,72,2,Low
5631,7,99,3,Low
3519,11,98,2,Low
55371,0,95,2,Low
2537,11,80,3,Low
26237,9,64,3,Low
88963,16,66,2,Low
63256,6,56,5,Low
82292,20,98,5,High
11445,11,96,4,High
18699,14,76,2,Low
1367,13,75,5,High
24536,11,82,2,Low
65961,6,90,1,Low
84409,21,50,2,Low
639,5,64,3,Low
48537,15,70,4,Low
34325,15,68,1,Low
51480,0,76,4,High
68313,16,89,3,Low
49853,12,71,5,High
40434,14,70,5,Low
58579,2,81,3,Low
54421,15,94,1,Low
31684,13,92,3,Low
36681,18,59,3,Low
50919,13,66,1,Low
83196,9,80,4,High
52477,4,73,1,Low
33903,6,94,4,High
65432,3,94,1,Low
7304,9,56,4,Low
57499,4,76,4,High
11987,15,70,1,Low
10860,5,55,4,Low
6699,2,65,4,Low
39880,8,85,3,Low
64230,12,84,1,Low
4412,21,64,1,Low
15033,17,97,1,Low
6969,3,98,4,High
67819,17,88,1,Low
43666,7,54,3,Low
50618,15,68,5,Low
11778,15,80,5,High
15915,18,84,1,Low
14316,10,59,3,Low
63581,12,98,3,Low
72653,21,96,2,Low
82834,20,54,4,Low
927,4,80,3,Low
33811,17,67,3,Low
25999,21,76,2,Low
8211,20,68,4,Low
22718,21,62,5,Low
73186,12,55,4,Low
63954,17,76,5,High
88161,16,74,3,Low
44843,19,75,2,Low
748,9,54,1,Low
71365,9,91,4,High
25022,14,57,5,Low
37907,12,72,4,High
7294,2,61,2,Low
29420,3,93,5,High
84175,19,75,1,Low
53841,10,79,1,Low
26021,4,92,1,Low
5388,14,83,1,Low
43715,15,56,2,Low
55928,12,81,1,Low
34074,18,65,4,Low
29101,16,93,5,High
44794,4,75,5,High
10959,4,56,2,Low
61826,21,97,4,High
77788,10,59,1,Low
74491,9,91,3,Low
6088,18,98,3,Low
16389,3,82,3,Low
73687,15,61,5,Low
9259,1,76,1,Low
59245,16,63,2,Low
10064,9,63,2,Low
54434,18,78,5,High
16775,11,88,3,Low
17780,2,85,2,Low
65656,16,74,4,High
78469,14,93,4,High
86505,18,68,2,Low
38131,5,98,1,Low
36228,17,74,2,Low
22237,16,58,4,Low
83000,3,85,3,Low
74521,6,72,2,Low
52964,1,65,5,Low
46209,12,74,4,High
41200,3,63,5,Low
40754,18,61,2,Low
26382,15,72,1,Low
68602,13,96,3,Low
64318,7,61,4,Low
89041,17,60,1,Low
26113,4,95,1,Low
78530,2,69,1,Low
36305,7,77,2,Low
37467,1,55,4,Low
43688,15,79,2,Low
14548,20,98,3,Low
65272,8,91,1,Low
89102,4,59,1,Low
6522,9,81,3,Low
77951,0,77,5,High
1588,17,84,5,High
47267,7,83,4,High
16372,16,68,2,Low
48657,5,66,1,Low
21489,2,63,5,Low
32092,17,89,1,Low
26066,13,84,3,Low
24519,10,91,1,Low
11798,8,57,3,Low
44521,19,83,2,Low
42456,0,72,3,Low
35375,20,73,4,High
37185,7,90,5,High
7631,13,70,1,Low
28963,6,67,4,Low
1966,9,51,2,Low
70887,8,83,4,High
33330,19,91,4,High
61452,9,73,3,Low
72379,2,54,5,Low
2911,9,55,2,Low
19132,0,87,2,Low
74799,17,80,1,Low
65540,21,98,5,High
13296,12,88,4,High
21463,12,74,1,Low
65800,4,60,4,Low
15189,9,68,4,Low
43507,13,82,4,High
44001,19,93,3,Low
49035,13,99,4,High
72214,10,58,3,Low
47926,6,69,4,Low
62153,2,96,1,Low
42326,19,52,5,Low
26792,7,73,4,High
86789,12,94,5,High
55389,1,64,1,Low
88352,16,84,5,High
79838,2,53,1,Low
12724,19,64,3,Low
11151,11,79,3,Low
34012,10,97,5,High
77084,13,96,1,Low
79599,12,90,3,Low
27538,17,86,4,High
45971,13,83,4,High
23814,15,62,4,Low
89522,19,72,1,Low
87051,19,76,3,Low
1431,21,62,1,Low
2512,0,58,3,Low
14471,3,65,3,Low
18730,2,64,5,Low
29121,21,97,1,Low
64725,19,96,1,Low
16518,15,79,2,Low
44627,8,70,2,Low
87641,11,77,4,High
9080,6,72,5,High
83308,11,57,1,Low
2948,16,95,1,Low
26922,0,75,1,Low
51514,5,59,2,Low
4219,10,69,1,Low
33936,10,80,2,Low
62241,10,76,2,Low
82215,18,94,3,Low
38666,8,61,2,Low
5790,15,88,1,Low
55451,14,75,2,Low
41023,10,69,3,Low
13533,15,90,3,Low
22904,3,78,2,Low
86744,3,64,2,Low
63076,14,96,2,Low
36037,4,91,4,High
39945,4,65,5,Low
69513,9,74,4,High
21599,19,95,3,Low
7706,3,74,5,High
28323,13,57,3,Low
4722,8,60,2,Low
26733,3,84,5,High
83607,15,60,5,Low
57862,4,99,2,Low
86070,19,90,1,Low
82879,19,98,1,Low
9348,12,77,3,Low
42338,7,83,2,Low
86213,20,89,3,Low
65113,20,95,5,High
75668,8,69,4,Low
24876,11,75,5,High
32199,8,73,2,Low
74241,6,75,1,Low
41391,8,99,2,Low
13836,15,54,3,Low
88213,7,62,3,Low
58129,4,90,5,High
54023,12,53,5,Low
58367,2,59,5,Low
26565,17,59,3,Low
12514,8,88,4,High
65595,16,50,4,Low
64174,2,60,4,Low
88563,3,96,4,High
5318,19,89,3,Low
87615,0,72,2,Low
30158,15,79,2,Low
7958,11,94,3,Low
37124,6,97,5,High
18066,14,84,2,Low
80886,18,96,4,High
70751,9,96,4,High
68991,14,57,4,Low
39058,0,63,5,Low
13107,7,95,2,Low
86512,13,76,4,High
24585,17,65,4,Low
78683,0,50,1,Low
5441,12,65,3,Low
46575,1,89,1,Low
85031,20,66,3,Low
3125,16,61,2,Low
70326,18,77,3,Low
4072,16,85,2,Low
45265,12,90,2,Low
24363,2,60,3,Low
60962,2,74,1,Low
19888,15,88,4,High
52904,14,92,1,Low
87084,4,92,1,Low
73554,18,80,4,High
62586,10,50,3,Low
3486,7,83,1,Low
54438,12,59,4,Low
75376,19,61,2,Low
83200,2,78,3,Low
44526,10,68,4,Low
43101,18,50,5,Low
552,8,97,5,High
4604,8,80,4,High
9334,16,55,5,Low
16120,14,96,5,High
3885,9,59,1,Low
24145,7,84,4,High
72575,18,98,2,Low
10194,17,76,5,High
33743,14,75,3,Low
74992,8,94,3,Low
41430,15,74,1,Low
74569,15,96,5,High
83950,18,74,2,Low
12872,14,81,5,High
22696,13,56,1,Low
79943,1,92,2,Low
70953,19,52,3,Low
70474,8,64,2,Low
53803,7,59,1,Low
21267,7,78,4,High
73770,8,88,3,Low
64828,2,71,2,Low
32541,15,80,5,High
47109,6,79,5,High
72449,6,97,5,High
30636,5,61,1,Low
9388,17,88,2,Low
31392,14,64,2,Low
63722,11,57,5,Low
65986,15,58,2,Low
40620,6,60,1,Low
87220,2,59,2,Low
57312,6,58,1,Low
76892,16,99,1,Low
79151,1,81,3,Low
21043,19,96,3,Low
89350,13,96,1,Low
57277,9,83,2,Low
4003,20,71,2,Low
74656,16,80,3,Low
31396,7,55,3,Low
59199,13,99,1,Low
54809,12,63,3,Low
69379,16,57,4,Low
13779,9,67,5,Low
2025,16,70,2,Low
71357,5,71,5,High
88136,15,94,5,High
1495,20,94,1,Low
29271,15,57,1,Low
28740,1,69,2,Low
36050,2,70,4,Low
55537,18,58,2,Low
5644,16,87,1,Low
72274,1,74,4,High
10961,0,54,1,Low
86630,3,67,3,Low
16273,19,54,1,Low
13820,7,84,5,High
59535,10,99,5,High
8279,9,76,1,Low
11958,18,60,2,Low
41872,16,56,4,Low
10572,8,85,5,High
27660,2,99,3,Low
52587,11,74,1,Low
9400,4,92,3,Low
14123,17,68,3,Low
81992,4,82,1,Low
10755,3,96,1,Low
58075,17,64,2,Low
57741,16,96,3,Low
79236,1,69,4,Low
14873,21,83,2,Low
14872,20,79,5,High
2612,19,81,5,High
17374,20,54,3,Low
59959,18,88,4,High
12314,4,50,2,Low
55431,14,54,4,Low
37683,15,90,1,Low
29116,1,84,3,Low
81548,5,57,1,Low
63223,4,84,1,Low
86420,2,65,2,Low
35480,16,53,5,Low
73003,16,90,3,Low
55537,4,50,2,Low
84280,8,92,1,Low
17327,15,63,5,Low
48163,13,87,4,High
53876,16,99,3,Low
15485,15,79,1,Low
33157,19,89,5,High
79067,19,71,4,High
38706,17,83,3,Low
5344,17,79,5,High
60295,13,72,4,High
77321,10,67,1,Low
35392,16,75,2,Low
1577,6,77,1,Low
64179,13,97,5,High
34293,2,93,5,High
26839,21,74,3,Low
37610,16,74,4,High
82422,12,74,3,Low
70041,4,64,3,Low
70355,12,62,4,Low
4290,19,62,4,Low
1912,5,68,3,Low
37261,12,50,2,Low
76523,13,61,4,Low
29116,3,97,4,High
44886,20,74,3,Low
4859,5,89,4,High
55453,11,98,2,Low
26174,14,88,1,Low
55771,14,54,2,Low
63034,21,80,2,Low
5710,5,68,4,Low
996,4,52,4,Low
69622,15,56,3,Low
75841,8,98,3,Low
42032,1,98,2,Low
44800,7,58,3,Low
42193,17,64,2,Low
36353,7,51,4,Low
37105,21,50,2,Low
61892,10,75,2,Low
63233,20,64,3,Low
1002,7,98,5,High
3792,9,87,4,High
45453,6,71,3,Low
84049,5,85,4,High
58900,0,74,1,Low
52699,11,65,5,Low
85220,7,57,5,Low
41114,5,95,2,Low
81583,10,57,5,Low
69354,17,91,2,Low
87753,2,91,2,Low
79470,8,84,1,Low
22421,6,72,2,Low
42527,4,67,3,Low
41307,16,64,3,Low
77561,14,97,3,Low
60392,16,80,3,Low
15992,1,63,2,Low
31370,9,80,4,High
45722,7,54,2,Low
37193,18,60,5,Low
80054,10,52,2,Low
35021,6,70,3,Low
77807,20,84,5,High
59497,13,62,1,Low
38200,5,59,2,Low
43505,1,53,4,Low
79079,5,53,5,Low
17483,4,88,2,Low
244,20,90,3,Low
74892,15,77,1,Low
5944,3,61,2,Low
18298,20,73,1,Low
2166,19,89,4,High
27187,11,79,1,Low
9627,9,69,4,Low
23270,15,73,5,High
20270,21,73,4,High
2591,18,69,1,Low
74507,14,60,3,Low
12057,0,73,4,High
73315,20,62,3,Low
65902,10,66,4,Low
9596,20,77,2,Low
51479,14,94,4,High
8830,11,78,5,High
72941,0,79,2,Low
47109,17,83,5,High
84710,18,77,5,High
31657,14,52,2,Low
47255,14,90,2,Low
82945,9,73,4,High
19321,20,73,2,Low
36818,15,53,3,Low
66613,7,51,5,Low
46101,14,88,1,Low
61488,13,77,5,High
37896,19,70,1,Low
35044,21,85,2,Low
69646,17,71,2,Low
51700,15,70,3,Low
17503,2,89,3,Low
57174,16,89,4,High
19504,1,50,5,Low
17114,17,66,1,Low
28212,8,62,5,Low
76809,11,66,5,Low
31272,9,92,3,Low
11625,6,96,5,High
85672,0,70,4,Low
87317,15,89,1,Low
33538,2,95,2,Low
28930,18,89,5,High
13247,19,99,2,Low
2166,0,66,5,Low
34235,1,57,5,Low
65531,14,91,4,High
19431,4,63,1,Low
20871,16,90,1,Low
49621,1,70,1,Low
13295,0,89,5,High
22522,12,50,3,Low
84418,0,64,2,Low
74694,14,75,2,Low
76142,7,64,1,Low
67000,0,97,3,Low
48591,18,56,1,Low
5456,10,88,4,High
75677,15,91,4,High
76003,9,89,1,Low
85049,12,57,2,Low
37740,11,54,1,Low
69372,2,97,5,High
46157,5,91,2,Low
22758,17,69,2,Low
74361,7,96,1,Low
71209,13,71,3,Low
21380,2,72,3,Low
57562,16,96,4,High
16620,11,84,2,Low
48669,14,64,2,Low
14155,2,96,1,Low
65690,1,60,4,Low
23002,5,52,2,Low
39233,17,58,2,Low
11554,17,73,1,Low
13068,5,95,3,Low
19194,5,77,3,Low
500,1,89,5,High
24016,11,77,3,Low
57412,11,65,4,Low
50440,8,91,1,Low
79562,17,87,3,Low
16670,19,85,5,High
49046,16,81,1,Low
80016,19,79,1,Low
19439,7,82,1,Low
53509,6,54,4,Low
89128,5,89,5,High
71325,5,98,3,Low
43150,11,50,1,Low
35176,14,83,5,High
30363,4,67,2,Low
58900,7,55,2,Low
10988,13,69,4,Low
17970,7,87,5,High
87817,18,62,3,Low
7180,11,60,1,Low
70212,1,63,2,Low
63268,16,77,4,High
30646,12,58,2,Low
19947,13,70,3,Low
70691,14,88,3,Low
25928,17,60,5,Low
7000,13,67,4,Low
34965,3,80,1,Low
36394,3,69,3,Low
83811,1,64,2,Low
67379,20,63,5,Low
37910,16,85,1,Low
29791,15,79,1,Low
31037,6,57,2,Low
51625,3,95,5,High
28,12,78,5,High
33793,16,58,5,Low
45525,11,72,4,High
73188,19,71,1,Low
33681,18,60,4,Low
26346,9,79,2,Low
43390,17,64,5,Low
55010,6,58,5,Low
43070,8,83,2,Low
12025,8,97,5,High
19691,13,59,3,Low
85472,9,55,2,Low
56183,5,57,4,Low
5164,7,74,3,Low
87164,9,68,4,Low
60202,12,78,1,Low
78227,7,69,3,Low
23651,20,85,1,Low
48713,17,79,4,High
12345,3,66,2,Low
16937,20,99,1,Low
81957,7,97,3,Low
9051,17,57,2,Low
2361,4,92,2,Low
11881,0,94,3,Low
39384,4,84,4,High
13052,9,96,3,Low
8210,5,70,2,Low
76107,10,82,4,High
16624,8,77,5,High
56712,11,53,4,Low
51920,6,85,3,Low
36821,5,85,1,Low
69719,3,57,1,Low
56248,0,64,5,Low
61531,13,99,5,High
74832,20,94,4,High
82693,11,77,4,High
35586,21,87,1,Low
27796,9,96,4,High
137,14,98,3,Low
47101,21,92,5,High
53193,7,69,4,Low
10633,6,90,2,Low
2026,6,88,2,Low
33642,6,98,2,Low
7635,8,79,4,High
2219,9,85,5,High
52423,15,92,3,Low
61513,3,61,3,Low
59436,6,77,1,Low
72545,3,52,5,Low
26350,18,61,2,Low
45657,6,84,2,Low
38656,14,93,1,Low
77605,16,52,4,Low
27214,16,90,3,Low
80661,5,57,5,Low
62904,5,89,3,Low
89027,1,72,1,Low
5161,17,90,5,High
61594,18,90,3,Low
67742,21,87,4,High
50214,20,51,1,Low
45423,2,98,3,Low
34249,16,95,3,Low
84473,21,65,2,Low
4378,15,85,4,High
4864,3,86,2,Low
44091,16,52,3,Low
25,4,95,2,Low
48460,20,50,3,Low
70876,2,58,3,Low
86217,5,95,4,High
24742,20,63,1,Low
3127,0,55,4,Low
38466,6,70,5,Low
33455,21,87,3,Low
5316,7,52,2,Low
32646,5,50,2,Low
73177,14,89,4,High
7753,15,79,2,Low
42919,12,55,1,Low
35723,8,53,1,Low
66386,20,74,4,High
44185,3,62,2,Low
24722,19,76,2,Low
79786,13,80,3,Low
82732,6,87,1,Low
30894,19,52,4,Low
2247,7,71,2,Low
7584,12,57,1,Low
75937,3,56,4,Low
5658,9,66,5,Low
44687,6,83,2,Low
53842,4,50,2,Low
68689,8,71,1,Low
89776,16,64,5,Low
77036,2,71,5,High
1036,21,73,4,High
23564,16,72,1,Low
67529,20,85,2,Low
34045,12,84,3,Low
65920,3,73,1,Low
32699,20,81,5,High
12961,2,86,5,High
12965,6,55,2,Low
582,9,93,4,High
86623,16,76,3,Low
29223,4,88,5,High
68427,2,96,3,Low
32598,12,92,5,High
61500,20,64,2,Low
49437,14,98,4,High
65916,21,89,5,High
12652,16,92,1,Low
8255,16,70,4,Low
43956,5,92,2,Low
19260,2,50,2,Low
28445,14,96,4,High
47512,4,59,2,Low
52350,11,92,5,High
20107,16,62,4,Low
32983,15,75,2,Low
8780,1,73,5,High
54364,4,55,1,Low
26717,14,53,1,Low
78833,7,89,1,Low
30727,13,58,1,Low
64330,4,62,5,Low
5676,20,90,4,High
35702,10,84,1,Low
79196,12,75,5,High
59479,14,71,2,Low
66719,8,92,3,Low
4024,0,72,1,Low
70844,11,98,4,High
72362,14,75,3,Low
43370,20,70,3,Low
77414,10,56,1,Low
78629,10,53,2,Low
66799,21,54,4,Low
36281,21,74,2,Low
71038,9,69,4,Low
75338,12,97,2,Low
79851,7,73,4,High
59996,0,70,1,Low
41822,13,66,4,Low
55400,21,98,4,High
6027,4,58,5,Low
32185,2,93,5,High
6924,5,72,5,High
59016,1,62,5,Low
81354,2,60,4,Low
62865,17,86,2,Low
13350,16,70,1,Low
78487,7,50,3,Low
77173,16,55,1,Low
46051,4,50,4,Low
56510,7,94,2,Low
27979,14,79,5,High
80024,18,75,3,Low
73220,16,79,4,High
29609,15,59,2,Low
72055,9,96,3,Low
17990,17,92,3,Low
11719,7,63,5,Low
15129,4,96,5,High
66019,9,67,1,Low
12440,11,54,4,Low
27596,9,91,3,Low
7141,16,96,4,High
60470,20,52,4,Low
66906,8,71,3,Low
22059,18,69,2,Low
77727,17,69,2,Low
9526,17,60,5,Low
46191,8,65,4,Low
35410,18,82,5,High
48534,3,81,4,High
45114,17,91,4,High
48099,20,86,3,Low
57479,3,70,2,Low
58171,3,87,4,High
73598,1,57,5,Low
48242,14,93,1,Low
4938,14,92,5,High
20437,12,51,1,Low
16912,20,56,2,Low
17485,12,93,5,High
82880,3,87,3,Low
11958,16,59,1,Low
8181,15,61,2,Low
29332,3,94,1,Low
2864,21,78,4,High
38675,16,53,2,Low
51839,2,62,3,Low
64539,0,90,4,High
49133,2,96,3,Low
52883,6,54,5,Low
21103,18,59,2,Low
73626,9,76,3,Low
53924,8,60,1,Low
51956,5,97,5,High
51331,20,90,1,Low
80295,13,81,2,Low
14243,0,91,3,Low
41332,15,85,1,Low
16825,0,82,2,Low
88630,6,64,5,Low
20898,10,58,4,Low
33283,6,55,2,Low
26291,4,61,4,Low
85941,2,72,1,Low
51135,5,66,1,Low
28076,19,97,2,Low
235,1,70,4,Low
65190,8,91,5,High
29122,0,54,3,Low
14212,12,67,5,Low
45859,7,59,4,Low
63844,19,85,4,High
38477,17,53,5,Low
50364,5,91,3,Low
77025,2,88,2,Low
81594,2,88,2,Low
5273,15,97,1,Low
22865,7,92,3,Low
77801,17,84,1,Low
87387,13,54,3,Low
51950,14,70,2,Low
73771,16,96,3,Low
79435,19,73,1,Low
67852,2,59,1,Low
81484,12,75,1,Low
47185,18,77,1,Low
36536,1,70,4,Low
28009,2,95,5,High
15112,4,63,5,Low
38629,18,72,4,High
19521,17,56,3,Low
25824,16,60,3,Low
14472,21,99,2,Low
83778,11,55,2,Low
68861,21,54,2,Low
36738,18,72,1,Low
30011,16,80,1,Low
37338,15,95,5,High
16113,9,96,4,High
40964,18,93,5,High
71137,14,61,1,Low
88041,14,98,2,Low
79855,15,71,1,Low
55260,12,55,5,Low
45899,8,90,2,Low
63017,6,50,2,Low
20554,13,87,2,Low
86325,10,55,1,Low
37675,13,63,1,Low
17147,10,97,3,Low
39710,8,68,4,Low
36348,13,64,2,Low
67940,21,95,2,Low
49666,18,97,1,Low
65722,18,75,1,Low
6832,12,87,3,Low
50493,14,82,3,Low
12373,5,52,4,Low
30292,1,90,4,High
39085,0,71,3,Low
46346,10,67,4,Low
23624,0,82,1,Low
51763,0,55,1,Low
59776,4,63,2,Low
62300,1,92,5,High
53525,4,72,5,High
61733,17,75,5,High
49698,12,74,4,High
7746,1,87,3,Low
7231,21,94,2,Low
39866,14,62,1,Low
69772,1,58,2,Low
53853,9,88,5,High
16207,14,96,4,High
42637,8,64,3,Low
78768,12,58,5,Low
36154,3,51,1,Low
74550,3,75,1,Low
3587,18,77,1,Low
38370,5,89,4,High
70492,2,62,3,Low
26098,10,87,5,High
62492,15,82,3,Low
85445,11,68,2,Low
39218,14,88,1,Low
27989,20,72,3,Low
40496,0,96,2,Low
61101,20,94,3,Low
16128,17,93,3,Low
65201,13,82,4,High
27022,17,85,3,Low
62317,16,98,5,High
57716,20,68,3,Low
16549,14,86,1,Low
63038,20,98,4,High
52267,15,94,2,Low
1307,21,73,5,High
50755,12,64,1,Low
84330,9,53,3,Low
7171,10,82,3,Low
75670,2,65,3,Low
75620,3,51,2,Low
2303,17,75,5,High
6414,3,93,5,High
24091,5,82,1,Low
29681,20,80,4,High
14974,8,71,1,Low
35672,17,58,3,Low
80695,9,88,3,Low
28000,8,99,4,High
27223,16,73,2,Low
1085,12,54,2,Low
40697,6,76,4,High
78622,18,65,1,Low
14244,3,66,4,Low
37170,5,69,1,Low
3978,5,82,1,Low
4545,13,97,3,Low
28745,18,68,4,Low
78467,3,90,3,Low
42453,16,56,4,Low
60073,17,72,3,Low
45968,15,86,5,High
84829,10,96,2,Low
26560,7,68,5,Low
25933,8,63,2,Low
27299,14,83,2,Low
26119,21,55,1,Low
9784,6,65,2,Low
67895,12,80,5,High
19275,11,58,3,Low
44264,21,91,5,High
67483,6,73,4,High
18879,13,90,2,Low
65450,21,72,5,High
25448,16,68,4,Low
10026,15,91,2,Low
8395,15,85,4,High
22587,15,52,1,Low
52743,5,71,1,Low
28886,6,56,1,Low
35338,2,77,5,High
32943,6,66,2,Low
11284,1,99,2,Low
37603,10,78,2,Low
34557,11,69,1,Low
47027,18,90,4,High
86192,7,79,5,High
6124,11,59,1,Low
86726,2,81,1,Low
16578,15,66,2,Low
86551,21,93,3,Low
39121,0,91,1,Low
3760,5,85,3,Low
61765,8,94,5,High
70270,4,55,4,Low
51967,17,99,3,Low
85169,15,92,4,High
27103,6,90,4,High
41460,4,58,1,Low
3405,17,72,1,Low
2665,20,81,3,Low
52057,18,90,1,Low
24711,17,95,2,Low
62768,4,62,1,Low
36061,11,68,1,Low
5623,18,72,4,High
4983,11,53,3,Low
58375,11,80,2,Low
8751,15,53,5,Low
6786,17,77,4,High
77065,12,51,1,Low
38886,13,80,4,High
658,3,65,5,Low
33221,14,90,3,Low
54666,0,92,3,Low
55871,9,93,4,High
10214,13,54,1,Low
48169,10,58,4,Low
53,13,81,5,High
89090,21,63,3,Low
67491,21,90,3,Low
4168,2,98,2,Low
60020,1,81,3,Low
477,4,73,1,Low
14427,0,78,3,Low
6206,17,58,3,Low
10654,6,69,2,Low
3677,9,73,2,Low
49584,3,58,4,Low
46891,21,52,1,Low
47637,15,62,1,Low
67460,16,54,4,Low
83922,18,57,1,Low
85257,6,66,4,Low
19119,14,96,1,Low
43085,19,78,3,Low
67739,18,58,5,Low
62438,3,69,5,Low
42575,10,77,2,Low
45358,19,93,3,Low
61942,6,64,4,Low
47006,6,77,3,Low
78720,17,90,5,High
31770,7,79,5,High
33861,18,67,3,Low
14389,5,66,4,Low
77510,14,55,1,Low
75391,0,55,3,Low
2863,16,50,2,Low
34016,20,63,4,Low
34287,20,59,5,Low
71543,1,72,1,Low
57396,17,94,1,Low
14539,6,75,1,Low
30032,12,74,3,Low
15204,15,66,2,Low
48027,20,89,4,High
17412,16,66,3,Low
58861,19,74,5,High
21345,12,70,2,Low
56389,1,86,1,Low
70948,9,89,1,Low
60695,5,90,5,High
39174,6,86,3,Low
69291,9,53,1,Low
89684,17,59,3,Low
71403,13,71,3,Low
48568,12,91,2,Low
89171,11,93,3,Low
17072,8,98,3,Low
64428,8,74,2,Low
84363,1,80,4,High
11696,11,57,5,Low
83439,5,51,2,Low
8875,12,71,2,Low
38084,1,97,4,High
60948,15,91,1,Low
62988,12,89,5,High
12750,0,70,5,Low
85413,17,52,1,Low
36701,19,90,4,High
40112,13,51,1,Low
73682,5,80,4,High
59528,18,60,4,Low
9842,5,76,1,Low
52363,2,51,4,Low
7731,7,55,1,Low
38852,3,76,5,High
39047,2,58,3,Low
790,20,81,3,Low
76592,12,67,4,Low
35322,1,99,4,High
12833,1,94,3,Low
1542,7,55,4,Low
89567,12,91,3,Low
15449,0,54,5,Low
81309,13,60,1,Low
49363,13,60,5,Low
44452,5,83,1,Low
36510,12,95,2,Low
13681,8,72,1,Low
713,4,63,4,Low
27156,19,86,3,Low
10492,7,85,3,Low
30048,20,98,3,Low
26540,15,61,5,Low
56816,5,73,5,High
880,15,64,4,Low
25999,7,88,3,Low
71857,18,70,3,Low
12728,17,81,5,High
55394,1,73,2,Low
28357,16,65,5,Low
34050,6,91,1,Low
78233,9,69,3,Low
12732,18,86,3,Low
55049,16,98,3,Low
77212,7,56,2,Low
59469,11,56,4,Low
61025,0,90,3,Low
49617,8,92,5,High
77637,18,57,1,Low
20900,20,74,3,Low
39995,8,68,4,Low
47621,14,61,5,Low
76677,12,84,1,Low
75220,15,50,3,Low
43140,11,66,3,Low
12341,6,55,3,Low
17252,20,74,3,Low
59784,20,58,1,Low
55738,1,68,3,Low
3214,14,87,1,Low
74508,11,98,2,Low
86624,10,67,4,Low
48946,7,80,4,High
21711,21,97,2,Low
84021,14,78,5,High
79059,9,85,1,Low
53071,11,72,4,High
23406,9,60,1,Low
36962,9,54,4,Low
38371,2,82,1,Low
81136,3,63,1,Low
28767,5,60,4,Low
8169,4,63,4,Low
56234,18,68,4,Low
1491,5,51,3,Low
6816,18,70,4,Low
68322,1,65,1,Low
20361,3,58,2,Low
5369,10,87,1,Low
77724,20,50,4,Low
25532,17,53,4,Low
44978,18,66,1,Low
12736,11,83,2,Low
1827,3,87,5,High
668,2,73,3,Low
52368,9,90,2,Low
34209,7,59,2,Low
53960,20,95,4,High
13388,16,75,1,Low
34974,19,69,4,Low
6015,6,58,2,Low
80934,3,64,5,Low
53323,10,69,4,Low
65785,2,98,2,Low
76617,18,58,4,Low
60776,12,72,4,High
36060,10,60,3,Low
150,4,73,3,Low
4563,0,58,1,Low
46109,12,69,4,Low
65079,15,70,1,Low
53520,13,59,5,Low
59684,13,73,1,Low
32346,19,77,3,Low
50669,21,65,4,Low
79172,17,99,5,High
58746,16,94,5,High
55279,6,98,1,Low
83999,5,80,3,Low
46866,15,66,1,Low
38525,2,64,4,Low
44195,21,90,5,High
48501,8,57,4,Low
60912,16,59,5,Low
26678,10,83,3,Low
47518,3,68,2,Low
7731,16,83,3,Low
32618,4,88,5,High
43751,7,59,2,Low
60935,14,50,4,Low
30087,19,99,4,High
17591,21,90,3,Low
11109,0,71,3,Low
54106,7,92,4,High
42566,3,60,1,Low
4329,10,90,5,High
61222,20,83,2,Low
